contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
KVXE06P,Held-out dense KVXE06P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
KVXE06C1,Held-out dense KVXE06C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVXE06C2,Held-out dense KVXE06C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVXW01P,Held-out dense KVXW01P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVXW01C1,Held-out dense KVXW01C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW01C2,Held-out dense KVXW01C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW01C3,Held-out dense KVXW01C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW02P,Held-out dense KVXW02P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVXW02C1,Held-out dense KVXW02C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW02C2,Held-out dense KVXW02C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW02C3,Held-out dense KVXW02C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW03P,Held-out dense KVXW03P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVXW03C1,Held-out dense KVXW03C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW03C2,Held-out dense KVXW03C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW03C3,Held-out dense KVXW03C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW04P,Held-out dense KVXW04P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVXW04C1,Held-out dense KVXW04C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW04C2,Held-out dense KVXW04C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW04C3,Held-out dense KVXW04C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW05P,Held-out dense KVXW05P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVXW05C1,Held-out dense KVXW05C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW05C2,Held-out dense KVXW05C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW05C3,Held-out dense KVXW05C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW06P,Held-out dense KVXW06P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVXW06C1,Held-out dense KVXW06C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW06C2,Held-out dense KVXW06C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVXW06C3,Held-out dense KVXW06C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KHX,Held-out dense KHX,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-05-09,1,C,3
KVXLIVE,Held-out dense KVXLIVE,2031-06-01,HeldoutDense,Live,1,2032-06-20,2032-05-09,1,PM,2
KVXPM,Held-out dense KVXPM,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-05-09,1,PM,3
KVYE01P,Held-out dense KVYE01P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
KVYE01C1,Held-out dense KVYE01C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE01C2,Held-out dense KVYE01C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE01C3,Held-out dense KVYE01C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE02P,Held-out dense KVYE02P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
KVYE02C1,Held-out dense KVYE02C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE02C2,Held-out dense KVYE02C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE02C3,Held-out dense KVYE02C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE03P,Held-out dense KVYE03P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
KVYE03C1,Held-out dense KVYE03C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE03C2,Held-out dense KVYE03C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE03C3,Held-out dense KVYE03C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE04P,Held-out dense KVYE04P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
KVYE04C1,Held-out dense KVYE04C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE04C2,Held-out dense KVYE04C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE04C3,Held-out dense KVYE04C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE05P,Held-out dense KVYE05P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
KVYE05C1,Held-out dense KVYE05C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE05C2,Held-out dense KVYE05C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE05C3,Held-out dense KVYE05C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE06P,Held-out dense KVYE06P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
KVYE06C1,Held-out dense KVYE06C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE06C2,Held-out dense KVYE06C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYE06C3,Held-out dense KVYE06C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
KVYW01P,Held-out dense KVYW01P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVYW01C1,Held-out dense KVYW01C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW01C2,Held-out dense KVYW01C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW01C3,Held-out dense KVYW01C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW02P,Held-out dense KVYW02P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVYW02C1,Held-out dense KVYW02C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW02C2,Held-out dense KVYW02C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW02C3,Held-out dense KVYW02C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW03P,Held-out dense KVYW03P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVYW03C1,Held-out dense KVYW03C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW03C2,Held-out dense KVYW03C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW03C3,Held-out dense KVYW03C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW04P,Held-out dense KVYW04P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVYW04C1,Held-out dense KVYW04C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW04C2,Held-out dense KVYW04C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW04C3,Held-out dense KVYW04C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW05P,Held-out dense KVYW05P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVYW05C1,Held-out dense KVYW05C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW05C2,Held-out dense KVYW05C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW05C3,Held-out dense KVYW05C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW06P,Held-out dense KVYW06P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
KVYW06C1,Held-out dense KVYW06C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW06C2,Held-out dense KVYW06C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KVYW06C3,Held-out dense KVYW06C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
KHY,Held-out dense KHY,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-05-09,1,C,3
KVYLIVE,Held-out dense KVYLIVE,2031-06-01,HeldoutDense,Live,1,2032-06-20,2032-05-09,1,PM,2
KVYPM,Held-out dense KVYPM,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-05-09,1,PM,3
KWCOUPLED1,Coupled ECLO-window trade-off WCOUPLED1,2031-06-01,CoupledTradeoff,Non-live (Others),1,2032-02-22,2032-01-18,1,C,3
KWCOUPLED2,Coupled ECLO-window trade-off WCOUPLED2,2031-06-01,CoupledTradeoff,Non-live (Others),1,2032-03-21,2032-02-15,1,C,3
