contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
Z1605,Scaled independent module 16 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1606,Scaled independent module 16 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1607,Scaled independent module 16 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1608,Scaled independent module 16 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1701,Scaled independent module 17 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1702,Scaled independent module 17 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1703,Scaled independent module 17 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1704,Scaled independent module 17 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z1705,Scaled independent module 17 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1706,Scaled independent module 17 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1707,Scaled independent module 17 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1708,Scaled independent module 17 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1801,Scaled independent module 18 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1802,Scaled independent module 18 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1803,Scaled independent module 18 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1804,Scaled independent module 18 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z1805,Scaled independent module 18 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1806,Scaled independent module 18 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1807,Scaled independent module 18 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1808,Scaled independent module 18 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1901,Scaled independent module 19 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1902,Scaled independent module 19 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1903,Scaled independent module 19 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1904,Scaled independent module 19 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z1905,Scaled independent module 19 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1906,Scaled independent module 19 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1907,Scaled independent module 19 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1908,Scaled independent module 19 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z2001,Scaled independent module 20 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z2002,Scaled independent module 20 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z2003,Scaled independent module 20 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z2004,Scaled independent module 20 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z2005,Scaled independent module 20 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z2006,Scaled independent module 20 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z2007,Scaled independent module 20 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z2008,Scaled independent module 20 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
