sector_id,line_code,from_station_id,to_station_id,seq,is_shared
SEC:LSX:J9B_N9C,LSX,J9B,N9C,58,0
SEC:LSX:N9C_N9D,LSX,N9C,N9D,59,0
SEC:LSX:N9D_N9G1,LSX,N9D,N9G1,60,0
SEC:LSX:N9G1_N9G2,LSX,N9G1,N9G2,61,0
SEC:LSX:N9G2_N9G3,LSX,N9G2,N9G3,62,0
SEC:LSX:N9G3_J10A,LSX,N9G3,J10A,63,0
SEC:LSX:J10A_J10B,LSX,J10A,J10B,64,1
SEC:LSX:J10B_N10C,LSX,J10B,N10C,65,0
SEC:LSX:N10C_N10D,LSX,N10C,N10D,66,0
SEC:LSX:N10D_N10G1,LSX,N10D,N10G1,67,0
SEC:LSX:N10G1_N10G2,LSX,N10G1,N10G2,68,0
SEC:LSX:N10G2_N10G3,LSX,N10G2,N10G3,69,0
SEC:LSX:N10G3_J11A,LSX,N10G3,J11A,70,0
SEC:LSX:J11A_J11B,LSX,J11A,J11B,71,1
SEC:LSX:J11B_N11C,LSX,J11B,N11C,72,0
SEC:LSX:N11C_N11D,LSX,N11C,N11D,73,0
SEC:LSX:N11D_N11G1,LSX,N11D,N11G1,74,0
SEC:LSX:N11G1_N11G2,LSX,N11G1,N11G2,75,0
SEC:LSX:N11G2_N11G3,LSX,N11G2,N11G3,76,0
SEC:LSX:N11G3_J12A,LSX,N11G3,J12A,77,0
SEC:LSX:J12A_J12B,LSX,J12A,J12B,78,1
SEC:LSX:J12B_N12C,LSX,J12B,N12C,79,0
SEC:LSX:N12C_N12D,LSX,N12C,N12D,80,0
SEC:LSX:N12D_N12G1,LSX,N12D,N12G1,81,0
SEC:LSX:N12G1_N12G2,LSX,N12G1,N12G2,82,0
SEC:LSX:N12G2_N12G3,LSX,N12G2,N12G3,83,0
SEC:LSX:N12G3_J13A,LSX,N12G3,J13A,84,0
SEC:LSX:J13A_J13B,LSX,J13A,J13B,85,1
SEC:LSX:J13B_N13C,LSX,J13B,N13C,86,0
SEC:LSX:N13C_N13D,LSX,N13C,N13D,87,0
SEC:LSX:N13D_N13G1,LSX,N13D,N13G1,88,0
SEC:LSX:N13G1_N13G2,LSX,N13G1,N13G2,89,0
SEC:LSX:N13G2_N13G3,LSX,N13G2,N13G3,90,0
SEC:LSX:N13G3_J14A,LSX,N13G3,J14A,91,0
SEC:LSX:J14A_J14B,LSX,J14A,J14B,92,1
SEC:LSX:J14B_N14C,LSX,J14B,N14C,93,0
SEC:LSX:N14C_N14D,LSX,N14C,N14D,94,0
SEC:LSX:N14D_N14G1,LSX,N14D,N14G1,95,0
SEC:LSX:N14G1_N14G2,LSX,N14G1,N14G2,96,0
SEC:LSX:N14G2_N14G3,LSX,N14G2,N14G3,97,0
SEC:LSX:N14G3_J15A,LSX,N14G3,J15A,98,0
SEC:LSX:J15A_J15B,LSX,J15A,J15B,99,1
SEC:LSX:J15B_N15C,LSX,J15B,N15C,100,0
SEC:LSX:N15C_N15D,LSX,N15C,N15D,101,0
SEC:LSX:N15D_N15G1,LSX,N15D,N15G1,102,0
SEC:LSX:N15G1_N15G2,LSX,N15G1,N15G2,103,0
SEC:LSX:N15G2_N15G3,LSX,N15G2,N15G3,104,0
SEC:LSX:N15G3_J16A,LSX,N15G3,J16A,105,0
SEC:LSX:J16A_J16B,LSX,J16A,J16B,106,1
SEC:LSX:J16B_N16C,LSX,J16B,N16C,107,0
SEC:LSX:N16C_N16D,LSX,N16C,N16D,108,0
SEC:LSX:N16D_N16G1,LSX,N16D,N16G1,109,0
SEC:LSX:N16G1_N16G2,LSX,N16G1,N16G2,110,0
SEC:LSX:N16G2_N16G3,LSX,N16G2,N16G3,111,0
SEC:LSX:N16G3_J17A,LSX,N16G3,J17A,112,0
SEC:LSX:J17A_J17B,LSX,J17A,J17B,113,1
SEC:LSX:J17B_N17C,LSX,J17B,N17C,114,0
SEC:LSX:N17C_N17D,LSX,N17C,N17D,115,0
SEC:LSX:N17D_N17G1,LSX,N17D,N17G1,116,0
SEC:LSX:N17G1_N17G2,LSX,N17G1,N17G2,117,0
SEC:LSX:N17G2_N17G3,LSX,N17G2,N17G3,118,0
SEC:LSX:N17G3_J18A,LSX,N17G3,J18A,119,0
SEC:LSX:J18A_J18B,LSX,J18A,J18B,120,1
SEC:LSX:J18B_N18C,LSX,J18B,N18C,121,0
SEC:LSX:N18C_N18D,LSX,N18C,N18D,122,0
SEC:LSX:N18D_N18G1,LSX,N18D,N18G1,123,0
SEC:LSX:N18G1_N18G2,LSX,N18G1,N18G2,124,0
SEC:LSX:N18G2_N18G3,LSX,N18G2,N18G3,125,0
SEC:LSX:N18G3_J19A,LSX,N18G3,J19A,126,0
SEC:LSX:J19A_J19B,LSX,J19A,J19B,127,1
SEC:LSX:J19B_N19C,LSX,J19B,N19C,128,0
SEC:LSX:N19C_N19D,LSX,N19C,N19D,129,0
SEC:LSX:N19D_N19G1,LSX,N19D,N19G1,130,0
SEC:LSX:N19G1_N19G2,LSX,N19G1,N19G2,131,0
SEC:LSX:N19G2_N19G3,LSX,N19G2,N19G3,132,0
SEC:LSX:N19G3_J20A,LSX,N19G3,J20A,133,0
SEC:LSX:J20A_J20B,LSX,J20A,J20B,134,1
SEC:LSX:J20B_N20C,LSX,J20B,N20C,135,0
SEC:LSX:N20C_N20D,LSX,N20C,N20D,136,0
SEC:LSX:N20D_N20G1,LSX,N20D,N20G1,137,0
SEC:LSX:N20G1_N20G2,LSX,N20G1,N20G2,138,0
SEC:LSX:N20G2_N20G3,LSX,N20G2,N20G3,139,0
SEC:LSY:J1A_J1B,LSY,J1A,J1B,1,1
SEC:LSY:J1B_S1C,LSY,J1B,S1C,2,0
SEC:LSY:S1C_S1D,LSY,S1C,S1D,3,0
SEC:LSY:S1D_S1G1,LSY,S1D,S1G1,4,0
SEC:LSY:S1G1_S1G2,LSY,S1G1,S1G2,5,0
SEC:LSY:S1G2_S1G3,LSY,S1G2,S1G3,6,0
SEC:LSY:S1G3_J2A,LSY,S1G3,J2A,7,0
SEC:LSY:J2A_J2B,LSY,J2A,J2B,8,1
SEC:LSY:J2B_S2C,LSY,J2B,S2C,9,0
SEC:LSY:S2C_S2D,LSY,S2C,S2D,10,0
SEC:LSY:S2D_S2G1,LSY,S2D,S2G1,11,0
SEC:LSY:S2G1_S2G2,LSY,S2G1,S2G2,12,0
SEC:LSY:S2G2_S2G3,LSY,S2G2,S2G3,13,0
SEC:LSY:S2G3_J3A,LSY,S2G3,J3A,14,0
SEC:LSY:J3A_J3B,LSY,J3A,J3B,15,1
SEC:LSY:J3B_S3C,LSY,J3B,S3C,16,0
SEC:LSY:S3C_S3D,LSY,S3C,S3D,17,0
SEC:LSY:S3D_S3G1,LSY,S3D,S3G1,18,0
SEC:LSY:S3G1_S3G2,LSY,S3G1,S3G2,19,0
SEC:LSY:S3G2_S3G3,LSY,S3G2,S3G3,20,0
SEC:LSY:S3G3_J4A,LSY,S3G3,J4A,21,0
SEC:LSY:J4A_J4B,LSY,J4A,J4B,22,1
SEC:LSY:J4B_S4C,LSY,J4B,S4C,23,0
SEC:LSY:S4C_S4D,LSY,S4C,S4D,24,0
SEC:LSY:S4D_S4G1,LSY,S4D,S4G1,25,0
SEC:LSY:S4G1_S4G2,LSY,S4G1,S4G2,26,0
SEC:LSY:S4G2_S4G3,LSY,S4G2,S4G3,27,0
SEC:LSY:S4G3_J5A,LSY,S4G3,J5A,28,0
SEC:LSY:J5A_J5B,LSY,J5A,J5B,29,1
SEC:LSY:J5B_S5C,LSY,J5B,S5C,30,0
SEC:LSY:S5C_S5D,LSY,S5C,S5D,31,0
SEC:LSY:S5D_S5G1,LSY,S5D,S5G1,32,0
SEC:LSY:S5G1_S5G2,LSY,S5G1,S5G2,33,0
SEC:LSY:S5G2_S5G3,LSY,S5G2,S5G3,34,0
SEC:LSY:S5G3_J6A,LSY,S5G3,J6A,35,0
SEC:LSY:J6A_J6B,LSY,J6A,J6B,36,1
SEC:LSY:J6B_S6C,LSY,J6B,S6C,37,0
SEC:LSY:S6C_S6D,LSY,S6C,S6D,38,0
SEC:LSY:S6D_S6G1,LSY,S6D,S6G1,39,0
SEC:LSY:S6G1_S6G2,LSY,S6G1,S6G2,40,0
SEC:LSY:S6G2_S6G3,LSY,S6G2,S6G3,41,0
SEC:LSY:S6G3_J7A,LSY,S6G3,J7A,42,0
SEC:LSY:J7A_J7B,LSY,J7A,J7B,43,1
SEC:LSY:J7B_S7C,LSY,J7B,S7C,44,0
SEC:LSY:S7C_S7D,LSY,S7C,S7D,45,0
SEC:LSY:S7D_S7G1,LSY,S7D,S7G1,46,0
SEC:LSY:S7G1_S7G2,LSY,S7G1,S7G2,47,0
SEC:LSY:S7G2_S7G3,LSY,S7G2,S7G3,48,0
SEC:LSY:S7G3_J8A,LSY,S7G3,J8A,49,0
SEC:LSY:J8A_J8B,LSY,J8A,J8B,50,1
SEC:LSY:J8B_S8C,LSY,J8B,S8C,51,0
SEC:LSY:S8C_S8D,LSY,S8C,S8D,52,0
SEC:LSY:S8D_S8G1,LSY,S8D,S8G1,53,0
SEC:LSY:S8G1_S8G2,LSY,S8G1,S8G2,54,0
SEC:LSY:S8G2_S8G3,LSY,S8G2,S8G3,55,0
SEC:LSY:S8G3_J9A,LSY,S8G3,J9A,56,0
SEC:LSY:J9A_J9B,LSY,J9A,J9B,57,1
SEC:LSY:J9B_S9C,LSY,J9B,S9C,58,0
SEC:LSY:S9C_S9D,LSY,S9C,S9D,59,0
SEC:LSY:S9D_S9G1,LSY,S9D,S9G1,60,0
SEC:LSY:S9G1_S9G2,LSY,S9G1,S9G2,61,0
SEC:LSY:S9G2_S9G3,LSY,S9G2,S9G3,62,0
SEC:LSY:S9G3_J10A,LSY,S9G3,J10A,63,0
SEC:LSY:J10A_J10B,LSY,J10A,J10B,64,1
SEC:LSY:J10B_S10C,LSY,J10B,S10C,65,0
SEC:LSY:S10C_S10D,LSY,S10C,S10D,66,0
SEC:LSY:S10D_S10G1,LSY,S10D,S10G1,67,0
SEC:LSY:S10G1_S10G2,LSY,S10G1,S10G2,68,0
SEC:LSY:S10G2_S10G3,LSY,S10G2,S10G3,69,0
SEC:LSY:S10G3_J11A,LSY,S10G3,J11A,70,0
SEC:LSY:J11A_J11B,LSY,J11A,J11B,71,1
SEC:LSY:J11B_S11C,LSY,J11B,S11C,72,0
SEC:LSY:S11C_S11D,LSY,S11C,S11D,73,0
SEC:LSY:S11D_S11G1,LSY,S11D,S11G1,74,0
SEC:LSY:S11G1_S11G2,LSY,S11G1,S11G2,75,0
SEC:LSY:S11G2_S11G3,LSY,S11G2,S11G3,76,0
SEC:LSY:S11G3_J12A,LSY,S11G3,J12A,77,0
SEC:LSY:J12A_J12B,LSY,J12A,J12B,78,1
SEC:LSY:J12B_S12C,LSY,J12B,S12C,79,0
SEC:LSY:S12C_S12D,LSY,S12C,S12D,80,0
SEC:LSY:S12D_S12G1,LSY,S12D,S12G1,81,0
SEC:LSY:S12G1_S12G2,LSY,S12G1,S12G2,82,0
SEC:LSY:S12G2_S12G3,LSY,S12G2,S12G3,83,0
SEC:LSY:S12G3_J13A,LSY,S12G3,J13A,84,0
SEC:LSY:J13A_J13B,LSY,J13A,J13B,85,1
SEC:LSY:J13B_S13C,LSY,J13B,S13C,86,0
SEC:LSY:S13C_S13D,LSY,S13C,S13D,87,0
SEC:LSY:S13D_S13G1,LSY,S13D,S13G1,88,0
SEC:LSY:S13G1_S13G2,LSY,S13G1,S13G2,89,0
SEC:LSY:S13G2_S13G3,LSY,S13G2,S13G3,90,0
SEC:LSY:S13G3_J14A,LSY,S13G3,J14A,91,0
SEC:LSY:J14A_J14B,LSY,J14A,J14B,92,1
SEC:LSY:J14B_S14C,LSY,J14B,S14C,93,0
SEC:LSY:S14C_S14D,LSY,S14C,S14D,94,0
SEC:LSY:S14D_S14G1,LSY,S14D,S14G1,95,0
SEC:LSY:S14G1_S14G2,LSY,S14G1,S14G2,96,0
SEC:LSY:S14G2_S14G3,LSY,S14G2,S14G3,97,0
SEC:LSY:S14G3_J15A,LSY,S14G3,J15A,98,0
SEC:LSY:J15A_J15B,LSY,J15A,J15B,99,1
SEC:LSY:J15B_S15C,LSY,J15B,S15C,100,0
SEC:LSY:S15C_S15D,LSY,S15C,S15D,101,0
SEC:LSY:S15D_S15G1,LSY,S15D,S15G1,102,0
SEC:LSY:S15G1_S15G2,LSY,S15G1,S15G2,103,0
SEC:LSY:S15G2_S15G3,LSY,S15G2,S15G3,104,0
SEC:LSY:S15G3_J16A,LSY,S15G3,J16A,105,0
SEC:LSY:J16A_J16B,LSY,J16A,J16B,106,1
SEC:LSY:J16B_S16C,LSY,J16B,S16C,107,0
SEC:LSY:S16C_S16D,LSY,S16C,S16D,108,0
SEC:LSY:S16D_S16G1,LSY,S16D,S16G1,109,0
SEC:LSY:S16G1_S16G2,LSY,S16G1,S16G2,110,0
SEC:LSY:S16G2_S16G3,LSY,S16G2,S16G3,111,0
SEC:LSY:S16G3_J17A,LSY,S16G3,J17A,112,0
SEC:LSY:J17A_J17B,LSY,J17A,J17B,113,1
SEC:LSY:J17B_S17C,LSY,J17B,S17C,114,0
SEC:LSY:S17C_S17D,LSY,S17C,S17D,115,0
SEC:LSY:S17D_S17G1,LSY,S17D,S17G1,116,0
SEC:LSY:S17G1_S17G2,LSY,S17G1,S17G2,117,0
SEC:LSY:S17G2_S17G3,LSY,S17G2,S17G3,118,0
SEC:LSY:S17G3_J18A,LSY,S17G3,J18A,119,0
SEC:LSY:J18A_J18B,LSY,J18A,J18B,120,1
SEC:LSY:J18B_S18C,LSY,J18B,S18C,121,0
SEC:LSY:S18C_S18D,LSY,S18C,S18D,122,0
SEC:LSY:S18D_S18G1,LSY,S18D,S18G1,123,0
SEC:LSY:S18G1_S18G2,LSY,S18G1,S18G2,124,0
SEC:LSY:S18G2_S18G3,LSY,S18G2,S18G3,125,0
SEC:LSY:S18G3_J19A,LSY,S18G3,J19A,126,0
SEC:LSY:J19A_J19B,LSY,J19A,J19B,127,1
SEC:LSY:J19B_S19C,LSY,J19B,S19C,128,0
SEC:LSY:S19C_S19D,LSY,S19C,S19D,129,0
SEC:LSY:S19D_S19G1,LSY,S19D,S19G1,130,0
SEC:LSY:S19G1_S19G2,LSY,S19G1,S19G2,131,0
SEC:LSY:S19G2_S19G3,LSY,S19G2,S19G3,132,0
SEC:LSY:S19G3_J20A,LSY,S19G3,J20A,133,0
SEC:LSY:J20A_J20B,LSY,J20A,J20B,134,1
SEC:LSY:J20B_S20C,LSY,J20B,S20C,135,0
SEC:LSY:S20C_S20D,LSY,S20C,S20D,136,0
SEC:LSY:S20D_S20G1,LSY,S20D,S20G1,137,0
SEC:LSY:S20G1_S20G2,LSY,S20G1,S20G2,138,0
SEC:LSY:S20G2_S20G3,LSY,S20G2,S20G3,139,0
