contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
R13KMY1,R13 Multipass contract MY1,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
R04KMY1,R04 Multipass contract MY1,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
R07KMX1,R07 Multipass contract MX1,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
R10KMY2,R10 Multipass contract MY2,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
R02KMX2,R02 Multipass contract MX2,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
R14KMY1,R14 Multipass contract MY1,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
R16KMX2,R16 Multipass contract MX2,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
R09KMY2,R09 Multipass contract MY2,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
R05KMY2,R05 Multipass contract MY2,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
R12KMX2,R12 Multipass contract MX2,2034-06-01,Synthetic,Non-live (Others),1,2035-03-25,2035-01-07,1,PM,1
