activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
ICBIPC1,ICBKIPC1,IrregularCoupled,SEC:ICBLIB:ICBI1_ICBI2:EB,SEC:ICBLIB:ICBI1_ICBI2:EB,3,2040-01-02,,3
CBDBPC4,CBDKBPC4,CoupledDeadline,SEC:CBDLCB:CBDCB1_CBDCB2:EB,SEC:CBDLCB:CBDCB1_CBDCB2:EB,3,2040-01-02,,3
PCPFOLLOW,PCPKCHAIN,PostPrecedenceContractTradeoff,SEC:PCPLNY:PCPX2_PCPS3:WB,SEC:PCPLNY:PCPS3_PCPS4:WB,1,2040-01-02,PCPCOMP,1
CAPGPC7,CAPKGPC7,BudgetCap,SEC:CAPLBG:CAPG1_CAPG2:EB,SEC:CAPLBG:CAPG1_CAPG2:EB,1,2040-01-02,,3
ICBIPC2,ICBKIPC2,IrregularCoupled,SEC:ICBLIB:ICBI2_ICBI3:EB,SEC:ICBLIB:ICBI2_ICBI3:EB,3,2040-01-02,,3
CBDBC5,CBDKBC5,CoupledDeadline,SEC:CBDLCB:CBDCB1_CBDCB2:EB,SEC:CBDLCB:CBDCB1_CBDCB2:EB,3,2040-01-02,,3
CAPGC56,CAPKGC56,BudgetCap,SEC:CAPLBG:CAPG1_CAPG2:EB,SEC:CAPLBG:CAPG1_CAPG2:EB,1,2040-01-02,,3
ICBIC34,ICBKIC34,IrregularCoupled,SEC:ICBLIB:ICBI3_ICBI4:EB,SEC:ICBLIB:ICBI4_ICBI5:EB,3,2040-01-02,,3
CBDBPC2,CBDKBPC2,CoupledDeadline,SEC:CBDLCB:CBDCB1_CBDCB2:EB,SEC:CBDLCB:CBDCB1_CBDCB2:EB,3,2040-01-02,,3
SYNQ005,SYNK104,Synthetic,SEC:SYNLNY:SYNS3_SYNS4:WB,SEC:SYNLNY:SYNS3_SYNS4:WB,1,2040-02-27,SYNQ004,1
CAPGC23,CAPKGC23,BudgetCap,SEC:CAPLBG:CAPG1_CAPG2:EB,SEC:CAPLBG:CAPG1_CAPG2:EB,1,2040-01-02,,3
ICBIPC4,ICBKIPC4,IrregularCoupled,SEC:ICBLIB:ICBI4_ICBI5:EB,SEC:ICBLIB:ICBI4_ICBI5:EB,3,2040-01-02,,3
CAPGPC2,CAPKGPC2,BudgetCap,SEC:CAPLBG:CAPG1_CAPG2:EB,SEC:CAPLBG:CAPG1_CAPG2:EB,1,2040-01-02,,3
PCPPEER,PCPKCHAIN,PostPrecedenceContractTradeoff,SEC:PCPLNY:PCPS3_PCPS4:EB,SEC:PCPLNY:PCPS3_PCPS4:EB,1,2040-01-02,PCPPREPEER,1
PCPDIRECT,PCPKDIRECT,PostPrecedenceContractTradeoff,SEC:PCPLNX:PCPX2_PCPN3:EB,SEC:PCPLNX:PCPX2_PCPN3:EB,3,2040-01-09,,1
SYNQ008,SYNK107,Synthetic,SEC:SYNLNY:SYNS3_SYNS4:EB,SEC:SYNLNY:SYNS3_SYNS4:EB,1,2040-04-02,,1
SYNQ007,SYNK106,Synthetic,SEC:SYNLNX:SYNX2_SYNN3:WB,SEC:SYNLNX:SYNN3_SYNN4:WB,2,2040-03-19,,3
CBDBPC3,CBDKBPC3,CoupledDeadline,SEC:CBDLCB:CBDCB1_CBDCB2:EB,SEC:CBDLCB:CBDCB1_CBDCB2:EB,3,2040-01-02,,3
CAPGC67,CAPKGC67,BudgetCap,SEC:CAPLBG:CAPG1_CAPG2:EB,SEC:CAPLBG:CAPG1_CAPG2:EB,1,2040-01-02,,3
CBDBPC1,CBDKBPC1,CoupledDeadline,SEC:CBDLCB:CBDCB1_CBDCB2:EB,SEC:CBDLCB:CBDCB1_CBDCB2:EB,3,2040-01-02,,3
CAPGC34,CAPKGC34,BudgetCap,SEC:CAPLBG:CAPG1_CAPG2:EB,SEC:CAPLBG:CAPG1_CAPG2:EB,1,2040-01-02,,3
