location_id,location_kind,line_code,bound,supply_capacity
SEC:R03LIC:R03H2_R03C4:WB,tunnel sector,R03LIC,WB,2
PLAT:R04LIC:R04H1:EB,platform,R04LIC,EB,1
SEC:R02LIA:R02H2_R02A4:EB,tunnel sector,R02LIA,EB,2
SEC:R03LIC:R03H1_R03H2:WB,tunnel sector,R03LIC,WB,1
PLAT:R03LIB:R03H1:EB,platform,R03LIB,EB,1
PLAT:R01LIA:R01A4:EB,platform,R01LIA,EB,2
SEC:R08LIA:R08A1_R08H1:WB,tunnel sector,R08LIA,WB,2
SEC:R08LIA:R08H1_R08H2:WB,tunnel sector,R08LIA,WB,1
PLAT:R07LIB:R07H1:WB,platform,R07LIB,WB,1
PLAT:R05LIA:R05A1:EB,platform,R05LIA,EB,2
SEC:R07LIA:R07H1_R07H2:WB,tunnel sector,R07LIA,WB,1
SEC:R03LIB:R03H1_R03H2:EB,tunnel sector,R03LIB,EB,1
PLAT:R08LIA:R08H1:WB,platform,R08LIA,WB,1
PLAT:R04LIC:R04C4:WB,platform,R04LIC,WB,2
SEC:R07LIA:R07H2_R07A4:WB,tunnel sector,R07LIA,WB,2
SEC:R01LIB:R01H1_R01H2:WB,tunnel sector,R01LIB,WB,1
SEC:R08LIB:R08H1_R08H2:EB,tunnel sector,R08LIB,EB,1
SEC:R06LIC:R06H1_R06H2:WB,tunnel sector,R06LIC,WB,1
SEC:R02LIB:R02B1_R02H1:EB,tunnel sector,R02LIB,EB,2
PLAT:R08LIC:R08H2:WB,platform,R08LIC,WB,1
SEC:R06LIC:R06C1_R06H1:WB,tunnel sector,R06LIC,WB,2
PLAT:R01LIA:R01A1:WB,platform,R01LIA,WB,2
SEC:R03LIB:R03H1_R03H2:WB,tunnel sector,R03LIB,WB,1
PLAT:R08LIB:R08H1:WB,platform,R08LIB,WB,1
PLAT:R04LIB:R04H1:WB,platform,R04LIB,WB,1
PLAT:R07LIB:R07B1:EB,platform,R07LIB,EB,2
SEC:R01LIB:R01H1_R01H2:EB,tunnel sector,R01LIB,EB,1
SEC:R06LIA:R06H1_R06H2:WB,tunnel sector,R06LIA,WB,1
SEC:R07LIA:R07A1_R07H1:WB,tunnel sector,R07LIA,WB,2
SEC:R08LIC:R08H2_R08C4:EB,tunnel sector,R08LIC,EB,2
SEC:R08LIC:R08H2_R08C4:WB,tunnel sector,R08LIC,WB,2
SEC:R01LIC:R01H1_R01H2:WB,tunnel sector,R01LIC,WB,1
PLAT:R03LIA:R03H1:EB,platform,R03LIA,EB,1
SEC:R02LIB:R02H2_R02B4:EB,tunnel sector,R02LIB,EB,2
PLAT:R06LIC:R06H2:WB,platform,R06LIC,WB,1
PLAT:R05LIC:R05H2:WB,platform,R05LIC,WB,1
SEC:R02LIB:R02B1_R02H1:WB,tunnel sector,R02LIB,WB,2
PLAT:R02LIB:R02B4:EB,platform,R02LIB,EB,2
PLAT:R06LIC:R06C1:WB,platform,R06LIC,WB,2
PLAT:R05LIC:R05C1:EB,platform,R05LIC,EB,2
SEC:R04LIC:R04C1_R04H1:EB,tunnel sector,R04LIC,EB,2
PLAT:R06LIC:R06C4:EB,platform,R06LIC,EB,2
SEC:R04LIB:R04H2_R04B4:WB,tunnel sector,R04LIB,WB,2
SEC:R01LIC:R01H2_R01C4:EB,tunnel sector,R01LIC,EB,2
SEC:R04LIB:R04B1_R04H1:WB,tunnel sector,R04LIB,WB,2
SEC:R07LIB:R07H1_R07H2:EB,tunnel sector,R07LIB,EB,1
SEC:R02LIA:R02A1_R02H1:EB,tunnel sector,R02LIA,EB,2
PLAT:R04LIA:R04H2:EB,platform,R04LIA,EB,1
PLAT:R04LIA:R04H1:EB,platform,R04LIA,EB,1
PLAT:R02LIA:R02A1:WB,platform,R02LIA,WB,2
PLAT:R08LIB:R08B1:EB,platform,R08LIB,EB,2
SEC:R04LIB:R04H1_R04H2:WB,tunnel sector,R04LIB,WB,1
SEC:R06LIB:R06H1_R06H2:EB,tunnel sector,R06LIB,EB,1
SEC:R02LIA:R02H2_R02A4:WB,tunnel sector,R02LIA,WB,2
SEC:R03LIB:R03H2_R03B4:EB,tunnel sector,R03LIB,EB,2
PLAT:R07LIC:R07C4:WB,platform,R07LIC,WB,2
PLAT:R02LIA:R02A1:EB,platform,R02LIA,EB,2
SEC:R04LIA:R04H2_R04A4:EB,tunnel sector,R04LIA,EB,2
PLAT:R01LIC:R01H2:WB,platform,R01LIC,WB,1
PLAT:R06LIB:R06H1:WB,platform,R06LIB,WB,1
SEC:R07LIA:R07H2_R07A4:EB,tunnel sector,R07LIA,EB,2
PLAT:R02LIA:R02H1:EB,platform,R02LIA,EB,1
PLAT:R03LIA:R03A1:EB,platform,R03LIA,EB,2
SEC:R04LIC:R04H1_R04H2:WB,tunnel sector,R04LIC,WB,1
PLAT:R02LIA:R02H2:EB,platform,R02LIA,EB,1
PLAT:R07LIB:R07H2:WB,platform,R07LIB,WB,1
SEC:R04LIA:R04H2_R04A4:WB,tunnel sector,R04LIA,WB,2
PLAT:R05LIB:R05H2:EB,platform,R05LIB,EB,1
PLAT:R05LIA:R05H2:WB,platform,R05LIA,WB,1
PLAT:R08LIC:R08C1:EB,platform,R08LIC,EB,2
PLAT:R06LIA:R06A1:EB,platform,R06LIA,EB,2
SEC:R05LIC:R05H2_R05C4:WB,tunnel sector,R05LIC,WB,2
PLAT:R08LIA:R08H2:WB,platform,R08LIA,WB,1
SEC:R08LIB:R08H2_R08B4:WB,tunnel sector,R08LIB,WB,2
PLAT:R08LIC:R08C4:WB,platform,R08LIC,WB,2
PLAT:R05LIC:R05H1:WB,platform,R05LIC,WB,1
PLAT:R02LIA:R02A4:WB,platform,R02LIA,WB,2
PLAT:R05LIA:R05H2:EB,platform,R05LIA,EB,1
PLAT:R05LIA:R05A1:WB,platform,R05LIA,WB,2
SEC:R05LIB:R05H1_R05H2:WB,tunnel sector,R05LIB,WB,1
SEC:R02LIC:R02H2_R02C4:WB,tunnel sector,R02LIC,WB,2
PLAT:R01LIC:R01C1:WB,platform,R01LIC,WB,2
SEC:R06LIB:R06B1_R06H1:WB,tunnel sector,R06LIB,WB,2
SEC:R06LIA:R06H2_R06A4:EB,tunnel sector,R06LIA,EB,2
SEC:R06LIB:R06H2_R06B4:EB,tunnel sector,R06LIB,EB,2
SEC:R04LIC:R04H2_R04C4:EB,tunnel sector,R04LIC,EB,2
PLAT:R04LIB:R04B4:EB,platform,R04LIB,EB,2
PLAT:R03LIC:R03H2:EB,platform,R03LIC,EB,1
SEC:R05LIB:R05H2_R05B4:WB,tunnel sector,R05LIB,WB,2
PLAT:R03LIB:R03H2:WB,platform,R03LIB,WB,1
PLAT:R05LIC:R05C4:WB,platform,R05LIC,WB,2
SEC:R05LIB:R05H1_R05H2:EB,tunnel sector,R05LIB,EB,1
PLAT:R01LIB:R01H1:EB,platform,R01LIB,EB,1
SEC:R03LIC:R03C1_R03H1:WB,tunnel sector,R03LIC,WB,2
PLAT:R03LIB:R03B4:EB,platform,R03LIB,EB,2
SEC:R05LIC:R05H1_R05H2:WB,tunnel sector,R05LIC,WB,1
PLAT:R06LIC:R06H1:EB,platform,R06LIC,EB,1
SEC:R08LIC:R08H1_R08H2:WB,tunnel sector,R08LIC,WB,1
PLAT:R06LIB:R06B4:EB,platform,R06LIB,EB,2
PLAT:R08LIB:R08B4:WB,platform,R08LIB,WB,2
PLAT:R07LIC:R07H1:EB,platform,R07LIC,EB,1
SEC:R05LIC:R05H1_R05H2:EB,tunnel sector,R05LIC,EB,1
PLAT:R07LIC:R07C4:EB,platform,R07LIC,EB,2
PLAT:R01LIB:R01H1:WB,platform,R01LIB,WB,1
SEC:R03LIA:R03H1_R03H2:EB,tunnel sector,R03LIA,EB,1
PLAT:R01LIC:R01C1:EB,platform,R01LIC,EB,2
SEC:R05LIA:R05H1_R05H2:WB,tunnel sector,R05LIA,WB,1
PLAT:R01LIC:R01H1:WB,platform,R01LIC,WB,1
PLAT:R03LIA:R03H2:EB,platform,R03LIA,EB,1
PLAT:R02LIB:R02B1:EB,platform,R02LIB,EB,2
PLAT:R05LIA:R05A4:EB,platform,R05LIA,EB,2
PLAT:R03LIC:R03C1:WB,platform,R03LIC,WB,2
PLAT:R06LIA:R06H1:WB,platform,R06LIA,WB,1
PLAT:R08LIC:R08H1:EB,platform,R08LIC,EB,1
SEC:R08LIB:R08B1_R08H1:EB,tunnel sector,R08LIB,EB,2
PLAT:R06LIC:R06H1:WB,platform,R06LIC,WB,1
PLAT:R03LIB:R03H2:EB,platform,R03LIB,EB,1
SEC:R01LIA:R01H2_R01A4:EB,tunnel sector,R01LIA,EB,2
SEC:R02LIC:R02C1_R02H1:EB,tunnel sector,R02LIC,EB,2
PLAT:R01LIA:R01H1:EB,platform,R01LIA,EB,1
SEC:R05LIA:R05A1_R05H1:WB,tunnel sector,R05LIA,WB,2
SEC:R01LIC:R01H1_R01H2:EB,tunnel sector,R01LIC,EB,1
SEC:R02LIB:R02H2_R02B4:WB,tunnel sector,R02LIB,WB,2
PLAT:R07LIC:R07H2:EB,platform,R07LIC,EB,1
SEC:R07LIB:R07B1_R07H1:WB,tunnel sector,R07LIB,WB,2
PLAT:R08LIC:R08C1:WB,platform,R08LIC,WB,2
PLAT:R02LIB:R02B4:WB,platform,R02LIB,WB,2
PLAT:R08LIA:R08H1:EB,platform,R08LIA,EB,1
PLAT:R02LIB:R02H1:WB,platform,R02LIB,WB,1
PLAT:R05LIB:R05H1:EB,platform,R05LIB,EB,1
PLAT:R08LIB:R08H2:WB,platform,R08LIB,WB,1
PLAT:R03LIB:R03B1:EB,platform,R03LIB,EB,2
SEC:R05LIC:R05C1_R05H1:EB,tunnel sector,R05LIC,EB,2
PLAT:R01LIB:R01H2:EB,platform,R01LIB,EB,1
PLAT:R04LIC:R04H2:WB,platform,R04LIC,WB,1
PLAT:R07LIB:R07B4:EB,platform,R07LIB,EB,2
SEC:R08LIB:R08H1_R08H2:WB,tunnel sector,R08LIB,WB,1
SEC:R07LIA:R07H1_R07H2:EB,tunnel sector,R07LIA,EB,1
SEC:R07LIC:R07H2_R07C4:WB,tunnel sector,R07LIC,WB,2
SEC:R01LIB:R01H2_R01B4:EB,tunnel sector,R01LIB,EB,2
PLAT:R03LIA:R03H1:WB,platform,R03LIA,WB,1
SEC:R04LIC:R04H1_R04H2:EB,tunnel sector,R04LIC,EB,1
PLAT:R02LIC:R02H2:EB,platform,R02LIC,EB,1
PLAT:R06LIB:R06B1:WB,platform,R06LIB,WB,2
PLAT:R02LIB:R02B1:WB,platform,R02LIB,WB,2
PLAT:R04LIC:R04H2:EB,platform,R04LIC,EB,1
PLAT:R01LIB:R01H2:WB,platform,R01LIB,WB,1
SEC:R02LIC:R02H2_R02C4:EB,tunnel sector,R02LIC,EB,2
PLAT:R07LIC:R07H2:WB,platform,R07LIC,WB,1
SEC:R08LIA:R08H2_R08A4:WB,tunnel sector,R08LIA,WB,2
SEC:R03LIB:R03B1_R03H1:EB,tunnel sector,R03LIB,EB,2
PLAT:R01LIA:R01A4:WB,platform,R01LIA,WB,2
PLAT:R06LIA:R06H2:WB,platform,R06LIA,WB,1
SEC:R07LIB:R07H2_R07B4:WB,tunnel sector,R07LIB,WB,2
PLAT:R03LIC:R03H1:WB,platform,R03LIC,WB,1
PLAT:R08LIA:R08A4:EB,platform,R08LIA,EB,2
SEC:R05LIB:R05H2_R05B4:EB,tunnel sector,R05LIB,EB,2
SEC:R05LIA:R05H2_R05A4:WB,tunnel sector,R05LIA,WB,2
PLAT:R04LIA:R04A4:WB,platform,R04LIA,WB,2
PLAT:R08LIA:R08A1:EB,platform,R08LIA,EB,2
PLAT:R02LIC:R02C1:WB,platform,R02LIC,WB,2
SEC:R07LIC:R07H1_R07H2:EB,tunnel sector,R07LIC,EB,1
SEC:R05LIA:R05H1_R05H2:EB,tunnel sector,R05LIA,EB,1
PLAT:R01LIC:R01H2:EB,platform,R01LIC,EB,1
PLAT:R06LIC:R06C1:EB,platform,R06LIC,EB,2
SEC:R01LIB:R01B1_R01H1:WB,tunnel sector,R01LIB,WB,2
SEC:R08LIA:R08A1_R08H1:EB,tunnel sector,R08LIA,EB,2
SEC:R04LIB:R04H1_R04H2:EB,tunnel sector,R04LIB,EB,1
PLAT:R07LIA:R07A1:EB,platform,R07LIA,EB,2
SEC:R08LIC:R08C1_R08H1:EB,tunnel sector,R08LIC,EB,2
SEC:R02LIA:R02A1_R02H1:WB,tunnel sector,R02LIA,WB,2
PLAT:R07LIA:R07A1:WB,platform,R07LIA,WB,2
PLAT:R01LIB:R01B1:WB,platform,R01LIB,WB,2
SEC:R05LIA:R05H2_R05A4:EB,tunnel sector,R05LIA,EB,2
PLAT:R06LIB:R06B4:WB,platform,R06LIB,WB,2
SEC:R08LIC:R08H1_R08H2:EB,tunnel sector,R08LIC,EB,1
PLAT:R02LIB:R02H2:EB,platform,R02LIB,EB,1
SEC:R08LIB:R08H2_R08B4:EB,tunnel sector,R08LIB,EB,2
SEC:R07LIC:R07H2_R07C4:EB,tunnel sector,R07LIC,EB,2
PLAT:R06LIA:R06H2:EB,platform,R06LIA,EB,1
PLAT:R03LIC:R03C4:WB,platform,R03LIC,WB,2
PLAT:R03LIC:R03H1:EB,platform,R03LIC,EB,1
SEC:R03LIB:R03H2_R03B4:WB,tunnel sector,R03LIB,WB,2
PLAT:R02LIC:R02C4:WB,platform,R02LIC,WB,2
SEC:R04LIB:R04H2_R04B4:EB,tunnel sector,R04LIB,EB,2
SEC:R06LIB:R06H2_R06B4:WB,tunnel sector,R06LIB,WB,2
PLAT:R04LIC:R04H1:WB,platform,R04LIC,WB,1
PLAT:R01LIA:R01H2:EB,platform,R01LIA,EB,1
PLAT:R02LIA:R02A4:EB,platform,R02LIA,EB,2
PLAT:R05LIC:R05C1:WB,platform,R05LIC,WB,2
PLAT:R05LIB:R05H2:WB,platform,R05LIB,WB,1
SEC:R03LIA:R03H1_R03H2:WB,tunnel sector,R03LIA,WB,1
PLAT:R08LIC:R08C4:EB,platform,R08LIC,EB,2
PLAT:R06LIA:R06A4:WB,platform,R06LIA,WB,2
PLAT:R07LIA:R07H1:WB,platform,R07LIA,WB,1
SEC:R04LIC:R04C1_R04H1:WB,tunnel sector,R04LIC,WB,2
SEC:R04LIC:R04H2_R04C4:WB,tunnel sector,R04LIC,WB,2
PLAT:R04LIB:R04H2:WB,platform,R04LIB,WB,1
PLAT:R05LIB:R05B4:WB,platform,R05LIB,WB,2
PLAT:R06LIB:R06H1:EB,platform,R06LIB,EB,1
SEC:R06LIB:R06B1_R06H1:EB,tunnel sector,R06LIB,EB,2
SEC:R03LIA:R03A1_R03H1:WB,tunnel sector,R03LIA,WB,2
PLAT:R04LIB:R04H1:EB,platform,R04LIB,EB,1
SEC:R05LIB:R05B1_R05H1:WB,tunnel sector,R05LIB,WB,2
SEC:R07LIC:R07C1_R07H1:EB,tunnel sector,R07LIC,EB,2
PLAT:R01LIA:R01A1:EB,platform,R01LIA,EB,2
PLAT:R03LIB:R03B1:WB,platform,R03LIB,WB,2
SEC:R07LIB:R07H1_R07H2:WB,tunnel sector,R07LIB,WB,1
PLAT:R08LIA:R08H2:EB,platform,R08LIA,EB,1
PLAT:R02LIC:R02H1:EB,platform,R02LIC,EB,1
PLAT:R08LIC:R08H1:WB,platform,R08LIC,WB,1
PLAT:R01LIC:R01C4:WB,platform,R01LIC,WB,2
PLAT:R06LIC:R06H2:EB,platform,R06LIC,EB,1
SEC:R01LIA:R01H1_R01H2:EB,tunnel sector,R01LIA,EB,1
SEC:R03LIA:R03H2_R03A4:WB,tunnel sector,R03LIA,WB,2
SEC:R05LIB:R05B1_R05H1:EB,tunnel sector,R05LIB,EB,2
PLAT:R04LIA:R04H2:WB,platform,R04LIA,WB,1
PLAT:R05LIC:R05H2:EB,platform,R05LIC,EB,1
SEC:R07LIC:R07H1_R07H2:WB,tunnel sector,R07LIC,WB,1
PLAT:R08LIB:R08H1:EB,platform,R08LIB,EB,1
PLAT:R05LIA:R05A4:WB,platform,R05LIA,WB,2
PLAT:R01LIC:R01C4:EB,platform,R01LIC,EB,2
PLAT:R08LIB:R08B1:WB,platform,R08LIB,WB,2
SEC:R08LIA:R08H2_R08A4:EB,tunnel sector,R08LIA,EB,2
SEC:R06LIC:R06H2_R06C4:WB,tunnel sector,R06LIC,WB,2
SEC:R02LIB:R02H1_R02H2:WB,tunnel sector,R02LIB,WB,1
PLAT:R07LIB:R07B4:WB,platform,R07LIB,WB,2
PLAT:R02LIC:R02C1:EB,platform,R02LIC,EB,2
SEC:R01LIA:R01A1_R01H1:WB,tunnel sector,R01LIA,WB,2
SEC:R06LIA:R06H2_R06A4:WB,tunnel sector,R06LIA,WB,2
PLAT:R03LIC:R03H2:WB,platform,R03LIC,WB,1
SEC:R03LIA:R03H2_R03A4:EB,tunnel sector,R03LIA,EB,2
SEC:R06LIB:R06H1_R06H2:WB,tunnel sector,R06LIB,WB,1
PLAT:R05LIC:R05C4:EB,platform,R05LIC,EB,2
SEC:R04LIA:R04H1_R04H2:WB,tunnel sector,R04LIA,WB,1
SEC:R02LIB:R02H1_R02H2:EB,tunnel sector,R02LIB,EB,1
SEC:R08LIB:R08B1_R08H1:WB,tunnel sector,R08LIB,WB,2
SEC:R01LIA:R01H1_R01H2:WB,tunnel sector,R01LIA,WB,1
SEC:R03LIB:R03B1_R03H1:WB,tunnel sector,R03LIB,WB,2
PLAT:R03LIA:R03A4:WB,platform,R03LIA,WB,2
PLAT:R01LIB:R01B1:EB,platform,R01LIB,EB,2
SEC:R01LIB:R01B1_R01H1:EB,tunnel sector,R01LIB,EB,2
PLAT:R04LIA:R04A1:WB,platform,R04LIA,WB,2
PLAT:R04LIB:R04H2:EB,platform,R04LIB,EB,1
SEC:R02LIC:R02C1_R02H1:WB,tunnel sector,R02LIC,WB,2
PLAT:R08LIA:R08A4:WB,platform,R08LIA,WB,2
SEC:R05LIA:R05A1_R05H1:EB,tunnel sector,R05LIA,EB,2
PLAT:R02LIB:R02H1:EB,platform,R02LIB,EB,1
PLAT:R01LIA:R01H2:WB,platform,R01LIA,WB,1
PLAT:R04LIA:R04A1:EB,platform,R04LIA,EB,2
PLAT:R02LIC:R02H1:WB,platform,R02LIC,WB,1
SEC:R07LIB:R07H2_R07B4:EB,tunnel sector,R07LIB,EB,2
PLAT:R01LIB:R01B4:EB,platform,R01LIB,EB,2
PLAT:R04LIB:R04B1:EB,platform,R04LIB,EB,2
PLAT:R04LIC:R04C1:EB,platform,R04LIC,EB,2
SEC:R03LIA:R03A1_R03H1:EB,tunnel sector,R03LIA,EB,2
PLAT:R02LIA:R02H2:WB,platform,R02LIA,WB,1
PLAT:R07LIC:R07H1:WB,platform,R07LIC,WB,1
PLAT:R07LIA:R07H2:WB,platform,R07LIA,WB,1
SEC:R02LIA:R02H1_R02H2:WB,tunnel sector,R02LIA,WB,1
PLAT:R04LIB:R04B1:WB,platform,R04LIB,WB,2
SEC:R06LIC:R06H2_R06C4:EB,tunnel sector,R06LIC,EB,2
SEC:R07LIC:R07C1_R07H1:WB,tunnel sector,R07LIC,WB,2
SEC:R02LIC:R02H1_R02H2:WB,tunnel sector,R02LIC,WB,1
SEC:R04LIA:R04A1_R04H1:EB,tunnel sector,R04LIA,EB,2
PLAT:R06LIA:R06H1:EB,platform,R06LIA,EB,1
SEC:R01LIC:R01C1_R01H1:WB,tunnel sector,R01LIC,WB,2
PLAT:R07LIA:R07H1:EB,platform,R07LIA,EB,1
SEC:R06LIA:R06H1_R06H2:EB,tunnel sector,R06LIA,EB,1
PLAT:R06LIB:R06H2:EB,platform,R06LIB,EB,1
PLAT:R07LIB:R07B1:WB,platform,R07LIB,WB,2
PLAT:R07LIB:R07H1:EB,platform,R07LIB,EB,1
SEC:R08LIC:R08C1_R08H1:WB,tunnel sector,R08LIC,WB,2
PLAT:R05LIB:R05B1:WB,platform,R05LIB,WB,2
PLAT:R04LIC:R04C1:WB,platform,R04LIC,WB,2
PLAT:R07LIC:R07C1:WB,platform,R07LIC,WB,2
SEC:R06LIC:R06C1_R06H1:EB,tunnel sector,R06LIC,EB,2
PLAT:R06LIB:R06H2:WB,platform,R06LIB,WB,1
PLAT:R01LIB:R01B4:WB,platform,R01LIB,WB,2
PLAT:R03LIB:R03B4:WB,platform,R03LIB,WB,2
PLAT:R04LIA:R04A4:EB,platform,R04LIA,EB,2
PLAT:R02LIB:R02H2:WB,platform,R02LIB,WB,1
PLAT:R05LIB:R05B1:EB,platform,R05LIB,EB,2
PLAT:R08LIC:R08H2:EB,platform,R08LIC,EB,1
SEC:R08LIA:R08H1_R08H2:EB,tunnel sector,R08LIA,EB,1
SEC:R01LIB:R01H2_R01B4:WB,tunnel sector,R01LIB,WB,2
SEC:R03LIC:R03H2_R03C4:EB,tunnel sector,R03LIC,EB,2
SEC:R06LIC:R06H1_R06H2:EB,tunnel sector,R06LIC,EB,1
SEC:R05LIC:R05H2_R05C4:EB,tunnel sector,R05LIC,EB,2
SEC:R06LIA:R06A1_R06H1:WB,tunnel sector,R06LIA,WB,2
PLAT:R02LIA:R02H1:WB,platform,R02LIA,WB,1
SEC:R07LIB:R07B1_R07H1:EB,tunnel sector,R07LIB,EB,2
SEC:R01LIC:R01H2_R01C4:WB,tunnel sector,R01LIC,WB,2
PLAT:R06LIC:R06C4:WB,platform,R06LIC,WB,2
SEC:R02LIA:R02H1_R02H2:EB,tunnel sector,R02LIA,EB,1
PLAT:R04LIA:R04H1:WB,platform,R04LIA,WB,1
SEC:R04LIB:R04B1_R04H1:EB,tunnel sector,R04LIB,EB,2
SEC:R03LIC:R03H1_R03H2:EB,tunnel sector,R03LIC,EB,1
PLAT:R05LIB:R05B4:EB,platform,R05LIB,EB,2
PLAT:R03LIB:R03H1:WB,platform,R03LIB,WB,1
PLAT:R07LIA:R07H2:EB,platform,R07LIA,EB,1
PLAT:R08LIA:R08A1:WB,platform,R08LIA,WB,2
PLAT:R06LIB:R06B1:EB,platform,R06LIB,EB,2
