contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
R03KLB,R03 Live B bridge,2036-06-01,InterchangeHoldout,Live,2,2037-03-01,2037-01-18,1,C,1
R02KLB,R02 Live B bridge,2036-06-01,InterchangeHoldout,Live,2,2037-03-01,2037-01-18,1,C,1
R02KCC,R02 C successor,2036-06-01,InterchangeHoldout,Non-live (Consist),3,2037-03-01,2037-02-08,1,C,1
R01KPA,R01 A outer PM,2036-06-01,InterchangeHoldout,Non-live (Consist),2,2037-03-01,2037-02-08,1,PM,1
R08KPB,R08 B outer PC,2036-06-01,InterchangeHoldout,Non-live (Consist),2,2037-03-01,2037-02-01,1,PC,2
R08KLB,R08 Live B bridge,2036-06-01,InterchangeHoldout,Live,2,2037-03-01,2037-01-18,1,C,1
R06KLB,R06 Live B bridge,2036-06-01,InterchangeHoldout,Live,2,2037-03-01,2037-01-18,1,C,1
R04KLA,R04 Live A bridge,2036-06-01,InterchangeHoldout,Live,1,2037-03-01,2037-01-18,1,PC,1
R04KPA,R04 A outer PM,2036-06-01,InterchangeHoldout,Non-live (Consist),2,2037-03-01,2037-02-08,1,PM,1
R05KLB,R05 Live B bridge,2036-06-01,InterchangeHoldout,Live,2,2037-03-01,2037-01-18,1,C,1
R05KLC,R05 Consist C bridge,2036-06-01,InterchangeHoldout,Non-live (Consist),3,2037-03-01,2037-01-25,1,C,2
R07KLB,R07 Live B bridge,2036-06-01,InterchangeHoldout,Live,2,2037-03-01,2037-01-18,1,C,1
R08KCC,R08 C successor,2036-06-01,InterchangeHoldout,Non-live (Consist),3,2037-03-01,2037-02-08,1,C,1
R07KCC,R07 C successor,2036-06-01,InterchangeHoldout,Non-live (Consist),3,2037-03-01,2037-02-08,1,C,1
R05KCC,R05 C successor,2036-06-01,InterchangeHoldout,Non-live (Consist),3,2037-03-01,2037-02-08,1,C,1
R03KLC,R03 Consist C bridge,2036-06-01,InterchangeHoldout,Non-live (Consist),3,2037-03-01,2037-01-25,1,C,2
R05KLA,R05 Live A bridge,2036-06-01,InterchangeHoldout,Live,1,2037-03-01,2037-01-18,1,PC,1
R07KPA,R07 A outer PM,2036-06-01,InterchangeHoldout,Non-live (Consist),2,2037-03-01,2037-02-08,1,PM,1
R01KCC,R01 C successor,2036-06-01,InterchangeHoldout,Non-live (Consist),3,2037-03-01,2037-02-08,1,C,1
R08KPA,R08 A outer PM,2036-06-01,InterchangeHoldout,Non-live (Consist),2,2037-03-01,2037-02-08,1,PM,1
R06KCC,R06 C successor,2036-06-01,InterchangeHoldout,Non-live (Consist),3,2037-03-01,2037-02-08,1,C,1
R04KLB,R04 Live B bridge,2036-06-01,InterchangeHoldout,Live,2,2037-03-01,2037-01-18,1,C,1
R04KPB,R04 B outer PC,2036-06-01,InterchangeHoldout,Non-live (Consist),2,2037-03-01,2037-02-01,1,PC,2
