sector_id,line_code,from_station_id,to_station_id,seq,is_shared
SEC:LSX:J9B_N9C,LSX,J9B,N9C,58,0
SEC:LSX:N9C_N9D,LSX,N9C,N9D,59,0
SEC:LSX:N9D_N9G1,LSX,N9D,N9G1,60,0
SEC:LSX:N9G1_N9G2,LSX,N9G1,N9G2,61,0
SEC:LSX:N9G2_N9G3,LSX,N9G2,N9G3,62,0
SEC:LSX:N9G3_J10A,LSX,N9G3,J10A,63,0
SEC:LSX:J10A_J10B,LSX,J10A,J10B,64,1
SEC:LSX:J10B_N10C,LSX,J10B,N10C,65,0
SEC:LSX:N10C_N10D,LSX,N10C,N10D,66,0
SEC:LSX:N10D_N10G1,LSX,N10D,N10G1,67,0
SEC:LSX:N10G1_N10G2,LSX,N10G1,N10G2,68,0
SEC:LSX:N10G2_N10G3,LSX,N10G2,N10G3,69,0
SEC:LSX:N10G3_J11A,LSX,N10G3,J11A,70,0
SEC:LSX:J11A_J11B,LSX,J11A,J11B,71,1
SEC:LSX:J11B_N11C,LSX,J11B,N11C,72,0
SEC:LSX:N11C_N11D,LSX,N11C,N11D,73,0
SEC:LSX:N11D_N11G1,LSX,N11D,N11G1,74,0
SEC:LSX:N11G1_N11G2,LSX,N11G1,N11G2,75,0
SEC:LSX:N11G2_N11G3,LSX,N11G2,N11G3,76,0
SEC:LSX:N11G3_J12A,LSX,N11G3,J12A,77,0
SEC:LSX:J12A_J12B,LSX,J12A,J12B,78,1
SEC:LSX:J12B_N12C,LSX,J12B,N12C,79,0
SEC:LSX:N12C_N12D,LSX,N12C,N12D,80,0
SEC:LSX:N12D_N12G1,LSX,N12D,N12G1,81,0
SEC:LSX:N12G1_N12G2,LSX,N12G1,N12G2,82,0
SEC:LSX:N12G2_N12G3,LSX,N12G2,N12G3,83,0
SEC:LSX:N12G3_J13A,LSX,N12G3,J13A,84,0
SEC:LSX:J13A_J13B,LSX,J13A,J13B,85,1
SEC:LSX:J13B_N13C,LSX,J13B,N13C,86,0
SEC:LSX:N13C_N13D,LSX,N13C,N13D,87,0
SEC:LSX:N13D_N13G1,LSX,N13D,N13G1,88,0
SEC:LSX:N13G1_N13G2,LSX,N13G1,N13G2,89,0
SEC:LSX:N13G2_N13G3,LSX,N13G2,N13G3,90,0
SEC:LSX:N13G3_J14A,LSX,N13G3,J14A,91,0
SEC:LSX:J14A_J14B,LSX,J14A,J14B,92,1
SEC:LSX:J14B_N14C,LSX,J14B,N14C,93,0
SEC:LSX:N14C_N14D,LSX,N14C,N14D,94,0
SEC:LSX:N14D_N14G1,LSX,N14D,N14G1,95,0
SEC:LSX:N14G1_N14G2,LSX,N14G1,N14G2,96,0
SEC:LSX:N14G2_N14G3,LSX,N14G2,N14G3,97,0
SEC:LSX:N14G3_J15A,LSX,N14G3,J15A,98,0
SEC:LSX:J15A_J15B,LSX,J15A,J15B,99,1
SEC:LSX:J15B_N15C,LSX,J15B,N15C,100,0
SEC:LSX:N15C_N15D,LSX,N15C,N15D,101,0
SEC:LSX:N15D_N15G1,LSX,N15D,N15G1,102,0
SEC:LSX:N15G1_N15G2,LSX,N15G1,N15G2,103,0
SEC:LSX:N15G2_N15G3,LSX,N15G2,N15G3,104,0
SEC:LSX:N15G3_J16A,LSX,N15G3,J16A,105,0
SEC:LSX:J16A_J16B,LSX,J16A,J16B,106,1
SEC:LSX:J16B_N16C,LSX,J16B,N16C,107,0
SEC:LSX:N16C_N16D,LSX,N16C,N16D,108,0
SEC:LSX:N16D_N16G1,LSX,N16D,N16G1,109,0
SEC:LSX:N16G1_N16G2,LSX,N16G1,N16G2,110,0
SEC:LSX:N16G2_N16G3,LSX,N16G2,N16G3,111,0
SEC:LSX:N16G3_J17A,LSX,N16G3,J17A,112,0
SEC:LSX:J17A_J17B,LSX,J17A,J17B,113,1
SEC:LSX:J17B_N17C,LSX,J17B,N17C,114,0
SEC:LSX:N17C_N17D,LSX,N17C,N17D,115,0
SEC:LSX:N17D_N17G1,LSX,N17D,N17G1,116,0
SEC:LSX:N17G1_N17G2,LSX,N17G1,N17G2,117,0
SEC:LSX:N17G2_N17G3,LSX,N17G2,N17G3,118,0
SEC:LSX:N17G3_J18A,LSX,N17G3,J18A,119,0
SEC:LSX:J18A_J18B,LSX,J18A,J18B,120,1
SEC:LSX:J18B_N18C,LSX,J18B,N18C,121,0
SEC:LSX:N18C_N18D,LSX,N18C,N18D,122,0
SEC:LSX:N18D_N18G1,LSX,N18D,N18G1,123,0
SEC:LSX:N18G1_N18G2,LSX,N18G1,N18G2,124,0
SEC:LSX:N18G2_N18G3,LSX,N18G2,N18G3,125,0
SEC:LSX:N18G3_J19A,LSX,N18G3,J19A,126,0
SEC:LSX:J19A_J19B,LSX,J19A,J19B,127,1
SEC:LSX:J19B_N19C,LSX,J19B,N19C,128,0
SEC:LSX:N19C_N19D,LSX,N19C,N19D,129,0
SEC:LSX:N19D_N19G1,LSX,N19D,N19G1,130,0
SEC:LSX:N19G1_N19G2,LSX,N19G1,N19G2,131,0
SEC:LSX:N19G2_N19G3,LSX,N19G2,N19G3,132,0
SEC:LSX:N19G3_J20A,LSX,N19G3,J20A,133,0
SEC:LSX:J20A_J20B,LSX,J20A,J20B,134,1
SEC:LSX:J20B_N20C,LSX,J20B,N20C,135,0
SEC:LSX:N20C_N20D,LSX,N20C,N20D,136,0
SEC:LSX:N20D_N20G1,LSX,N20D,N20G1,137,0
SEC:LSX:N20G1_N20G2,LSX,N20G1,N20G2,138,0
SEC:LSX:N20G2_N20G3,LSX,N20G2,N20G3,139,0
SEC:LSX:N20G3_J21A,LSX,N20G3,J21A,140,0
SEC:LSX:J21A_J21B,LSX,J21A,J21B,141,1
SEC:LSX:J21B_N21C,LSX,J21B,N21C,142,0
SEC:LSX:N21C_N21D,LSX,N21C,N21D,143,0
SEC:LSX:N21D_N21G1,LSX,N21D,N21G1,144,0
SEC:LSX:N21G1_N21G2,LSX,N21G1,N21G2,145,0
SEC:LSX:N21G2_N21G3,LSX,N21G2,N21G3,146,0
SEC:LSX:N21G3_J22A,LSX,N21G3,J22A,147,0
SEC:LSX:J22A_J22B,LSX,J22A,J22B,148,1
SEC:LSX:J22B_N22C,LSX,J22B,N22C,149,0
SEC:LSX:N22C_N22D,LSX,N22C,N22D,150,0
SEC:LSX:N22D_N22G1,LSX,N22D,N22G1,151,0
SEC:LSX:N22G1_N22G2,LSX,N22G1,N22G2,152,0
SEC:LSX:N22G2_N22G3,LSX,N22G2,N22G3,153,0
SEC:LSX:N22G3_J23A,LSX,N22G3,J23A,154,0
SEC:LSX:J23A_J23B,LSX,J23A,J23B,155,1
SEC:LSX:J23B_N23C,LSX,J23B,N23C,156,0
SEC:LSX:N23C_N23D,LSX,N23C,N23D,157,0
SEC:LSX:N23D_N23G1,LSX,N23D,N23G1,158,0
SEC:LSX:N23G1_N23G2,LSX,N23G1,N23G2,159,0
SEC:LSX:N23G2_N23G3,LSX,N23G2,N23G3,160,0
SEC:LSX:N23G3_J24A,LSX,N23G3,J24A,161,0
SEC:LSX:J24A_J24B,LSX,J24A,J24B,162,1
SEC:LSX:J24B_N24C,LSX,J24B,N24C,163,0
SEC:LSX:N24C_N24D,LSX,N24C,N24D,164,0
SEC:LSX:N24D_N24G1,LSX,N24D,N24G1,165,0
SEC:LSX:N24G1_N24G2,LSX,N24G1,N24G2,166,0
SEC:LSX:N24G2_N24G3,LSX,N24G2,N24G3,167,0
SEC:LSX:N24G3_J25A,LSX,N24G3,J25A,168,0
SEC:LSX:J25A_J25B,LSX,J25A,J25B,169,1
SEC:LSX:J25B_N25C,LSX,J25B,N25C,170,0
SEC:LSX:N25C_N25D,LSX,N25C,N25D,171,0
SEC:LSX:N25D_N25G1,LSX,N25D,N25G1,172,0
SEC:LSX:N25G1_N25G2,LSX,N25G1,N25G2,173,0
SEC:LSX:N25G2_N25G3,LSX,N25G2,N25G3,174,0
SEC:LSX:N25G3_J26A,LSX,N25G3,J26A,175,0
SEC:LSX:J26A_J26B,LSX,J26A,J26B,176,1
SEC:LSX:J26B_N26C,LSX,J26B,N26C,177,0
SEC:LSX:N26C_N26D,LSX,N26C,N26D,178,0
SEC:LSX:N26D_N26G1,LSX,N26D,N26G1,179,0
SEC:LSX:N26G1_N26G2,LSX,N26G1,N26G2,180,0
SEC:LSX:N26G2_N26G3,LSX,N26G2,N26G3,181,0
SEC:LSX:N26G3_J27A,LSX,N26G3,J27A,182,0
SEC:LSX:J27A_J27B,LSX,J27A,J27B,183,1
SEC:LSX:J27B_N27C,LSX,J27B,N27C,184,0
SEC:LSX:N27C_N27D,LSX,N27C,N27D,185,0
SEC:LSX:N27D_N27G1,LSX,N27D,N27G1,186,0
SEC:LSX:N27G1_N27G2,LSX,N27G1,N27G2,187,0
SEC:LSX:N27G2_N27G3,LSX,N27G2,N27G3,188,0
SEC:LSX:N27G3_J28A,LSX,N27G3,J28A,189,0
SEC:LSX:J28A_J28B,LSX,J28A,J28B,190,1
SEC:LSX:J28B_N28C,LSX,J28B,N28C,191,0
SEC:LSX:N28C_N28D,LSX,N28C,N28D,192,0
SEC:LSX:N28D_N28G1,LSX,N28D,N28G1,193,0
SEC:LSX:N28G1_N28G2,LSX,N28G1,N28G2,194,0
SEC:LSX:N28G2_N28G3,LSX,N28G2,N28G3,195,0
SEC:LSX:N28G3_J29A,LSX,N28G3,J29A,196,0
SEC:LSX:J29A_J29B,LSX,J29A,J29B,197,1
SEC:LSX:J29B_N29C,LSX,J29B,N29C,198,0
SEC:LSX:N29C_N29D,LSX,N29C,N29D,199,0
SEC:LSX:N29D_N29G1,LSX,N29D,N29G1,200,0
SEC:LSX:N29G1_N29G2,LSX,N29G1,N29G2,201,0
SEC:LSX:N29G2_N29G3,LSX,N29G2,N29G3,202,0
SEC:LSX:N29G3_J30A,LSX,N29G3,J30A,203,0
SEC:LSX:J30A_J30B,LSX,J30A,J30B,204,1
SEC:LSX:J30B_N30C,LSX,J30B,N30C,205,0
SEC:LSX:N30C_N30D,LSX,N30C,N30D,206,0
SEC:LSX:N30D_N30G1,LSX,N30D,N30G1,207,0
SEC:LSX:N30G1_N30G2,LSX,N30G1,N30G2,208,0
SEC:LSX:N30G2_N30G3,LSX,N30G2,N30G3,209,0
SEC:LSX:N30G3_J31A,LSX,N30G3,J31A,210,0
SEC:LSX:J31A_J31B,LSX,J31A,J31B,211,1
SEC:LSX:J31B_N31C,LSX,J31B,N31C,212,0
SEC:LSX:N31C_N31D,LSX,N31C,N31D,213,0
SEC:LSX:N31D_N31G1,LSX,N31D,N31G1,214,0
SEC:LSX:N31G1_N31G2,LSX,N31G1,N31G2,215,0
SEC:LSX:N31G2_N31G3,LSX,N31G2,N31G3,216,0
SEC:LSX:N31G3_J32A,LSX,N31G3,J32A,217,0
SEC:LSX:J32A_J32B,LSX,J32A,J32B,218,1
SEC:LSX:J32B_N32C,LSX,J32B,N32C,219,0
SEC:LSX:N32C_N32D,LSX,N32C,N32D,220,0
SEC:LSX:N32D_N32G1,LSX,N32D,N32G1,221,0
SEC:LSX:N32G1_N32G2,LSX,N32G1,N32G2,222,0
SEC:LSX:N32G2_N32G3,LSX,N32G2,N32G3,223,0
SEC:LSX:N32G3_J33A,LSX,N32G3,J33A,224,0
SEC:LSX:J33A_J33B,LSX,J33A,J33B,225,1
SEC:LSX:J33B_N33C,LSX,J33B,N33C,226,0
SEC:LSX:N33C_N33D,LSX,N33C,N33D,227,0
SEC:LSX:N33D_N33G1,LSX,N33D,N33G1,228,0
SEC:LSX:N33G1_N33G2,LSX,N33G1,N33G2,229,0
SEC:LSX:N33G2_N33G3,LSX,N33G2,N33G3,230,0
SEC:LSX:N33G3_J34A,LSX,N33G3,J34A,231,0
SEC:LSX:J34A_J34B,LSX,J34A,J34B,232,1
SEC:LSX:J34B_N34C,LSX,J34B,N34C,233,0
SEC:LSX:N34C_N34D,LSX,N34C,N34D,234,0
SEC:LSX:N34D_N34G1,LSX,N34D,N34G1,235,0
SEC:LSX:N34G1_N34G2,LSX,N34G1,N34G2,236,0
SEC:LSX:N34G2_N34G3,LSX,N34G2,N34G3,237,0
SEC:LSX:N34G3_J35A,LSX,N34G3,J35A,238,0
SEC:LSX:J35A_J35B,LSX,J35A,J35B,239,1
SEC:LSX:J35B_N35C,LSX,J35B,N35C,240,0
SEC:LSX:N35C_N35D,LSX,N35C,N35D,241,0
SEC:LSX:N35D_N35G1,LSX,N35D,N35G1,242,0
SEC:LSX:N35G1_N35G2,LSX,N35G1,N35G2,243,0
SEC:LSX:N35G2_N35G3,LSX,N35G2,N35G3,244,0
SEC:LSX:N35G3_J36A,LSX,N35G3,J36A,245,0
SEC:LSX:J36A_J36B,LSX,J36A,J36B,246,1
SEC:LSX:J36B_N36C,LSX,J36B,N36C,247,0
SEC:LSX:N36C_N36D,LSX,N36C,N36D,248,0
SEC:LSX:N36D_N36G1,LSX,N36D,N36G1,249,0
SEC:LSX:N36G1_N36G2,LSX,N36G1,N36G2,250,0
SEC:LSX:N36G2_N36G3,LSX,N36G2,N36G3,251,0
SEC:LSX:N36G3_J37A,LSX,N36G3,J37A,252,0
SEC:LSX:J37A_J37B,LSX,J37A,J37B,253,1
SEC:LSX:J37B_N37C,LSX,J37B,N37C,254,0
SEC:LSX:N37C_N37D,LSX,N37C,N37D,255,0
SEC:LSX:N37D_N37G1,LSX,N37D,N37G1,256,0
SEC:LSX:N37G1_N37G2,LSX,N37G1,N37G2,257,0
SEC:LSX:N37G2_N37G3,LSX,N37G2,N37G3,258,0
SEC:LSX:N37G3_J38A,LSX,N37G3,J38A,259,0
SEC:LSX:J38A_J38B,LSX,J38A,J38B,260,1
SEC:LSX:J38B_N38C,LSX,J38B,N38C,261,0
SEC:LSX:N38C_N38D,LSX,N38C,N38D,262,0
SEC:LSX:N38D_N38G1,LSX,N38D,N38G1,263,0
SEC:LSX:N38G1_N38G2,LSX,N38G1,N38G2,264,0
SEC:LSX:N38G2_N38G3,LSX,N38G2,N38G3,265,0
SEC:LSX:N38G3_J39A,LSX,N38G3,J39A,266,0
SEC:LSX:J39A_J39B,LSX,J39A,J39B,267,1
SEC:LSX:J39B_N39C,LSX,J39B,N39C,268,0
SEC:LSX:N39C_N39D,LSX,N39C,N39D,269,0
SEC:LSX:N39D_N39G1,LSX,N39D,N39G1,270,0
SEC:LSX:N39G1_N39G2,LSX,N39G1,N39G2,271,0
SEC:LSX:N39G2_N39G3,LSX,N39G2,N39G3,272,0
SEC:LSX:N39G3_J40A,LSX,N39G3,J40A,273,0
SEC:LSX:J40A_J40B,LSX,J40A,J40B,274,1
SEC:LSX:J40B_N40C,LSX,J40B,N40C,275,0
SEC:LSX:N40C_N40D,LSX,N40C,N40D,276,0
SEC:LSX:N40D_N40G1,LSX,N40D,N40G1,277,0
SEC:LSX:N40G1_N40G2,LSX,N40G1,N40G2,278,0
SEC:LSX:N40G2_N40G3,LSX,N40G2,N40G3,279,0
SEC:LSY:J1A_J1B,LSY,J1A,J1B,1,1
SEC:LSY:J1B_S1C,LSY,J1B,S1C,2,0
SEC:LSY:S1C_S1D,LSY,S1C,S1D,3,0
SEC:LSY:S1D_S1G1,LSY,S1D,S1G1,4,0
SEC:LSY:S1G1_S1G2,LSY,S1G1,S1G2,5,0
SEC:LSY:S1G2_S1G3,LSY,S1G2,S1G3,6,0
SEC:LSY:S1G3_J2A,LSY,S1G3,J2A,7,0
SEC:LSY:J2A_J2B,LSY,J2A,J2B,8,1
SEC:LSY:J2B_S2C,LSY,J2B,S2C,9,0
SEC:LSY:S2C_S2D,LSY,S2C,S2D,10,0
SEC:LSY:S2D_S2G1,LSY,S2D,S2G1,11,0
SEC:LSY:S2G1_S2G2,LSY,S2G1,S2G2,12,0
SEC:LSY:S2G2_S2G3,LSY,S2G2,S2G3,13,0
SEC:LSY:S2G3_J3A,LSY,S2G3,J3A,14,0
SEC:LSY:J3A_J3B,LSY,J3A,J3B,15,1
SEC:LSY:J3B_S3C,LSY,J3B,S3C,16,0
SEC:LSY:S3C_S3D,LSY,S3C,S3D,17,0
SEC:LSY:S3D_S3G1,LSY,S3D,S3G1,18,0
SEC:LSY:S3G1_S3G2,LSY,S3G1,S3G2,19,0
SEC:LSY:S3G2_S3G3,LSY,S3G2,S3G3,20,0
SEC:LSY:S3G3_J4A,LSY,S3G3,J4A,21,0
SEC:LSY:J4A_J4B,LSY,J4A,J4B,22,1
SEC:LSY:J4B_S4C,LSY,J4B,S4C,23,0
SEC:LSY:S4C_S4D,LSY,S4C,S4D,24,0
SEC:LSY:S4D_S4G1,LSY,S4D,S4G1,25,0
SEC:LSY:S4G1_S4G2,LSY,S4G1,S4G2,26,0
SEC:LSY:S4G2_S4G3,LSY,S4G2,S4G3,27,0
SEC:LSY:S4G3_J5A,LSY,S4G3,J5A,28,0
SEC:LSY:J5A_J5B,LSY,J5A,J5B,29,1
SEC:LSY:J5B_S5C,LSY,J5B,S5C,30,0
SEC:LSY:S5C_S5D,LSY,S5C,S5D,31,0
SEC:LSY:S5D_S5G1,LSY,S5D,S5G1,32,0
SEC:LSY:S5G1_S5G2,LSY,S5G1,S5G2,33,0
SEC:LSY:S5G2_S5G3,LSY,S5G2,S5G3,34,0
SEC:LSY:S5G3_J6A,LSY,S5G3,J6A,35,0
SEC:LSY:J6A_J6B,LSY,J6A,J6B,36,1
SEC:LSY:J6B_S6C,LSY,J6B,S6C,37,0
SEC:LSY:S6C_S6D,LSY,S6C,S6D,38,0
SEC:LSY:S6D_S6G1,LSY,S6D,S6G1,39,0
SEC:LSY:S6G1_S6G2,LSY,S6G1,S6G2,40,0
SEC:LSY:S6G2_S6G3,LSY,S6G2,S6G3,41,0
SEC:LSY:S6G3_J7A,LSY,S6G3,J7A,42,0
SEC:LSY:J7A_J7B,LSY,J7A,J7B,43,1
SEC:LSY:J7B_S7C,LSY,J7B,S7C,44,0
SEC:LSY:S7C_S7D,LSY,S7C,S7D,45,0
SEC:LSY:S7D_S7G1,LSY,S7D,S7G1,46,0
SEC:LSY:S7G1_S7G2,LSY,S7G1,S7G2,47,0
SEC:LSY:S7G2_S7G3,LSY,S7G2,S7G3,48,0
SEC:LSY:S7G3_J8A,LSY,S7G3,J8A,49,0
SEC:LSY:J8A_J8B,LSY,J8A,J8B,50,1
SEC:LSY:J8B_S8C,LSY,J8B,S8C,51,0
SEC:LSY:S8C_S8D,LSY,S8C,S8D,52,0
SEC:LSY:S8D_S8G1,LSY,S8D,S8G1,53,0
SEC:LSY:S8G1_S8G2,LSY,S8G1,S8G2,54,0
SEC:LSY:S8G2_S8G3,LSY,S8G2,S8G3,55,0
SEC:LSY:S8G3_J9A,LSY,S8G3,J9A,56,0
SEC:LSY:J9A_J9B,LSY,J9A,J9B,57,1
SEC:LSY:J9B_S9C,LSY,J9B,S9C,58,0
SEC:LSY:S9C_S9D,LSY,S9C,S9D,59,0
SEC:LSY:S9D_S9G1,LSY,S9D,S9G1,60,0
SEC:LSY:S9G1_S9G2,LSY,S9G1,S9G2,61,0
SEC:LSY:S9G2_S9G3,LSY,S9G2,S9G3,62,0
SEC:LSY:S9G3_J10A,LSY,S9G3,J10A,63,0
SEC:LSY:J10A_J10B,LSY,J10A,J10B,64,1
SEC:LSY:J10B_S10C,LSY,J10B,S10C,65,0
SEC:LSY:S10C_S10D,LSY,S10C,S10D,66,0
SEC:LSY:S10D_S10G1,LSY,S10D,S10G1,67,0
SEC:LSY:S10G1_S10G2,LSY,S10G1,S10G2,68,0
SEC:LSY:S10G2_S10G3,LSY,S10G2,S10G3,69,0
SEC:LSY:S10G3_J11A,LSY,S10G3,J11A,70,0
SEC:LSY:J11A_J11B,LSY,J11A,J11B,71,1
SEC:LSY:J11B_S11C,LSY,J11B,S11C,72,0
SEC:LSY:S11C_S11D,LSY,S11C,S11D,73,0
SEC:LSY:S11D_S11G1,LSY,S11D,S11G1,74,0
SEC:LSY:S11G1_S11G2,LSY,S11G1,S11G2,75,0
SEC:LSY:S11G2_S11G3,LSY,S11G2,S11G3,76,0
SEC:LSY:S11G3_J12A,LSY,S11G3,J12A,77,0
SEC:LSY:J12A_J12B,LSY,J12A,J12B,78,1
SEC:LSY:J12B_S12C,LSY,J12B,S12C,79,0
SEC:LSY:S12C_S12D,LSY,S12C,S12D,80,0
SEC:LSY:S12D_S12G1,LSY,S12D,S12G1,81,0
SEC:LSY:S12G1_S12G2,LSY,S12G1,S12G2,82,0
SEC:LSY:S12G2_S12G3,LSY,S12G2,S12G3,83,0
SEC:LSY:S12G3_J13A,LSY,S12G3,J13A,84,0
SEC:LSY:J13A_J13B,LSY,J13A,J13B,85,1
SEC:LSY:J13B_S13C,LSY,J13B,S13C,86,0
SEC:LSY:S13C_S13D,LSY,S13C,S13D,87,0
SEC:LSY:S13D_S13G1,LSY,S13D,S13G1,88,0
SEC:LSY:S13G1_S13G2,LSY,S13G1,S13G2,89,0
SEC:LSY:S13G2_S13G3,LSY,S13G2,S13G3,90,0
SEC:LSY:S13G3_J14A,LSY,S13G3,J14A,91,0
SEC:LSY:J14A_J14B,LSY,J14A,J14B,92,1
SEC:LSY:J14B_S14C,LSY,J14B,S14C,93,0
SEC:LSY:S14C_S14D,LSY,S14C,S14D,94,0
SEC:LSY:S14D_S14G1,LSY,S14D,S14G1,95,0
SEC:LSY:S14G1_S14G2,LSY,S14G1,S14G2,96,0
SEC:LSY:S14G2_S14G3,LSY,S14G2,S14G3,97,0
SEC:LSY:S14G3_J15A,LSY,S14G3,J15A,98,0
SEC:LSY:J15A_J15B,LSY,J15A,J15B,99,1
SEC:LSY:J15B_S15C,LSY,J15B,S15C,100,0
SEC:LSY:S15C_S15D,LSY,S15C,S15D,101,0
SEC:LSY:S15D_S15G1,LSY,S15D,S15G1,102,0
SEC:LSY:S15G1_S15G2,LSY,S15G1,S15G2,103,0
SEC:LSY:S15G2_S15G3,LSY,S15G2,S15G3,104,0
SEC:LSY:S15G3_J16A,LSY,S15G3,J16A,105,0
SEC:LSY:J16A_J16B,LSY,J16A,J16B,106,1
SEC:LSY:J16B_S16C,LSY,J16B,S16C,107,0
SEC:LSY:S16C_S16D,LSY,S16C,S16D,108,0
SEC:LSY:S16D_S16G1,LSY,S16D,S16G1,109,0
SEC:LSY:S16G1_S16G2,LSY,S16G1,S16G2,110,0
SEC:LSY:S16G2_S16G3,LSY,S16G2,S16G3,111,0
SEC:LSY:S16G3_J17A,LSY,S16G3,J17A,112,0
SEC:LSY:J17A_J17B,LSY,J17A,J17B,113,1
SEC:LSY:J17B_S17C,LSY,J17B,S17C,114,0
SEC:LSY:S17C_S17D,LSY,S17C,S17D,115,0
SEC:LSY:S17D_S17G1,LSY,S17D,S17G1,116,0
SEC:LSY:S17G1_S17G2,LSY,S17G1,S17G2,117,0
SEC:LSY:S17G2_S17G3,LSY,S17G2,S17G3,118,0
SEC:LSY:S17G3_J18A,LSY,S17G3,J18A,119,0
SEC:LSY:J18A_J18B,LSY,J18A,J18B,120,1
SEC:LSY:J18B_S18C,LSY,J18B,S18C,121,0
SEC:LSY:S18C_S18D,LSY,S18C,S18D,122,0
SEC:LSY:S18D_S18G1,LSY,S18D,S18G1,123,0
SEC:LSY:S18G1_S18G2,LSY,S18G1,S18G2,124,0
SEC:LSY:S18G2_S18G3,LSY,S18G2,S18G3,125,0
SEC:LSY:S18G3_J19A,LSY,S18G3,J19A,126,0
SEC:LSY:J19A_J19B,LSY,J19A,J19B,127,1
SEC:LSY:J19B_S19C,LSY,J19B,S19C,128,0
SEC:LSY:S19C_S19D,LSY,S19C,S19D,129,0
SEC:LSY:S19D_S19G1,LSY,S19D,S19G1,130,0
SEC:LSY:S19G1_S19G2,LSY,S19G1,S19G2,131,0
SEC:LSY:S19G2_S19G3,LSY,S19G2,S19G3,132,0
SEC:LSY:S19G3_J20A,LSY,S19G3,J20A,133,0
SEC:LSY:J20A_J20B,LSY,J20A,J20B,134,1
