station_id,line_code,seq,is_interchange
J4B,LSY,23,1
S4C,LSY,24,0
S4D,LSY,25,0
S4G1,LSY,26,0
S4G2,LSY,27,0
S4G3,LSY,28,0
J5A,LSY,29,1
J5B,LSY,30,1
S5C,LSY,31,0
S5D,LSY,32,0
S5G1,LSY,33,0
S5G2,LSY,34,0
S5G3,LSY,35,0
J6A,LSY,36,1
J6B,LSY,37,1
S6C,LSY,38,0
S6D,LSY,39,0
S6G1,LSY,40,0
S6G2,LSY,41,0
S6G3,LSY,42,0
J7A,LSY,43,1
J7B,LSY,44,1
S7C,LSY,45,0
S7D,LSY,46,0
S7G1,LSY,47,0
S7G2,LSY,48,0
S7G3,LSY,49,0
J8A,LSY,50,1
J8B,LSY,51,1
S8C,LSY,52,0
S8D,LSY,53,0
S8G1,LSY,54,0
S8G2,LSY,55,0
S8G3,LSY,56,0
J9A,LSY,57,1
J9B,LSY,58,1
S9C,LSY,59,0
S9D,LSY,60,0
S9G1,LSY,61,0
S9G2,LSY,62,0
S9G3,LSY,63,0
J10A,LSY,64,1
J10B,LSY,65,1
S10C,LSY,66,0
S10D,LSY,67,0
S10G1,LSY,68,0
S10G2,LSY,69,0
S10G3,LSY,70,0
J11A,LSY,71,1
J11B,LSY,72,1
S11C,LSY,73,0
S11D,LSY,74,0
S11G1,LSY,75,0
S11G2,LSY,76,0
S11G3,LSY,77,0
J12A,LSY,78,1
J12B,LSY,79,1
S12C,LSY,80,0
S12D,LSY,81,0
S12G1,LSY,82,0
S12G2,LSY,83,0
S12G3,LSY,84,0
J13A,LSY,85,1
J13B,LSY,86,1
S13C,LSY,87,0
S13D,LSY,88,0
S13G1,LSY,89,0
S13G2,LSY,90,0
S13G3,LSY,91,0
J14A,LSY,92,1
J14B,LSY,93,1
S14C,LSY,94,0
S14D,LSY,95,0
S14G1,LSY,96,0
S14G2,LSY,97,0
S14G3,LSY,98,0
J15A,LSY,99,1
J15B,LSY,100,1
S15C,LSY,101,0
S15D,LSY,102,0
S15G1,LSY,103,0
S15G2,LSY,104,0
S15G3,LSY,105,0
J16A,LSY,106,1
J16B,LSY,107,1
S16C,LSY,108,0
S16D,LSY,109,0
S16G1,LSY,110,0
S16G2,LSY,111,0
S16G3,LSY,112,0
J17A,LSY,113,1
J17B,LSY,114,1
S17C,LSY,115,0
S17D,LSY,116,0
S17G1,LSY,117,0
S17G2,LSY,118,0
S17G3,LSY,119,0
J18A,LSY,120,1
J18B,LSY,121,1
S18C,LSY,122,0
S18D,LSY,123,0
S18G1,LSY,124,0
S18G2,LSY,125,0
S18G3,LSY,126,0
J19A,LSY,127,1
J19B,LSY,128,1
S19C,LSY,129,0
S19D,LSY,130,0
S19G1,LSY,131,0
S19G2,LSY,132,0
S19G3,LSY,133,0
J20A,LSY,134,1
J20B,LSY,135,1
S20C,LSY,136,0
S20D,LSY,137,0
S20G1,LSY,138,0
S20G2,LSY,139,0
S20G3,LSY,140,0
J21A,LSY,141,1
J21B,LSY,142,1
S21C,LSY,143,0
S21D,LSY,144,0
S21G1,LSY,145,0
S21G2,LSY,146,0
S21G3,LSY,147,0
J22A,LSY,148,1
J22B,LSY,149,1
S22C,LSY,150,0
S22D,LSY,151,0
S22G1,LSY,152,0
S22G2,LSY,153,0
S22G3,LSY,154,0
J23A,LSY,155,1
J23B,LSY,156,1
S23C,LSY,157,0
S23D,LSY,158,0
S23G1,LSY,159,0
S23G2,LSY,160,0
S23G3,LSY,161,0
J24A,LSY,162,1
J24B,LSY,163,1
S24C,LSY,164,0
S24D,LSY,165,0
S24G1,LSY,166,0
S24G2,LSY,167,0
S24G3,LSY,168,0
J25A,LSY,169,1
J25B,LSY,170,1
S25C,LSY,171,0
S25D,LSY,172,0
S25G1,LSY,173,0
S25G2,LSY,174,0
S25G3,LSY,175,0
J26A,LSY,176,1
J26B,LSY,177,1
S26C,LSY,178,0
S26D,LSY,179,0
S26G1,LSY,180,0
S26G2,LSY,181,0
S26G3,LSY,182,0
J27A,LSY,183,1
J27B,LSY,184,1
S27C,LSY,185,0
S27D,LSY,186,0
S27G1,LSY,187,0
S27G2,LSY,188,0
S27G3,LSY,189,0
J28A,LSY,190,1
J28B,LSY,191,1
S28C,LSY,192,0
S28D,LSY,193,0
S28G1,LSY,194,0
S28G2,LSY,195,0
S28G3,LSY,196,0
J29A,LSY,197,1
J29B,LSY,198,1
S29C,LSY,199,0
S29D,LSY,200,0
S29G1,LSY,201,0
S29G2,LSY,202,0
S29G3,LSY,203,0
J30A,LSY,204,1
J30B,LSY,205,1
S30C,LSY,206,0
S30D,LSY,207,0
S30G1,LSY,208,0
S30G2,LSY,209,0
S30G3,LSY,210,0
J31A,LSY,211,1
J31B,LSY,212,1
S31C,LSY,213,0
S31D,LSY,214,0
S31G1,LSY,215,0
S31G2,LSY,216,0
S31G3,LSY,217,0
J32A,LSY,218,1
J32B,LSY,219,1
S32C,LSY,220,0
S32D,LSY,221,0
S32G1,LSY,222,0
S32G2,LSY,223,0
S32G3,LSY,224,0
J33A,LSY,225,1
J33B,LSY,226,1
S33C,LSY,227,0
S33D,LSY,228,0
S33G1,LSY,229,0
S33G2,LSY,230,0
S33G3,LSY,231,0
J34A,LSY,232,1
J34B,LSY,233,1
S34C,LSY,234,0
S34D,LSY,235,0
S34G1,LSY,236,0
S34G2,LSY,237,0
S34G3,LSY,238,0
J35A,LSY,239,1
J35B,LSY,240,1
S35C,LSY,241,0
S35D,LSY,242,0
S35G1,LSY,243,0
S35G2,LSY,244,0
S35G3,LSY,245,0
J36A,LSY,246,1
J36B,LSY,247,1
S36C,LSY,248,0
S36D,LSY,249,0
S36G1,LSY,250,0
S36G2,LSY,251,0
S36G3,LSY,252,0
J37A,LSY,253,1
J37B,LSY,254,1
S37C,LSY,255,0
S37D,LSY,256,0
S37G1,LSY,257,0
S37G2,LSY,258,0
S37G3,LSY,259,0
J38A,LSY,260,1
J38B,LSY,261,1
S38C,LSY,262,0
S38D,LSY,263,0
S38G1,LSY,264,0
S38G2,LSY,265,0
S38G3,LSY,266,0
J39A,LSY,267,1
J39B,LSY,268,1
S39C,LSY,269,0
S39D,LSY,270,0
S39G1,LSY,271,0
S39G2,LSY,272,0
S39G3,LSY,273,0
J40A,LSY,274,1
J40B,LSY,275,1
S40C,LSY,276,0
S40D,LSY,277,0
S40G1,LSY,278,0
S40G2,LSY,279,0
S40G3,LSY,280,0
