sector_id,line_code,from_station_id,to_station_id,seq,is_shared
SEC:R03LIA:R03H1_R03H2,R03LIA,R03H1,R03H2,2,1
SEC:R08LIA:R08H1_R08H2,R08LIA,R08H1,R08H2,2,1
SEC:R03LIB:R03H1_R03H2,R03LIB,R03H1,R03H2,2,1
SEC:R07LIB:R07H2_R07B4,R07LIB,R07H2,R07B4,3,0
SEC:R04LIC:R04H2_R04C4,R04LIC,R04H2,R04C4,3,0
SEC:R07LIB:R07H1_R07H2,R07LIB,R07H1,R07H2,2,1
SEC:R02LIC:R02H2_R02C4,R02LIC,R02H2,R02C4,3,0
SEC:R03LIC:R03C1_R03H1,R03LIC,R03C1,R03H1,1,0
SEC:R08LIC:R08H2_R08C4,R08LIC,R08H2,R08C4,3,0
SEC:R02LIB:R02H2_R02B4,R02LIB,R02H2,R02B4,3,0
SEC:R04LIC:R04C1_R04H1,R04LIC,R04C1,R04H1,1,0
SEC:R06LIC:R06C1_R06H1,R06LIC,R06C1,R06H1,1,0
