sector_id,line_code,from_station_id,to_station_id,seq,is_shared
SEC:LSY:S1C_S1D,LSY,S1C,S1D,3,0
SEC:LSY:S1D_S1G1,LSY,S1D,S1G1,4,0
SEC:LSY:S1G1_S1G2,LSY,S1G1,S1G2,5,0
SEC:LSY:S1G2_S1G3,LSY,S1G2,S1G3,6,0
SEC:LSY:S1G3_J2A,LSY,S1G3,J2A,7,0
SEC:LSY:J2A_J2B,LSY,J2A,J2B,8,1
SEC:LSY:J2B_S2C,LSY,J2B,S2C,9,0
SEC:LSY:S2C_S2D,LSY,S2C,S2D,10,0
SEC:LSY:S2D_S2G1,LSY,S2D,S2G1,11,0
SEC:LSY:S2G1_S2G2,LSY,S2G1,S2G2,12,0
SEC:LSY:S2G2_S2G3,LSY,S2G2,S2G3,13,0
SEC:LSY:S2G3_J3A,LSY,S2G3,J3A,14,0
SEC:LSY:J3A_J3B,LSY,J3A,J3B,15,1
SEC:LSY:J3B_S3C,LSY,J3B,S3C,16,0
SEC:LSY:S3C_S3D,LSY,S3C,S3D,17,0
SEC:LSY:S3D_S3G1,LSY,S3D,S3G1,18,0
SEC:LSY:S3G1_S3G2,LSY,S3G1,S3G2,19,0
SEC:LSY:S3G2_S3G3,LSY,S3G2,S3G3,20,0
SEC:LSY:S3G3_J4A,LSY,S3G3,J4A,21,0
SEC:LSY:J4A_J4B,LSY,J4A,J4B,22,1
SEC:LSY:J4B_S4C,LSY,J4B,S4C,23,0
SEC:LSY:S4C_S4D,LSY,S4C,S4D,24,0
SEC:LSY:S4D_S4G1,LSY,S4D,S4G1,25,0
SEC:LSY:S4G1_S4G2,LSY,S4G1,S4G2,26,0
SEC:LSY:S4G2_S4G3,LSY,S4G2,S4G3,27,0
SEC:LSY:S4G3_J5A,LSY,S4G3,J5A,28,0
SEC:LSY:J5A_J5B,LSY,J5A,J5B,29,1
SEC:LSY:J5B_S5C,LSY,J5B,S5C,30,0
SEC:LSY:S5C_S5D,LSY,S5C,S5D,31,0
SEC:LSY:S5D_S5G1,LSY,S5D,S5G1,32,0
SEC:LSY:S5G1_S5G2,LSY,S5G1,S5G2,33,0
SEC:LSY:S5G2_S5G3,LSY,S5G2,S5G3,34,0
SEC:LSY:S5G3_J6A,LSY,S5G3,J6A,35,0
SEC:LSY:J6A_J6B,LSY,J6A,J6B,36,1
SEC:LSY:J6B_S6C,LSY,J6B,S6C,37,0
SEC:LSY:S6C_S6D,LSY,S6C,S6D,38,0
SEC:LSY:S6D_S6G1,LSY,S6D,S6G1,39,0
SEC:LSY:S6G1_S6G2,LSY,S6G1,S6G2,40,0
SEC:LSY:S6G2_S6G3,LSY,S6G2,S6G3,41,0
SEC:LSY:S6G3_J7A,LSY,S6G3,J7A,42,0
SEC:LSY:J7A_J7B,LSY,J7A,J7B,43,1
SEC:LSY:J7B_S7C,LSY,J7B,S7C,44,0
SEC:LSY:S7C_S7D,LSY,S7C,S7D,45,0
SEC:LSY:S7D_S7G1,LSY,S7D,S7G1,46,0
SEC:LSY:S7G1_S7G2,LSY,S7G1,S7G2,47,0
SEC:LSY:S7G2_S7G3,LSY,S7G2,S7G3,48,0
SEC:LSY:S7G3_J8A,LSY,S7G3,J8A,49,0
SEC:LSY:J8A_J8B,LSY,J8A,J8B,50,1
SEC:LSY:J8B_S8C,LSY,J8B,S8C,51,0
SEC:LSY:S8C_S8D,LSY,S8C,S8D,52,0
SEC:LSY:S8D_S8G1,LSY,S8D,S8G1,53,0
SEC:LSY:S8G1_S8G2,LSY,S8G1,S8G2,54,0
SEC:LSY:S8G2_S8G3,LSY,S8G2,S8G3,55,0
