activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
A065,C011,Renewal,SEC:BET:S12_S13:WB,SEC:BET:S12_S13:WB,1,2027-05-10,,3
A056,C009,Construction,SEC:ALP:H02_S05:WB,SEC:ALP:S06_S07:WB,2,2027-05-03,,1
A072,C012,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,1,2027-06-07,,1
A069,C011,Renewal,SEC:ALP:S03_S04:WB,SEC:ALP:H01_H02:WB,2,2027-02-22,,1
A061,C010,Construction,SEC:BET:H01_H02:EB,SEC:BET:H02_S15:EB,6,2027-01-18,,3
A008,C002,Renewal,SEC:BET:S17_S18:EB,SEC:BET:S17_S18:EB,5,2027-04-12,A071,2
A025,C004,Renewal,SEC:ALP:S01_S02:EB,SEC:ALP:S02_S03:EB,7,2027-02-15,,3
A040,C007,Renewal,SEC:BET:H01_H02:EB,SEC:BET:S15_S16:EB,7,2027-03-22,,3
A028,C005,Renewal,SEC:ALP:S03_S04:EB,SEC:ALP:S04_H01:EB,2,2027-03-01,,2
A059,C010,Construction,SEC:ALP:S06_S07:WB,SEC:ALP:S07_S08:WB,6,2027-03-22,,1
A035,C006,Construction,SEC:ALP:S02_S03:WB,SEC:ALP:S03_S04:WB,3,2027-01-04,,3
A066,C011,Renewal,SEC:ALP:S02_S03:WB,SEC:ALP:S04_H01:WB,1,2027-06-07,A065,2
A023,C004,Renewal,SEC:ALP:S03_S04:WB,SEC:ALP:S03_S04:WB,6,2027-05-24,,1
A009,C002,Renewal,SEC:ALP:S05_S06:EB,SEC:ALP:S05_S06:EB,7,2027-01-04,A002,1
A019,C003,Construction,SEC:BET:S16_S17:EB,SEC:BET:S16_S17:EB,2,2027-03-15,A006,2
A031,C005,Renewal,SEC:ALP:S06_S07:WB,SEC:ALP:S07_S08:WB,2,2026-12-28,,2
