location_id,location_kind,line_code,bound,supply_capacity
SEC:FPDLNY:FPDS3_FPDS4:WB,tunnel sector,FPDLNY,WB,1
PLAT:FPDLNY:FPDX2:WB,platform,FPDLNY,WB,1
SEC:PCPLNY:PCPS3_PCPS4:EB,tunnel sector,PCPLNY,EB,1
PLAT:MPAMPX:MPAMPX1:WB,platform,MPAMPX,WB,1
SEC:AGGLCZ:AGGV1_AGGV2:EB,tunnel sector,AGGLCZ,EB,1
SEC:MPAMPX:MPAMPX1_MPAMPX2:WB,tunnel sector,MPAMPX,WB,1
PLAT:PCPLNY:PCPS4:EB,platform,PCPLNY,EB,1
PLAT:MPAMPX:MPAMPX2:WB,platform,MPAMPX,WB,1
PLAT:FPDLNX:FPDN3:EB,platform,FPDLNX,EB,1
SEC:IRRLIB:IRRI2_IRRI3:EB,tunnel sector,IRRLIB,EB,1
SEC:PRDLNY:PRDX2_PRDS3:EB,tunnel sector,PRDLNY,EB,1
SEC:PRDLNY:PRDX2_PRDS3:WB,tunnel sector,PRDLNY,WB,1
SEC:PRDLNX:PRDX1_PRDX2:WB,tunnel sector,PRDLNX,WB,1
SEC:IRRLIB:IRRI6_IRRI7:EB,tunnel sector,IRRLIB,EB,1
PLAT:PCPLNX:PCPX1:EB,platform,PCPLNX,EB,1
PLAT:PRDLNY:PRDS3:EB,platform,PRDLNY,EB,1
SEC:PCPLNX:PCPX2_PCPN3:WB,tunnel sector,PCPLNX,WB,1
SEC:PRDLNY:PRDX1_PRDX2:EB,tunnel sector,PRDLNY,EB,1
PLAT:PRDLNX:PRDN4:WB,platform,PRDLNX,WB,1
PLAT:FPDLNX:FPDX2:EB,platform,FPDLNX,EB,1
PLAT:MPAMPY:MPAMPY2:WB,platform,MPAMPY,WB,1
PLAT:PCPLNY:PCPX1:EB,platform,PCPLNY,EB,1
PLAT:FPDLNX:FPDX1:WB,platform,FPDLNX,WB,1
PLAT:AGGLCZ:AGGV2:EB,platform,AGGLCZ,EB,1
PLAT:IRRLIB:IRRI4:EB,platform,IRRLIB,EB,1
SEC:IRRLIB:IRRI1_IRRI2:EB,tunnel sector,IRRLIB,EB,1
PLAT:PCPLNY:PCPS3:EB,platform,PCPLNY,EB,1
SEC:PCPLNX:PCPX2_PCPN3:EB,tunnel sector,PCPLNX,EB,1
SEC:FPDLNX:FPDX1_FPDX2:EB,tunnel sector,FPDLNX,EB,1
SEC:IRRLIB:IRRI4_IRRI5:EB,tunnel sector,IRRLIB,EB,1
PLAT:FPDLNX:FPDN4:WB,platform,FPDLNX,WB,1
PLAT:FPDLNX:FPDN4:EB,platform,FPDLNX,EB,1
PLAT:MPAMPY:MPAMPY2:EB,platform,MPAMPY,EB,1
PLAT:PRDLNX:PRDX2:WB,platform,PRDLNX,WB,1
PLAT:PRDLNY:PRDX2:EB,platform,PRDLNY,EB,1
SEC:PRDLNX:PRDN3_PRDN4:EB,tunnel sector,PRDLNX,EB,1
SEC:FPDLNY:FPDX1_FPDX2:WB,tunnel sector,FPDLNY,WB,1
PLAT:PCPLNX:PCPN4:EB,platform,PCPLNX,EB,1
PLAT:IRRLIB:IRRI1:EB,platform,IRRLIB,EB,1
PLAT:MPAMPY:MPAMPY1:EB,platform,MPAMPY,EB,1
PLAT:PRDLNX:PRDN3:WB,platform,PRDLNX,WB,1
SEC:AGGLCZ:AGGV1_AGGV2:WB,tunnel sector,AGGLCZ,WB,1
PLAT:FPDLNY:FPDX1:EB,platform,FPDLNY,EB,1
SEC:FPDLNY:FPDS3_FPDS4:EB,tunnel sector,FPDLNY,EB,1
PLAT:PCPLNX:PCPN4:WB,platform,PCPLNX,WB,1
PLAT:FPDLNX:FPDX1:EB,platform,FPDLNX,EB,1
SEC:PRDLNX:PRDX1_PRDX2:EB,tunnel sector,PRDLNX,EB,1
PLAT:FPDLNY:FPDS4:EB,platform,FPDLNY,EB,1
PLAT:PCPLNX:PCPX1:WB,platform,PCPLNX,WB,1
SEC:MPAMPX:MPAMPX1_MPAMPX2:EB,tunnel sector,MPAMPX,EB,1
PLAT:FPDLNY:FPDX2:EB,platform,FPDLNY,EB,1
SEC:MPAMPY:MPAMPY1_MPAMPY2:WB,tunnel sector,MPAMPY,WB,1
SEC:PCPLNY:PCPX1_PCPX2:EB,tunnel sector,PCPLNY,EB,1
PLAT:PRDLNY:PRDX1:WB,platform,PRDLNY,WB,1
PLAT:PRDLNY:PRDX2:WB,platform,PRDLNY,WB,1
PLAT:PRDLNX:PRDN3:EB,platform,PRDLNX,EB,1
SEC:FPDLNY:FPDX2_FPDS3:EB,tunnel sector,FPDLNY,EB,1
PLAT:PRDLNX:PRDX2:EB,platform,PRDLNX,EB,1
SEC:PCPLNX:PCPN3_PCPN4:WB,tunnel sector,PCPLNX,WB,1
PLAT:FPDLNY:FPDS3:WB,platform,FPDLNY,WB,1
PLAT:AGGLCZ:AGGV3:WB,platform,AGGLCZ,WB,1
PLAT:PCPLNY:PCPS3:WB,platform,PCPLNY,WB,1
PLAT:IRRLIB:IRRI2:EB,platform,IRRLIB,EB,1
SEC:PCPLNY:PCPX1_PCPX2:WB,tunnel sector,PCPLNY,WB,1
SEC:PCPLNY:PCPX2_PCPS3:WB,tunnel sector,PCPLNY,WB,1
PLAT:PCPLNX:PCPX2:EB,platform,PCPLNX,EB,1
PLAT:FPDLNX:FPDN3:WB,platform,FPDLNX,WB,1
