station_id,line_code,seq,is_interchange
J44B,LSX,303,1
N44C,LSX,304,0
N44D,LSX,305,0
N44G1,LSX,306,0
N44G2,LSX,307,0
N44G3,LSX,308,0
J45A,LSX,309,1
J45B,LSX,310,1
N45C,LSX,311,0
N45D,LSX,312,0
N45G1,LSX,313,0
N45G2,LSX,314,0
N45G3,LSX,315,0
J46A,LSX,316,1
J46B,LSX,317,1
N46C,LSX,318,0
N46D,LSX,319,0
N46G1,LSX,320,0
N46G2,LSX,321,0
N46G3,LSX,322,0
J47A,LSX,323,1
J47B,LSX,324,1
N47C,LSX,325,0
N47D,LSX,326,0
N47G1,LSX,327,0
N47G2,LSX,328,0
N47G3,LSX,329,0
J48A,LSX,330,1
J48B,LSX,331,1
N48C,LSX,332,0
N48D,LSX,333,0
N48G1,LSX,334,0
N48G2,LSX,335,0
N48G3,LSX,336,0
J49A,LSX,337,1
J49B,LSX,338,1
N49C,LSX,339,0
N49D,LSX,340,0
N49G1,LSX,341,0
N49G2,LSX,342,0
N49G3,LSX,343,0
J50A,LSX,344,1
J50B,LSX,345,1
N50C,LSX,346,0
N50D,LSX,347,0
N50G1,LSX,348,0
N50G2,LSX,349,0
N50G3,LSX,350,0
J51A,LSX,351,1
J51B,LSX,352,1
N51C,LSX,353,0
N51D,LSX,354,0
N51G1,LSX,355,0
N51G2,LSX,356,0
N51G3,LSX,357,0
J52A,LSX,358,1
J52B,LSX,359,1
N52C,LSX,360,0
N52D,LSX,361,0
N52G1,LSX,362,0
N52G2,LSX,363,0
N52G3,LSX,364,0
J53A,LSX,365,1
J53B,LSX,366,1
N53C,LSX,367,0
N53D,LSX,368,0
N53G1,LSX,369,0
N53G2,LSX,370,0
N53G3,LSX,371,0
J54A,LSX,372,1
J54B,LSX,373,1
N54C,LSX,374,0
N54D,LSX,375,0
N54G1,LSX,376,0
N54G2,LSX,377,0
N54G3,LSX,378,0
J55A,LSX,379,1
J55B,LSX,380,1
N55C,LSX,381,0
N55D,LSX,382,0
N55G1,LSX,383,0
N55G2,LSX,384,0
N55G3,LSX,385,0
J56A,LSX,386,1
J56B,LSX,387,1
N56C,LSX,388,0
N56D,LSX,389,0
N56G1,LSX,390,0
N56G2,LSX,391,0
N56G3,LSX,392,0
J57A,LSX,393,1
J57B,LSX,394,1
N57C,LSX,395,0
N57D,LSX,396,0
N57G1,LSX,397,0
N57G2,LSX,398,0
N57G3,LSX,399,0
J58A,LSX,400,1
J58B,LSX,401,1
N58C,LSX,402,0
N58D,LSX,403,0
N58G1,LSX,404,0
N58G2,LSX,405,0
N58G3,LSX,406,0
J59A,LSX,407,1
J59B,LSX,408,1
N59C,LSX,409,0
N59D,LSX,410,0
N59G1,LSX,411,0
N59G2,LSX,412,0
N59G3,LSX,413,0
J60A,LSX,414,1
J60B,LSX,415,1
N60C,LSX,416,0
N60D,LSX,417,0
N60G1,LSX,418,0
N60G2,LSX,419,0
N60G3,LSX,420,0
J61A,LSX,421,1
J61B,LSX,422,1
N61C,LSX,423,0
N61D,LSX,424,0
N61G1,LSX,425,0
N61G2,LSX,426,0
N61G3,LSX,427,0
J62A,LSX,428,1
J62B,LSX,429,1
N62C,LSX,430,0
N62D,LSX,431,0
N62G1,LSX,432,0
N62G2,LSX,433,0
N62G3,LSX,434,0
J63A,LSX,435,1
J63B,LSX,436,1
N63C,LSX,437,0
N63D,LSX,438,0
N63G1,LSX,439,0
N63G2,LSX,440,0
N63G3,LSX,441,0
J64A,LSX,442,1
J64B,LSX,443,1
N64C,LSX,444,0
N64D,LSX,445,0
N64G1,LSX,446,0
N64G2,LSX,447,0
N64G3,LSX,448,0
J65A,LSX,449,1
J65B,LSX,450,1
N65C,LSX,451,0
N65D,LSX,452,0
N65G1,LSX,453,0
N65G2,LSX,454,0
N65G3,LSX,455,0
J66A,LSX,456,1
J66B,LSX,457,1
N66C,LSX,458,0
N66D,LSX,459,0
N66G1,LSX,460,0
N66G2,LSX,461,0
N66G3,LSX,462,0
J67A,LSX,463,1
J67B,LSX,464,1
N67C,LSX,465,0
N67D,LSX,466,0
N67G1,LSX,467,0
N67G2,LSX,468,0
N67G3,LSX,469,0
J68A,LSX,470,1
J68B,LSX,471,1
N68C,LSX,472,0
N68D,LSX,473,0
N68G1,LSX,474,0
N68G2,LSX,475,0
N68G3,LSX,476,0
J69A,LSX,477,1
J69B,LSX,478,1
N69C,LSX,479,0
N69D,LSX,480,0
N69G1,LSX,481,0
N69G2,LSX,482,0
N69G3,LSX,483,0
J70A,LSX,484,1
J70B,LSX,485,1
N70C,LSX,486,0
N70D,LSX,487,0
N70G1,LSX,488,0
N70G2,LSX,489,0
N70G3,LSX,490,0
J71A,LSX,491,1
J71B,LSX,492,1
N71C,LSX,493,0
N71D,LSX,494,0
N71G1,LSX,495,0
N71G2,LSX,496,0
N71G3,LSX,497,0
J72A,LSX,498,1
J72B,LSX,499,1
N72C,LSX,500,0
N72D,LSX,501,0
N72G1,LSX,502,0
N72G2,LSX,503,0
N72G3,LSX,504,0
J73A,LSX,505,1
J73B,LSX,506,1
N73C,LSX,507,0
N73D,LSX,508,0
N73G1,LSX,509,0
N73G2,LSX,510,0
N73G3,LSX,511,0
J74A,LSX,512,1
J74B,LSX,513,1
N74C,LSX,514,0
N74D,LSX,515,0
N74G1,LSX,516,0
N74G2,LSX,517,0
N74G3,LSX,518,0
J75A,LSX,519,1
J75B,LSX,520,1
N75C,LSX,521,0
N75D,LSX,522,0
N75G1,LSX,523,0
N75G2,LSX,524,0
N75G3,LSX,525,0
J76A,LSX,526,1
J76B,LSX,527,1
N76C,LSX,528,0
N76D,LSX,529,0
N76G1,LSX,530,0
N76G2,LSX,531,0
N76G3,LSX,532,0
J77A,LSX,533,1
J77B,LSX,534,1
N77C,LSX,535,0
N77D,LSX,536,0
N77G1,LSX,537,0
N77G2,LSX,538,0
N77G3,LSX,539,0
J78A,LSX,540,1
J78B,LSX,541,1
N78C,LSX,542,0
N78D,LSX,543,0
N78G1,LSX,544,0
N78G2,LSX,545,0
N78G3,LSX,546,0
J79A,LSX,547,1
J79B,LSX,548,1
N79C,LSX,549,0
N79D,LSX,550,0
N79G1,LSX,551,0
N79G2,LSX,552,0
N79G3,LSX,553,0
J80A,LSX,554,1
J80B,LSX,555,1
N80C,LSX,556,0
N80D,LSX,557,0
N80G1,LSX,558,0
N80G2,LSX,559,0
N80G3,LSX,560,0
J1A,LSY,1,1
J1B,LSY,2,1
S1C,LSY,3,0
S1D,LSY,4,0
S1G1,LSY,5,0
S1G2,LSY,6,0
S1G3,LSY,7,0
J2A,LSY,8,1
J2B,LSY,9,1
S2C,LSY,10,0
S2D,LSY,11,0
S2G1,LSY,12,0
S2G2,LSY,13,0
S2G3,LSY,14,0
J3A,LSY,15,1
J3B,LSY,16,1
S3C,LSY,17,0
S3D,LSY,18,0
S3G1,LSY,19,0
S3G2,LSY,20,0
S3G3,LSY,21,0
J4A,LSY,22,1
J4B,LSY,23,1
S4C,LSY,24,0
S4D,LSY,25,0
S4G1,LSY,26,0
S4G2,LSY,27,0
S4G3,LSY,28,0
J5A,LSY,29,1
J5B,LSY,30,1
S5C,LSY,31,0
S5D,LSY,32,0
S5G1,LSY,33,0
S5G2,LSY,34,0
S5G3,LSY,35,0
J6A,LSY,36,1
J6B,LSY,37,1
S6C,LSY,38,0
S6D,LSY,39,0
S6G1,LSY,40,0
S6G2,LSY,41,0
S6G3,LSY,42,0
J7A,LSY,43,1
J7B,LSY,44,1
S7C,LSY,45,0
S7D,LSY,46,0
S7G1,LSY,47,0
S7G2,LSY,48,0
S7G3,LSY,49,0
J8A,LSY,50,1
J8B,LSY,51,1
S8C,LSY,52,0
S8D,LSY,53,0
S8G1,LSY,54,0
S8G2,LSY,55,0
S8G3,LSY,56,0
J9A,LSY,57,1
J9B,LSY,58,1
S9C,LSY,59,0
S9D,LSY,60,0
S9G1,LSY,61,0
S9G2,LSY,62,0
S9G3,LSY,63,0
J10A,LSY,64,1
J10B,LSY,65,1
S10C,LSY,66,0
S10D,LSY,67,0
S10G1,LSY,68,0
S10G2,LSY,69,0
S10G3,LSY,70,0
J11A,LSY,71,1
J11B,LSY,72,1
S11C,LSY,73,0
S11D,LSY,74,0
S11G1,LSY,75,0
S11G2,LSY,76,0
S11G3,LSY,77,0
J12A,LSY,78,1
J12B,LSY,79,1
S12C,LSY,80,0
S12D,LSY,81,0
S12G1,LSY,82,0
S12G2,LSY,83,0
S12G3,LSY,84,0
J13A,LSY,85,1
J13B,LSY,86,1
S13C,LSY,87,0
S13D,LSY,88,0
S13G1,LSY,89,0
S13G2,LSY,90,0
S13G3,LSY,91,0
J14A,LSY,92,1
J14B,LSY,93,1
S14C,LSY,94,0
S14D,LSY,95,0
S14G1,LSY,96,0
S14G2,LSY,97,0
S14G3,LSY,98,0
J15A,LSY,99,1
J15B,LSY,100,1
S15C,LSY,101,0
S15D,LSY,102,0
S15G1,LSY,103,0
S15G2,LSY,104,0
S15G3,LSY,105,0
J16A,LSY,106,1
J16B,LSY,107,1
S16C,LSY,108,0
S16D,LSY,109,0
S16G1,LSY,110,0
S16G2,LSY,111,0
S16G3,LSY,112,0
J17A,LSY,113,1
J17B,LSY,114,1
S17C,LSY,115,0
S17D,LSY,116,0
S17G1,LSY,117,0
S17G2,LSY,118,0
S17G3,LSY,119,0
J18A,LSY,120,1
J18B,LSY,121,1
S18C,LSY,122,0
S18D,LSY,123,0
S18G1,LSY,124,0
S18G2,LSY,125,0
S18G3,LSY,126,0
J19A,LSY,127,1
J19B,LSY,128,1
S19C,LSY,129,0
S19D,LSY,130,0
S19G1,LSY,131,0
S19G2,LSY,132,0
S19G3,LSY,133,0
J20A,LSY,134,1
J20B,LSY,135,1
S20C,LSY,136,0
S20D,LSY,137,0
S20G1,LSY,138,0
S20G2,LSY,139,0
S20G3,LSY,140,0
J21A,LSY,141,1
J21B,LSY,142,1
S21C,LSY,143,0
S21D,LSY,144,0
S21G1,LSY,145,0
S21G2,LSY,146,0
S21G3,LSY,147,0
J22A,LSY,148,1
J22B,LSY,149,1
S22C,LSY,150,0
S22D,LSY,151,0
S22G1,LSY,152,0
S22G2,LSY,153,0
S22G3,LSY,154,0
J23A,LSY,155,1
J23B,LSY,156,1
S23C,LSY,157,0
S23D,LSY,158,0
S23G1,LSY,159,0
S23G2,LSY,160,0
S23G3,LSY,161,0
J24A,LSY,162,1
J24B,LSY,163,1
S24C,LSY,164,0
S24D,LSY,165,0
S24G1,LSY,166,0
S24G2,LSY,167,0
S24G3,LSY,168,0
J25A,LSY,169,1
J25B,LSY,170,1
S25C,LSY,171,0
S25D,LSY,172,0
S25G1,LSY,173,0
S25G2,LSY,174,0
S25G3,LSY,175,0
J26A,LSY,176,1
J26B,LSY,177,1
S26C,LSY,178,0
S26D,LSY,179,0
S26G1,LSY,180,0
S26G2,LSY,181,0
S26G3,LSY,182,0
J27A,LSY,183,1
J27B,LSY,184,1
S27C,LSY,185,0
S27D,LSY,186,0
S27G1,LSY,187,0
S27G2,LSY,188,0
S27G3,LSY,189,0
J28A,LSY,190,1
J28B,LSY,191,1
S28C,LSY,192,0
S28D,LSY,193,0
S28G1,LSY,194,0
S28G2,LSY,195,0
S28G3,LSY,196,0
J29A,LSY,197,1
J29B,LSY,198,1
S29C,LSY,199,0
S29D,LSY,200,0
S29G1,LSY,201,0
S29G2,LSY,202,0
S29G3,LSY,203,0
J30A,LSY,204,1
J30B,LSY,205,1
S30C,LSY,206,0
S30D,LSY,207,0
S30G1,LSY,208,0
S30G2,LSY,209,0
S30G3,LSY,210,0
J31A,LSY,211,1
J31B,LSY,212,1
S31C,LSY,213,0
S31D,LSY,214,0
S31G1,LSY,215,0
S31G2,LSY,216,0
S31G3,LSY,217,0
J32A,LSY,218,1
J32B,LSY,219,1
S32C,LSY,220,0
S32D,LSY,221,0
S32G1,LSY,222,0
S32G2,LSY,223,0
S32G3,LSY,224,0
J33A,LSY,225,1
J33B,LSY,226,1
S33C,LSY,227,0
S33D,LSY,228,0
S33G1,LSY,229,0
S33G2,LSY,230,0
S33G3,LSY,231,0
J34A,LSY,232,1
J34B,LSY,233,1
S34C,LSY,234,0
S34D,LSY,235,0
S34G1,LSY,236,0
S34G2,LSY,237,0
S34G3,LSY,238,0
J35A,LSY,239,1
J35B,LSY,240,1
S35C,LSY,241,0
S35D,LSY,242,0
S35G1,LSY,243,0
S35G2,LSY,244,0
S35G3,LSY,245,0
J36A,LSY,246,1
J36B,LSY,247,1
S36C,LSY,248,0
S36D,LSY,249,0
S36G1,LSY,250,0
S36G2,LSY,251,0
S36G3,LSY,252,0
J37A,LSY,253,1
J37B,LSY,254,1
S37C,LSY,255,0
S37D,LSY,256,0
S37G1,LSY,257,0
S37G2,LSY,258,0
S37G3,LSY,259,0
J38A,LSY,260,1
J38B,LSY,261,1
S38C,LSY,262,0
S38D,LSY,263,0
S38G1,LSY,264,0
S38G2,LSY,265,0
S38G3,LSY,266,0
J39A,LSY,267,1
J39B,LSY,268,1
S39C,LSY,269,0
S39D,LSY,270,0
S39G1,LSY,271,0
S39G2,LSY,272,0
S39G3,LSY,273,0
J40A,LSY,274,1
J40B,LSY,275,1
S40C,LSY,276,0
S40D,LSY,277,0
S40G1,LSY,278,0
S40G2,LSY,279,0
S40G3,LSY,280,0
J41A,LSY,281,1
J41B,LSY,282,1
S41C,LSY,283,0
S41D,LSY,284,0
S41G1,LSY,285,0
S41G2,LSY,286,0
S41G3,LSY,287,0
J42A,LSY,288,1
J42B,LSY,289,1
S42C,LSY,290,0
S42D,LSY,291,0
S42G1,LSY,292,0
S42G2,LSY,293,0
S42G3,LSY,294,0
J43A,LSY,295,1
J43B,LSY,296,1
S43C,LSY,297,0
S43D,LSY,298,0
S43G1,LSY,299,0
S43G2,LSY,300,0
S43G3,LSY,301,0
J44A,LSY,302,1
J44B,LSY,303,1
S44C,LSY,304,0
S44D,LSY,305,0
S44G1,LSY,306,0
S44G2,LSY,307,0
S44G3,LSY,308,0
J45A,LSY,309,1
J45B,LSY,310,1
S45C,LSY,311,0
S45D,LSY,312,0
S45G1,LSY,313,0
S45G2,LSY,314,0
S45G3,LSY,315,0
J46A,LSY,316,1
J46B,LSY,317,1
S46C,LSY,318,0
S46D,LSY,319,0
S46G1,LSY,320,0
S46G2,LSY,321,0
S46G3,LSY,322,0
J47A,LSY,323,1
J47B,LSY,324,1
S47C,LSY,325,0
S47D,LSY,326,0
S47G1,LSY,327,0
S47G2,LSY,328,0
S47G3,LSY,329,0
J48A,LSY,330,1
J48B,LSY,331,1
S48C,LSY,332,0
S48D,LSY,333,0
S48G1,LSY,334,0
S48G2,LSY,335,0
S48G3,LSY,336,0
J49A,LSY,337,1
J49B,LSY,338,1
S49C,LSY,339,0
S49D,LSY,340,0
S49G1,LSY,341,0
S49G2,LSY,342,0
S49G3,LSY,343,0
J50A,LSY,344,1
J50B,LSY,345,1
S50C,LSY,346,0
S50D,LSY,347,0
S50G1,LSY,348,0
S50G2,LSY,349,0
S50G3,LSY,350,0
J51A,LSY,351,1
J51B,LSY,352,1
S51C,LSY,353,0
S51D,LSY,354,0
S51G1,LSY,355,0
S51G2,LSY,356,0
S51G3,LSY,357,0
J52A,LSY,358,1
J52B,LSY,359,1
S52C,LSY,360,0
S52D,LSY,361,0
S52G1,LSY,362,0
S52G2,LSY,363,0
S52G3,LSY,364,0
J53A,LSY,365,1
J53B,LSY,366,1
S53C,LSY,367,0
S53D,LSY,368,0
S53G1,LSY,369,0
S53G2,LSY,370,0
S53G3,LSY,371,0
J54A,LSY,372,1
J54B,LSY,373,1
S54C,LSY,374,0
S54D,LSY,375,0
S54G1,LSY,376,0
S54G2,LSY,377,0
S54G3,LSY,378,0
J55A,LSY,379,1
J55B,LSY,380,1
S55C,LSY,381,0
S55D,LSY,382,0
S55G1,LSY,383,0
S55G2,LSY,384,0
S55G3,LSY,385,0
J56A,LSY,386,1
J56B,LSY,387,1
S56C,LSY,388,0
S56D,LSY,389,0
S56G1,LSY,390,0
S56G2,LSY,391,0
S56G3,LSY,392,0
J57A,LSY,393,1
J57B,LSY,394,1
S57C,LSY,395,0
S57D,LSY,396,0
S57G1,LSY,397,0
S57G2,LSY,398,0
S57G3,LSY,399,0
J58A,LSY,400,1
J58B,LSY,401,1
S58C,LSY,402,0
S58D,LSY,403,0
S58G1,LSY,404,0
S58G2,LSY,405,0
S58G3,LSY,406,0
J59A,LSY,407,1
J59B,LSY,408,1
S59C,LSY,409,0
S59D,LSY,410,0
S59G1,LSY,411,0
S59G2,LSY,412,0
S59G3,LSY,413,0
J60A,LSY,414,1
J60B,LSY,415,1
S60C,LSY,416,0
S60D,LSY,417,0
S60G1,LSY,418,0
S60G2,LSY,419,0
S60G3,LSY,420,0
J61A,LSY,421,1
J61B,LSY,422,1
S61C,LSY,423,0
S61D,LSY,424,0
S61G1,LSY,425,0
S61G2,LSY,426,0
S61G3,LSY,427,0
J62A,LSY,428,1
J62B,LSY,429,1
S62C,LSY,430,0
S62D,LSY,431,0
S62G1,LSY,432,0
S62G2,LSY,433,0
S62G3,LSY,434,0
J63A,LSY,435,1
J63B,LSY,436,1
S63C,LSY,437,0
S63D,LSY,438,0
S63G1,LSY,439,0
S63G2,LSY,440,0
S63G3,LSY,441,0
J64A,LSY,442,1
J64B,LSY,443,1
S64C,LSY,444,0
S64D,LSY,445,0
S64G1,LSY,446,0
S64G2,LSY,447,0
S64G3,LSY,448,0
J65A,LSY,449,1
J65B,LSY,450,1
S65C,LSY,451,0
S65D,LSY,452,0
S65G1,LSY,453,0
S65G2,LSY,454,0
S65G3,LSY,455,0
J66A,LSY,456,1
J66B,LSY,457,1
S66C,LSY,458,0
S66D,LSY,459,0
S66G1,LSY,460,0
S66G2,LSY,461,0
S66G3,LSY,462,0
J67A,LSY,463,1
J67B,LSY,464,1
S67C,LSY,465,0
S67D,LSY,466,0
S67G1,LSY,467,0
S67G2,LSY,468,0
S67G3,LSY,469,0
J68A,LSY,470,1
J68B,LSY,471,1
S68C,LSY,472,0
S68D,LSY,473,0
S68G1,LSY,474,0
S68G2,LSY,475,0
S68G3,LSY,476,0
J69A,LSY,477,1
J69B,LSY,478,1
S69C,LSY,479,0
S69D,LSY,480,0
S69G1,LSY,481,0
S69G2,LSY,482,0
S69G3,LSY,483,0
J70A,LSY,484,1
J70B,LSY,485,1
S70C,LSY,486,0
S70D,LSY,487,0
S70G1,LSY,488,0
S70G2,LSY,489,0
S70G3,LSY,490,0
J71A,LSY,491,1
J71B,LSY,492,1
S71C,LSY,493,0
S71D,LSY,494,0
S71G1,LSY,495,0
S71G2,LSY,496,0
S71G3,LSY,497,0
J72A,LSY,498,1
J72B,LSY,499,1
S72C,LSY,500,0
S72D,LSY,501,0
S72G1,LSY,502,0
S72G2,LSY,503,0
S72G3,LSY,504,0
J73A,LSY,505,1
J73B,LSY,506,1
S73C,LSY,507,0
S73D,LSY,508,0
S73G1,LSY,509,0
S73G2,LSY,510,0
S73G3,LSY,511,0
J74A,LSY,512,1
J74B,LSY,513,1
S74C,LSY,514,0
S74D,LSY,515,0
S74G1,LSY,516,0
S74G2,LSY,517,0
S74G3,LSY,518,0
J75A,LSY,519,1
J75B,LSY,520,1
S75C,LSY,521,0
S75D,LSY,522,0
S75G1,LSY,523,0
S75G2,LSY,524,0
S75G3,LSY,525,0
J76A,LSY,526,1
J76B,LSY,527,1
S76C,LSY,528,0
S76D,LSY,529,0
S76G1,LSY,530,0
S76G2,LSY,531,0
S76G3,LSY,532,0
J77A,LSY,533,1
J77B,LSY,534,1
S77C,LSY,535,0
S77D,LSY,536,0
S77G1,LSY,537,0
S77G2,LSY,538,0
S77G3,LSY,539,0
J78A,LSY,540,1
J78B,LSY,541,1
S78C,LSY,542,0
S78D,LSY,543,0
S78G1,LSY,544,0
S78G2,LSY,545,0
S78G3,LSY,546,0
J79A,LSY,547,1
J79B,LSY,548,1
S79C,LSY,549,0
S79D,LSY,550,0
S79G1,LSY,551,0
S79G2,LSY,552,0
S79G3,LSY,553,0
J80A,LSY,554,1
J80B,LSY,555,1
S80C,LSY,556,0
S80D,LSY,557,0
S80G1,LSY,558,0
S80G2,LSY,559,0
S80G3,LSY,560,0
