sector_id,line_code,from_station_id,to_station_id,seq,is_shared
SEC:LSX:J9B_N9C,LSX,J9B,N9C,58,0
SEC:LSX:N9C_N9D,LSX,N9C,N9D,59,0
SEC:LSX:N9D_N9G1,LSX,N9D,N9G1,60,0
SEC:LSX:N9G1_N9G2,LSX,N9G1,N9G2,61,0
SEC:LSX:N9G2_N9G3,LSX,N9G2,N9G3,62,0
SEC:LSX:N9G3_J10A,LSX,N9G3,J10A,63,0
SEC:LSX:J10A_J10B,LSX,J10A,J10B,64,1
SEC:LSX:J10B_N10C,LSX,J10B,N10C,65,0
SEC:LSX:N10C_N10D,LSX,N10C,N10D,66,0
SEC:LSX:N10D_N10G1,LSX,N10D,N10G1,67,0
SEC:LSX:N10G1_N10G2,LSX,N10G1,N10G2,68,0
SEC:LSX:N10G2_N10G3,LSX,N10G2,N10G3,69,0
SEC:LSX:N10G3_J11A,LSX,N10G3,J11A,70,0
SEC:LSX:J11A_J11B,LSX,J11A,J11B,71,1
SEC:LSX:J11B_N11C,LSX,J11B,N11C,72,0
SEC:LSX:N11C_N11D,LSX,N11C,N11D,73,0
SEC:LSX:N11D_N11G1,LSX,N11D,N11G1,74,0
SEC:LSX:N11G1_N11G2,LSX,N11G1,N11G2,75,0
SEC:LSX:N11G2_N11G3,LSX,N11G2,N11G3,76,0
SEC:LSX:N11G3_J12A,LSX,N11G3,J12A,77,0
SEC:LSX:J12A_J12B,LSX,J12A,J12B,78,1
SEC:LSX:J12B_N12C,LSX,J12B,N12C,79,0
SEC:LSX:N12C_N12D,LSX,N12C,N12D,80,0
SEC:LSX:N12D_N12G1,LSX,N12D,N12G1,81,0
SEC:LSX:N12G1_N12G2,LSX,N12G1,N12G2,82,0
SEC:LSX:N12G2_N12G3,LSX,N12G2,N12G3,83,0
SEC:LSX:N12G3_J13A,LSX,N12G3,J13A,84,0
SEC:LSX:J13A_J13B,LSX,J13A,J13B,85,1
SEC:LSX:J13B_N13C,LSX,J13B,N13C,86,0
SEC:LSX:N13C_N13D,LSX,N13C,N13D,87,0
SEC:LSX:N13D_N13G1,LSX,N13D,N13G1,88,0
SEC:LSX:N13G1_N13G2,LSX,N13G1,N13G2,89,0
SEC:LSX:N13G2_N13G3,LSX,N13G2,N13G3,90,0
SEC:LSX:N13G3_J14A,LSX,N13G3,J14A,91,0
SEC:LSX:J14A_J14B,LSX,J14A,J14B,92,1
SEC:LSX:J14B_N14C,LSX,J14B,N14C,93,0
SEC:LSX:N14C_N14D,LSX,N14C,N14D,94,0
SEC:LSX:N14D_N14G1,LSX,N14D,N14G1,95,0
SEC:LSX:N14G1_N14G2,LSX,N14G1,N14G2,96,0
SEC:LSX:N14G2_N14G3,LSX,N14G2,N14G3,97,0
SEC:LSX:N14G3_J15A,LSX,N14G3,J15A,98,0
SEC:LSX:J15A_J15B,LSX,J15A,J15B,99,1
SEC:LSX:J15B_N15C,LSX,J15B,N15C,100,0
SEC:LSX:N15C_N15D,LSX,N15C,N15D,101,0
SEC:LSX:N15D_N15G1,LSX,N15D,N15G1,102,0
SEC:LSX:N15G1_N15G2,LSX,N15G1,N15G2,103,0
SEC:LSX:N15G2_N15G3,LSX,N15G2,N15G3,104,0
SEC:LSX:N15G3_J16A,LSX,N15G3,J16A,105,0
SEC:LSX:J16A_J16B,LSX,J16A,J16B,106,1
SEC:LSX:J16B_N16C,LSX,J16B,N16C,107,0
SEC:LSX:N16C_N16D,LSX,N16C,N16D,108,0
SEC:LSX:N16D_N16G1,LSX,N16D,N16G1,109,0
SEC:LSX:N16G1_N16G2,LSX,N16G1,N16G2,110,0
SEC:LSX:N16G2_N16G3,LSX,N16G2,N16G3,111,0
SEC:LSX:N16G3_J17A,LSX,N16G3,J17A,112,0
SEC:LSX:J17A_J17B,LSX,J17A,J17B,113,1
SEC:LSX:J17B_N17C,LSX,J17B,N17C,114,0
SEC:LSX:N17C_N17D,LSX,N17C,N17D,115,0
SEC:LSX:N17D_N17G1,LSX,N17D,N17G1,116,0
SEC:LSX:N17G1_N17G2,LSX,N17G1,N17G2,117,0
SEC:LSX:N17G2_N17G3,LSX,N17G2,N17G3,118,0
SEC:LSX:N17G3_J18A,LSX,N17G3,J18A,119,0
SEC:LSX:J18A_J18B,LSX,J18A,J18B,120,1
SEC:LSX:J18B_N18C,LSX,J18B,N18C,121,0
SEC:LSX:N18C_N18D,LSX,N18C,N18D,122,0
SEC:LSX:N18D_N18G1,LSX,N18D,N18G1,123,0
SEC:LSX:N18G1_N18G2,LSX,N18G1,N18G2,124,0
SEC:LSX:N18G2_N18G3,LSX,N18G2,N18G3,125,0
SEC:LSX:N18G3_J19A,LSX,N18G3,J19A,126,0
SEC:LSX:J19A_J19B,LSX,J19A,J19B,127,1
SEC:LSX:J19B_N19C,LSX,J19B,N19C,128,0
SEC:LSX:N19C_N19D,LSX,N19C,N19D,129,0
SEC:LSX:N19D_N19G1,LSX,N19D,N19G1,130,0
SEC:LSX:N19G1_N19G2,LSX,N19G1,N19G2,131,0
SEC:LSX:N19G2_N19G3,LSX,N19G2,N19G3,132,0
SEC:LSX:N19G3_J20A,LSX,N19G3,J20A,133,0
SEC:LSX:J20A_J20B,LSX,J20A,J20B,134,1
SEC:LSX:J20B_N20C,LSX,J20B,N20C,135,0
SEC:LSX:N20C_N20D,LSX,N20C,N20D,136,0
SEC:LSX:N20D_N20G1,LSX,N20D,N20G1,137,0
SEC:LSX:N20G1_N20G2,LSX,N20G1,N20G2,138,0
SEC:LSX:N20G2_N20G3,LSX,N20G2,N20G3,139,0
SEC:LSX:N20G3_J21A,LSX,N20G3,J21A,140,0
SEC:LSX:J21A_J21B,LSX,J21A,J21B,141,1
SEC:LSX:J21B_N21C,LSX,J21B,N21C,142,0
SEC:LSX:N21C_N21D,LSX,N21C,N21D,143,0
SEC:LSX:N21D_N21G1,LSX,N21D,N21G1,144,0
SEC:LSX:N21G1_N21G2,LSX,N21G1,N21G2,145,0
SEC:LSX:N21G2_N21G3,LSX,N21G2,N21G3,146,0
SEC:LSX:N21G3_J22A,LSX,N21G3,J22A,147,0
SEC:LSX:J22A_J22B,LSX,J22A,J22B,148,1
SEC:LSX:J22B_N22C,LSX,J22B,N22C,149,0
SEC:LSX:N22C_N22D,LSX,N22C,N22D,150,0
SEC:LSX:N22D_N22G1,LSX,N22D,N22G1,151,0
SEC:LSX:N22G1_N22G2,LSX,N22G1,N22G2,152,0
SEC:LSX:N22G2_N22G3,LSX,N22G2,N22G3,153,0
SEC:LSX:N22G3_J23A,LSX,N22G3,J23A,154,0
SEC:LSX:J23A_J23B,LSX,J23A,J23B,155,1
SEC:LSX:J23B_N23C,LSX,J23B,N23C,156,0
SEC:LSX:N23C_N23D,LSX,N23C,N23D,157,0
SEC:LSX:N23D_N23G1,LSX,N23D,N23G1,158,0
SEC:LSX:N23G1_N23G2,LSX,N23G1,N23G2,159,0
SEC:LSX:N23G2_N23G3,LSX,N23G2,N23G3,160,0
SEC:LSX:N23G3_J24A,LSX,N23G3,J24A,161,0
SEC:LSX:J24A_J24B,LSX,J24A,J24B,162,1
SEC:LSX:J24B_N24C,LSX,J24B,N24C,163,0
SEC:LSX:N24C_N24D,LSX,N24C,N24D,164,0
SEC:LSX:N24D_N24G1,LSX,N24D,N24G1,165,0
SEC:LSX:N24G1_N24G2,LSX,N24G1,N24G2,166,0
SEC:LSX:N24G2_N24G3,LSX,N24G2,N24G3,167,0
SEC:LSX:N24G3_J25A,LSX,N24G3,J25A,168,0
SEC:LSX:J25A_J25B,LSX,J25A,J25B,169,1
SEC:LSX:J25B_N25C,LSX,J25B,N25C,170,0
SEC:LSX:N25C_N25D,LSX,N25C,N25D,171,0
SEC:LSX:N25D_N25G1,LSX,N25D,N25G1,172,0
SEC:LSX:N25G1_N25G2,LSX,N25G1,N25G2,173,0
SEC:LSX:N25G2_N25G3,LSX,N25G2,N25G3,174,0
SEC:LSX:N25G3_J26A,LSX,N25G3,J26A,175,0
SEC:LSX:J26A_J26B,LSX,J26A,J26B,176,1
SEC:LSX:J26B_N26C,LSX,J26B,N26C,177,0
SEC:LSX:N26C_N26D,LSX,N26C,N26D,178,0
SEC:LSX:N26D_N26G1,LSX,N26D,N26G1,179,0
SEC:LSX:N26G1_N26G2,LSX,N26G1,N26G2,180,0
SEC:LSX:N26G2_N26G3,LSX,N26G2,N26G3,181,0
SEC:LSX:N26G3_J27A,LSX,N26G3,J27A,182,0
SEC:LSX:J27A_J27B,LSX,J27A,J27B,183,1
SEC:LSX:J27B_N27C,LSX,J27B,N27C,184,0
SEC:LSX:N27C_N27D,LSX,N27C,N27D,185,0
SEC:LSX:N27D_N27G1,LSX,N27D,N27G1,186,0
SEC:LSX:N27G1_N27G2,LSX,N27G1,N27G2,187,0
SEC:LSX:N27G2_N27G3,LSX,N27G2,N27G3,188,0
SEC:LSX:N27G3_J28A,LSX,N27G3,J28A,189,0
SEC:LSX:J28A_J28B,LSX,J28A,J28B,190,1
SEC:LSX:J28B_N28C,LSX,J28B,N28C,191,0
SEC:LSX:N28C_N28D,LSX,N28C,N28D,192,0
SEC:LSX:N28D_N28G1,LSX,N28D,N28G1,193,0
SEC:LSX:N28G1_N28G2,LSX,N28G1,N28G2,194,0
SEC:LSX:N28G2_N28G3,LSX,N28G2,N28G3,195,0
SEC:LSX:N28G3_J29A,LSX,N28G3,J29A,196,0
SEC:LSX:J29A_J29B,LSX,J29A,J29B,197,1
SEC:LSX:J29B_N29C,LSX,J29B,N29C,198,0
SEC:LSX:N29C_N29D,LSX,N29C,N29D,199,0
SEC:LSX:N29D_N29G1,LSX,N29D,N29G1,200,0
SEC:LSX:N29G1_N29G2,LSX,N29G1,N29G2,201,0
SEC:LSX:N29G2_N29G3,LSX,N29G2,N29G3,202,0
SEC:LSX:N29G3_J30A,LSX,N29G3,J30A,203,0
SEC:LSX:J30A_J30B,LSX,J30A,J30B,204,1
SEC:LSX:J30B_N30C,LSX,J30B,N30C,205,0
SEC:LSX:N30C_N30D,LSX,N30C,N30D,206,0
SEC:LSX:N30D_N30G1,LSX,N30D,N30G1,207,0
SEC:LSX:N30G1_N30G2,LSX,N30G1,N30G2,208,0
SEC:LSX:N30G2_N30G3,LSX,N30G2,N30G3,209,0
SEC:LSX:N30G3_J31A,LSX,N30G3,J31A,210,0
SEC:LSX:J31A_J31B,LSX,J31A,J31B,211,1
SEC:LSX:J31B_N31C,LSX,J31B,N31C,212,0
SEC:LSX:N31C_N31D,LSX,N31C,N31D,213,0
SEC:LSX:N31D_N31G1,LSX,N31D,N31G1,214,0
SEC:LSX:N31G1_N31G2,LSX,N31G1,N31G2,215,0
SEC:LSX:N31G2_N31G3,LSX,N31G2,N31G3,216,0
SEC:LSX:N31G3_J32A,LSX,N31G3,J32A,217,0
SEC:LSX:J32A_J32B,LSX,J32A,J32B,218,1
SEC:LSX:J32B_N32C,LSX,J32B,N32C,219,0
SEC:LSX:N32C_N32D,LSX,N32C,N32D,220,0
SEC:LSX:N32D_N32G1,LSX,N32D,N32G1,221,0
SEC:LSX:N32G1_N32G2,LSX,N32G1,N32G2,222,0
SEC:LSX:N32G2_N32G3,LSX,N32G2,N32G3,223,0
SEC:LSX:N32G3_J33A,LSX,N32G3,J33A,224,0
SEC:LSX:J33A_J33B,LSX,J33A,J33B,225,1
SEC:LSX:J33B_N33C,LSX,J33B,N33C,226,0
SEC:LSX:N33C_N33D,LSX,N33C,N33D,227,0
SEC:LSX:N33D_N33G1,LSX,N33D,N33G1,228,0
SEC:LSX:N33G1_N33G2,LSX,N33G1,N33G2,229,0
SEC:LSX:N33G2_N33G3,LSX,N33G2,N33G3,230,0
SEC:LSX:N33G3_J34A,LSX,N33G3,J34A,231,0
SEC:LSX:J34A_J34B,LSX,J34A,J34B,232,1
SEC:LSX:J34B_N34C,LSX,J34B,N34C,233,0
SEC:LSX:N34C_N34D,LSX,N34C,N34D,234,0
SEC:LSX:N34D_N34G1,LSX,N34D,N34G1,235,0
SEC:LSX:N34G1_N34G2,LSX,N34G1,N34G2,236,0
SEC:LSX:N34G2_N34G3,LSX,N34G2,N34G3,237,0
SEC:LSX:N34G3_J35A,LSX,N34G3,J35A,238,0
SEC:LSX:J35A_J35B,LSX,J35A,J35B,239,1
SEC:LSX:J35B_N35C,LSX,J35B,N35C,240,0
SEC:LSX:N35C_N35D,LSX,N35C,N35D,241,0
SEC:LSX:N35D_N35G1,LSX,N35D,N35G1,242,0
SEC:LSX:N35G1_N35G2,LSX,N35G1,N35G2,243,0
SEC:LSX:N35G2_N35G3,LSX,N35G2,N35G3,244,0
SEC:LSX:N35G3_J36A,LSX,N35G3,J36A,245,0
SEC:LSX:J36A_J36B,LSX,J36A,J36B,246,1
SEC:LSX:J36B_N36C,LSX,J36B,N36C,247,0
SEC:LSX:N36C_N36D,LSX,N36C,N36D,248,0
SEC:LSX:N36D_N36G1,LSX,N36D,N36G1,249,0
SEC:LSX:N36G1_N36G2,LSX,N36G1,N36G2,250,0
SEC:LSX:N36G2_N36G3,LSX,N36G2,N36G3,251,0
SEC:LSX:N36G3_J37A,LSX,N36G3,J37A,252,0
SEC:LSX:J37A_J37B,LSX,J37A,J37B,253,1
SEC:LSX:J37B_N37C,LSX,J37B,N37C,254,0
SEC:LSX:N37C_N37D,LSX,N37C,N37D,255,0
SEC:LSX:N37D_N37G1,LSX,N37D,N37G1,256,0
SEC:LSX:N37G1_N37G2,LSX,N37G1,N37G2,257,0
SEC:LSX:N37G2_N37G3,LSX,N37G2,N37G3,258,0
SEC:LSX:N37G3_J38A,LSX,N37G3,J38A,259,0
SEC:LSX:J38A_J38B,LSX,J38A,J38B,260,1
SEC:LSX:J38B_N38C,LSX,J38B,N38C,261,0
SEC:LSX:N38C_N38D,LSX,N38C,N38D,262,0
SEC:LSX:N38D_N38G1,LSX,N38D,N38G1,263,0
SEC:LSX:N38G1_N38G2,LSX,N38G1,N38G2,264,0
SEC:LSX:N38G2_N38G3,LSX,N38G2,N38G3,265,0
SEC:LSX:N38G3_J39A,LSX,N38G3,J39A,266,0
SEC:LSX:J39A_J39B,LSX,J39A,J39B,267,1
SEC:LSX:J39B_N39C,LSX,J39B,N39C,268,0
SEC:LSX:N39C_N39D,LSX,N39C,N39D,269,0
SEC:LSX:N39D_N39G1,LSX,N39D,N39G1,270,0
SEC:LSX:N39G1_N39G2,LSX,N39G1,N39G2,271,0
SEC:LSX:N39G2_N39G3,LSX,N39G2,N39G3,272,0
SEC:LSX:N39G3_J40A,LSX,N39G3,J40A,273,0
SEC:LSX:J40A_J40B,LSX,J40A,J40B,274,1
SEC:LSX:J40B_N40C,LSX,J40B,N40C,275,0
SEC:LSX:N40C_N40D,LSX,N40C,N40D,276,0
SEC:LSX:N40D_N40G1,LSX,N40D,N40G1,277,0
SEC:LSX:N40G1_N40G2,LSX,N40G1,N40G2,278,0
SEC:LSX:N40G2_N40G3,LSX,N40G2,N40G3,279,0
SEC:LSX:N40G3_J41A,LSX,N40G3,J41A,280,0
SEC:LSX:J41A_J41B,LSX,J41A,J41B,281,1
SEC:LSX:J41B_N41C,LSX,J41B,N41C,282,0
SEC:LSX:N41C_N41D,LSX,N41C,N41D,283,0
SEC:LSX:N41D_N41G1,LSX,N41D,N41G1,284,0
SEC:LSX:N41G1_N41G2,LSX,N41G1,N41G2,285,0
SEC:LSX:N41G2_N41G3,LSX,N41G2,N41G3,286,0
SEC:LSX:N41G3_J42A,LSX,N41G3,J42A,287,0
SEC:LSX:J42A_J42B,LSX,J42A,J42B,288,1
SEC:LSX:J42B_N42C,LSX,J42B,N42C,289,0
SEC:LSX:N42C_N42D,LSX,N42C,N42D,290,0
SEC:LSX:N42D_N42G1,LSX,N42D,N42G1,291,0
SEC:LSX:N42G1_N42G2,LSX,N42G1,N42G2,292,0
SEC:LSX:N42G2_N42G3,LSX,N42G2,N42G3,293,0
SEC:LSX:N42G3_J43A,LSX,N42G3,J43A,294,0
SEC:LSX:J43A_J43B,LSX,J43A,J43B,295,1
SEC:LSX:J43B_N43C,LSX,J43B,N43C,296,0
SEC:LSX:N43C_N43D,LSX,N43C,N43D,297,0
SEC:LSX:N43D_N43G1,LSX,N43D,N43G1,298,0
SEC:LSX:N43G1_N43G2,LSX,N43G1,N43G2,299,0
SEC:LSX:N43G2_N43G3,LSX,N43G2,N43G3,300,0
SEC:LSX:N43G3_J44A,LSX,N43G3,J44A,301,0
SEC:LSX:J44A_J44B,LSX,J44A,J44B,302,1
SEC:LSX:J44B_N44C,LSX,J44B,N44C,303,0
SEC:LSX:N44C_N44D,LSX,N44C,N44D,304,0
SEC:LSX:N44D_N44G1,LSX,N44D,N44G1,305,0
SEC:LSX:N44G1_N44G2,LSX,N44G1,N44G2,306,0
SEC:LSX:N44G2_N44G3,LSX,N44G2,N44G3,307,0
SEC:LSX:N44G3_J45A,LSX,N44G3,J45A,308,0
SEC:LSX:J45A_J45B,LSX,J45A,J45B,309,1
SEC:LSX:J45B_N45C,LSX,J45B,N45C,310,0
SEC:LSX:N45C_N45D,LSX,N45C,N45D,311,0
SEC:LSX:N45D_N45G1,LSX,N45D,N45G1,312,0
SEC:LSX:N45G1_N45G2,LSX,N45G1,N45G2,313,0
SEC:LSX:N45G2_N45G3,LSX,N45G2,N45G3,314,0
SEC:LSX:N45G3_J46A,LSX,N45G3,J46A,315,0
SEC:LSX:J46A_J46B,LSX,J46A,J46B,316,1
SEC:LSX:J46B_N46C,LSX,J46B,N46C,317,0
SEC:LSX:N46C_N46D,LSX,N46C,N46D,318,0
SEC:LSX:N46D_N46G1,LSX,N46D,N46G1,319,0
SEC:LSX:N46G1_N46G2,LSX,N46G1,N46G2,320,0
SEC:LSX:N46G2_N46G3,LSX,N46G2,N46G3,321,0
SEC:LSX:N46G3_J47A,LSX,N46G3,J47A,322,0
SEC:LSX:J47A_J47B,LSX,J47A,J47B,323,1
SEC:LSX:J47B_N47C,LSX,J47B,N47C,324,0
SEC:LSX:N47C_N47D,LSX,N47C,N47D,325,0
SEC:LSX:N47D_N47G1,LSX,N47D,N47G1,326,0
SEC:LSX:N47G1_N47G2,LSX,N47G1,N47G2,327,0
SEC:LSX:N47G2_N47G3,LSX,N47G2,N47G3,328,0
SEC:LSX:N47G3_J48A,LSX,N47G3,J48A,329,0
SEC:LSX:J48A_J48B,LSX,J48A,J48B,330,1
SEC:LSX:J48B_N48C,LSX,J48B,N48C,331,0
SEC:LSX:N48C_N48D,LSX,N48C,N48D,332,0
SEC:LSX:N48D_N48G1,LSX,N48D,N48G1,333,0
SEC:LSX:N48G1_N48G2,LSX,N48G1,N48G2,334,0
SEC:LSX:N48G2_N48G3,LSX,N48G2,N48G3,335,0
SEC:LSX:N48G3_J49A,LSX,N48G3,J49A,336,0
SEC:LSX:J49A_J49B,LSX,J49A,J49B,337,1
SEC:LSX:J49B_N49C,LSX,J49B,N49C,338,0
SEC:LSX:N49C_N49D,LSX,N49C,N49D,339,0
SEC:LSX:N49D_N49G1,LSX,N49D,N49G1,340,0
SEC:LSX:N49G1_N49G2,LSX,N49G1,N49G2,341,0
SEC:LSX:N49G2_N49G3,LSX,N49G2,N49G3,342,0
SEC:LSX:N49G3_J50A,LSX,N49G3,J50A,343,0
SEC:LSX:J50A_J50B,LSX,J50A,J50B,344,1
SEC:LSX:J50B_N50C,LSX,J50B,N50C,345,0
SEC:LSX:N50C_N50D,LSX,N50C,N50D,346,0
SEC:LSX:N50D_N50G1,LSX,N50D,N50G1,347,0
SEC:LSX:N50G1_N50G2,LSX,N50G1,N50G2,348,0
SEC:LSX:N50G2_N50G3,LSX,N50G2,N50G3,349,0
SEC:LSX:N50G3_J51A,LSX,N50G3,J51A,350,0
SEC:LSX:J51A_J51B,LSX,J51A,J51B,351,1
SEC:LSX:J51B_N51C,LSX,J51B,N51C,352,0
SEC:LSX:N51C_N51D,LSX,N51C,N51D,353,0
SEC:LSX:N51D_N51G1,LSX,N51D,N51G1,354,0
SEC:LSX:N51G1_N51G2,LSX,N51G1,N51G2,355,0
SEC:LSX:N51G2_N51G3,LSX,N51G2,N51G3,356,0
SEC:LSX:N51G3_J52A,LSX,N51G3,J52A,357,0
SEC:LSX:J52A_J52B,LSX,J52A,J52B,358,1
SEC:LSX:J52B_N52C,LSX,J52B,N52C,359,0
SEC:LSX:N52C_N52D,LSX,N52C,N52D,360,0
SEC:LSX:N52D_N52G1,LSX,N52D,N52G1,361,0
SEC:LSX:N52G1_N52G2,LSX,N52G1,N52G2,362,0
SEC:LSX:N52G2_N52G3,LSX,N52G2,N52G3,363,0
SEC:LSX:N52G3_J53A,LSX,N52G3,J53A,364,0
SEC:LSX:J53A_J53B,LSX,J53A,J53B,365,1
SEC:LSX:J53B_N53C,LSX,J53B,N53C,366,0
SEC:LSX:N53C_N53D,LSX,N53C,N53D,367,0
SEC:LSX:N53D_N53G1,LSX,N53D,N53G1,368,0
SEC:LSX:N53G1_N53G2,LSX,N53G1,N53G2,369,0
SEC:LSX:N53G2_N53G3,LSX,N53G2,N53G3,370,0
SEC:LSX:N53G3_J54A,LSX,N53G3,J54A,371,0
SEC:LSX:J54A_J54B,LSX,J54A,J54B,372,1
SEC:LSX:J54B_N54C,LSX,J54B,N54C,373,0
SEC:LSX:N54C_N54D,LSX,N54C,N54D,374,0
SEC:LSX:N54D_N54G1,LSX,N54D,N54G1,375,0
SEC:LSX:N54G1_N54G2,LSX,N54G1,N54G2,376,0
SEC:LSX:N54G2_N54G3,LSX,N54G2,N54G3,377,0
SEC:LSX:N54G3_J55A,LSX,N54G3,J55A,378,0
SEC:LSX:J55A_J55B,LSX,J55A,J55B,379,1
SEC:LSX:J55B_N55C,LSX,J55B,N55C,380,0
SEC:LSX:N55C_N55D,LSX,N55C,N55D,381,0
SEC:LSX:N55D_N55G1,LSX,N55D,N55G1,382,0
SEC:LSX:N55G1_N55G2,LSX,N55G1,N55G2,383,0
SEC:LSX:N55G2_N55G3,LSX,N55G2,N55G3,384,0
SEC:LSX:N55G3_J56A,LSX,N55G3,J56A,385,0
SEC:LSX:J56A_J56B,LSX,J56A,J56B,386,1
SEC:LSX:J56B_N56C,LSX,J56B,N56C,387,0
SEC:LSX:N56C_N56D,LSX,N56C,N56D,388,0
SEC:LSX:N56D_N56G1,LSX,N56D,N56G1,389,0
SEC:LSX:N56G1_N56G2,LSX,N56G1,N56G2,390,0
SEC:LSX:N56G2_N56G3,LSX,N56G2,N56G3,391,0
SEC:LSX:N56G3_J57A,LSX,N56G3,J57A,392,0
SEC:LSX:J57A_J57B,LSX,J57A,J57B,393,1
SEC:LSX:J57B_N57C,LSX,J57B,N57C,394,0
SEC:LSX:N57C_N57D,LSX,N57C,N57D,395,0
SEC:LSX:N57D_N57G1,LSX,N57D,N57G1,396,0
SEC:LSX:N57G1_N57G2,LSX,N57G1,N57G2,397,0
SEC:LSX:N57G2_N57G3,LSX,N57G2,N57G3,398,0
SEC:LSX:N57G3_J58A,LSX,N57G3,J58A,399,0
SEC:LSX:J58A_J58B,LSX,J58A,J58B,400,1
SEC:LSX:J58B_N58C,LSX,J58B,N58C,401,0
SEC:LSX:N58C_N58D,LSX,N58C,N58D,402,0
SEC:LSX:N58D_N58G1,LSX,N58D,N58G1,403,0
SEC:LSX:N58G1_N58G2,LSX,N58G1,N58G2,404,0
SEC:LSX:N58G2_N58G3,LSX,N58G2,N58G3,405,0
SEC:LSX:N58G3_J59A,LSX,N58G3,J59A,406,0
SEC:LSX:J59A_J59B,LSX,J59A,J59B,407,1
SEC:LSX:J59B_N59C,LSX,J59B,N59C,408,0
SEC:LSX:N59C_N59D,LSX,N59C,N59D,409,0
SEC:LSX:N59D_N59G1,LSX,N59D,N59G1,410,0
SEC:LSX:N59G1_N59G2,LSX,N59G1,N59G2,411,0
SEC:LSX:N59G2_N59G3,LSX,N59G2,N59G3,412,0
SEC:LSX:N59G3_J60A,LSX,N59G3,J60A,413,0
