activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
R0509,Z0508,ScaledSynthetic,SEC:LSX:N5C_N5D:WB,SEC:LSX:N5C_N5D:WB,2,2031-01-27,,2
R0601,Z0601,ScaledSynthetic,SEC:LSX:J6B_N6C:EB,SEC:LSX:J6B_N6C:EB,3,2031-01-06,,3
R0602,Z0602,ScaledSynthetic,SEC:LSX:N6C_N6D:WB,SEC:LSX:N6C_N6D:WB,2,2031-01-27,,2
R0603,Z0603,ScaledSynthetic,SEC:LSX:J6A_J6B:EB,SEC:LSX:J6A_J6B:EB,1,2031-02-10,,1
R0604,Z0604,ScaledSynthetic,SEC:LSY:J6B_S6C:WB,SEC:LSY:S6C_S6D:WB,2,2031-02-17,,2
R0605,Z0604,ScaledSynthetic,SEC:LSY:S6C_S6D:WB,SEC:LSY:S6C_S6D:WB,1,2031-03-03,R0604,1
R0606,Z0605,ScaledSynthetic,SEC:LSY:J6A_J6B:EB,SEC:LSY:J6A_J6B:EB,2,2031-03-10,,2
R0607,Z0606,ScaledSynthetic,SEC:LSX:J6B_N6C:WB,SEC:LSX:N6C_N6D:WB,2,2031-03-24,,3
R0608,Z0607,ScaledSynthetic,SEC:LSY:S6C_S6D:EB,SEC:LSY:S6C_S6D:EB,1,2031-04-07,,1
R0609,Z0608,ScaledSynthetic,SEC:LSX:N6C_N6D:WB,SEC:LSX:N6C_N6D:WB,2,2031-01-27,,2
R0701,Z0701,ScaledSynthetic,SEC:LSX:J7B_N7C:EB,SEC:LSX:J7B_N7C:EB,3,2031-01-06,,3
R0702,Z0702,ScaledSynthetic,SEC:LSX:N7C_N7D:WB,SEC:LSX:N7C_N7D:WB,2,2031-01-27,,2
R0703,Z0703,ScaledSynthetic,SEC:LSX:J7A_J7B:EB,SEC:LSX:J7A_J7B:EB,1,2031-02-10,,1
R0704,Z0704,ScaledSynthetic,SEC:LSY:J7B_S7C:WB,SEC:LSY:S7C_S7D:WB,2,2031-02-17,,2
R0705,Z0704,ScaledSynthetic,SEC:LSY:S7C_S7D:WB,SEC:LSY:S7C_S7D:WB,1,2031-03-03,R0704,1
R0706,Z0705,ScaledSynthetic,SEC:LSY:J7A_J7B:EB,SEC:LSY:J7A_J7B:EB,2,2031-03-10,,2
R0707,Z0706,ScaledSynthetic,SEC:LSX:J7B_N7C:WB,SEC:LSX:N7C_N7D:WB,2,2031-03-24,,3
R0708,Z0707,ScaledSynthetic,SEC:LSY:S7C_S7D:EB,SEC:LSY:S7C_S7D:EB,1,2031-04-07,,1
R0709,Z0708,ScaledSynthetic,SEC:LSX:N7C_N7D:WB,SEC:LSX:N7C_N7D:WB,2,2031-01-27,,2
R0801,Z0801,ScaledSynthetic,SEC:LSX:J8B_N8C:EB,SEC:LSX:J8B_N8C:EB,3,2031-01-06,,3
R0802,Z0802,ScaledSynthetic,SEC:LSX:N8C_N8D:WB,SEC:LSX:N8C_N8D:WB,2,2031-01-27,,2
R0803,Z0803,ScaledSynthetic,SEC:LSX:J8A_J8B:EB,SEC:LSX:J8A_J8B:EB,1,2031-02-10,,1
R0804,Z0804,ScaledSynthetic,SEC:LSY:J8B_S8C:WB,SEC:LSY:S8C_S8D:WB,2,2031-02-17,,2
R0805,Z0804,ScaledSynthetic,SEC:LSY:S8C_S8D:WB,SEC:LSY:S8C_S8D:WB,1,2031-03-03,R0804,1
R0806,Z0805,ScaledSynthetic,SEC:LSY:J8A_J8B:EB,SEC:LSY:J8A_J8B:EB,2,2031-03-10,,2
R0807,Z0806,ScaledSynthetic,SEC:LSX:J8B_N8C:WB,SEC:LSX:N8C_N8D:WB,2,2031-03-24,,3
R0808,Z0807,ScaledSynthetic,SEC:LSY:S8C_S8D:EB,SEC:LSY:S8C_S8D:EB,1,2031-04-07,,1
R0809,Z0808,ScaledSynthetic,SEC:LSX:N8C_N8D:WB,SEC:LSX:N8C_N8D:WB,2,2031-01-27,,2
R0901,Z0901,ScaledSynthetic,SEC:LSX:J9B_N9C:EB,SEC:LSX:J9B_N9C:EB,3,2031-01-06,,3
R0902,Z0902,ScaledSynthetic,SEC:LSX:N9C_N9D:WB,SEC:LSX:N9C_N9D:WB,2,2031-01-27,,2
R0903,Z0903,ScaledSynthetic,SEC:LSX:J9A_J9B:EB,SEC:LSX:J9A_J9B:EB,1,2031-02-10,,1
R0904,Z0904,ScaledSynthetic,SEC:LSY:J9B_S9C:WB,SEC:LSY:S9C_S9D:WB,2,2031-02-17,,2
R0905,Z0904,ScaledSynthetic,SEC:LSY:S9C_S9D:WB,SEC:LSY:S9C_S9D:WB,1,2031-03-03,R0904,1
R0906,Z0905,ScaledSynthetic,SEC:LSY:J9A_J9B:EB,SEC:LSY:J9A_J9B:EB,2,2031-03-10,,2
R0907,Z0906,ScaledSynthetic,SEC:LSX:J9B_N9C:WB,SEC:LSX:N9C_N9D:WB,2,2031-03-24,,3
R0908,Z0907,ScaledSynthetic,SEC:LSY:S9C_S9D:EB,SEC:LSY:S9C_S9D:EB,1,2031-04-07,,1
R0909,Z0908,ScaledSynthetic,SEC:LSX:N9C_N9D:WB,SEC:LSX:N9C_N9D:WB,2,2031-01-27,,2
R1001,Z1001,ScaledSynthetic,SEC:LSX:J10B_N10C:EB,SEC:LSX:J10B_N10C:EB,3,2031-01-06,,3
R1002,Z1002,ScaledSynthetic,SEC:LSX:N10C_N10D:WB,SEC:LSX:N10C_N10D:WB,2,2031-01-27,,2
R1003,Z1003,ScaledSynthetic,SEC:LSX:J10A_J10B:EB,SEC:LSX:J10A_J10B:EB,1,2031-02-10,,1
R1004,Z1004,ScaledSynthetic,SEC:LSY:J10B_S10C:WB,SEC:LSY:S10C_S10D:WB,2,2031-02-17,,2
R1005,Z1004,ScaledSynthetic,SEC:LSY:S10C_S10D:WB,SEC:LSY:S10C_S10D:WB,1,2031-03-03,R1004,1
R1006,Z1005,ScaledSynthetic,SEC:LSY:J10A_J10B:EB,SEC:LSY:J10A_J10B:EB,2,2031-03-10,,2
R1007,Z1006,ScaledSynthetic,SEC:LSX:J10B_N10C:WB,SEC:LSX:N10C_N10D:WB,2,2031-03-24,,3
R1008,Z1007,ScaledSynthetic,SEC:LSY:S10C_S10D:EB,SEC:LSY:S10C_S10D:EB,1,2031-04-07,,1
R1009,Z1008,ScaledSynthetic,SEC:LSX:N10C_N10D:WB,SEC:LSX:N10C_N10D:WB,2,2031-01-27,,2
R1101,Z1101,ScaledSynthetic,SEC:LSX:J11B_N11C:EB,SEC:LSX:J11B_N11C:EB,3,2031-01-06,,3
R1102,Z1102,ScaledSynthetic,SEC:LSX:N11C_N11D:WB,SEC:LSX:N11C_N11D:WB,2,2031-01-27,,2
R1103,Z1103,ScaledSynthetic,SEC:LSX:J11A_J11B:EB,SEC:LSX:J11A_J11B:EB,1,2031-02-10,,1
R1104,Z1104,ScaledSynthetic,SEC:LSY:J11B_S11C:WB,SEC:LSY:S11C_S11D:WB,2,2031-02-17,,2
R1105,Z1104,ScaledSynthetic,SEC:LSY:S11C_S11D:WB,SEC:LSY:S11C_S11D:WB,1,2031-03-03,R1104,1
R1106,Z1105,ScaledSynthetic,SEC:LSY:J11A_J11B:EB,SEC:LSY:J11A_J11B:EB,2,2031-03-10,,2
R1107,Z1106,ScaledSynthetic,SEC:LSX:J11B_N11C:WB,SEC:LSX:N11C_N11D:WB,2,2031-03-24,,3
R1108,Z1107,ScaledSynthetic,SEC:LSY:S11C_S11D:EB,SEC:LSY:S11C_S11D:EB,1,2031-04-07,,1
R1109,Z1108,ScaledSynthetic,SEC:LSX:N11C_N11D:WB,SEC:LSX:N11C_N11D:WB,2,2031-01-27,,2
R1201,Z1201,ScaledSynthetic,SEC:LSX:J12B_N12C:EB,SEC:LSX:J12B_N12C:EB,3,2031-01-06,,3
R1202,Z1202,ScaledSynthetic,SEC:LSX:N12C_N12D:WB,SEC:LSX:N12C_N12D:WB,2,2031-01-27,,2
R1203,Z1203,ScaledSynthetic,SEC:LSX:J12A_J12B:EB,SEC:LSX:J12A_J12B:EB,1,2031-02-10,,1
R1204,Z1204,ScaledSynthetic,SEC:LSY:J12B_S12C:WB,SEC:LSY:S12C_S12D:WB,2,2031-02-17,,2
R1205,Z1204,ScaledSynthetic,SEC:LSY:S12C_S12D:WB,SEC:LSY:S12C_S12D:WB,1,2031-03-03,R1204,1
R1206,Z1205,ScaledSynthetic,SEC:LSY:J12A_J12B:EB,SEC:LSY:J12A_J12B:EB,2,2031-03-10,,2
R1207,Z1206,ScaledSynthetic,SEC:LSX:J12B_N12C:WB,SEC:LSX:N12C_N12D:WB,2,2031-03-24,,3
R1208,Z1207,ScaledSynthetic,SEC:LSY:S12C_S12D:EB,SEC:LSY:S12C_S12D:EB,1,2031-04-07,,1
R1209,Z1208,ScaledSynthetic,SEC:LSX:N12C_N12D:WB,SEC:LSX:N12C_N12D:WB,2,2031-01-27,,2
R1301,Z1301,ScaledSynthetic,SEC:LSX:J13B_N13C:EB,SEC:LSX:J13B_N13C:EB,3,2031-01-06,,3
R1302,Z1302,ScaledSynthetic,SEC:LSX:N13C_N13D:WB,SEC:LSX:N13C_N13D:WB,2,2031-01-27,,2
R1303,Z1303,ScaledSynthetic,SEC:LSX:J13A_J13B:EB,SEC:LSX:J13A_J13B:EB,1,2031-02-10,,1
R1304,Z1304,ScaledSynthetic,SEC:LSY:J13B_S13C:WB,SEC:LSY:S13C_S13D:WB,2,2031-02-17,,2
R1305,Z1304,ScaledSynthetic,SEC:LSY:S13C_S13D:WB,SEC:LSY:S13C_S13D:WB,1,2031-03-03,R1304,1
R1306,Z1305,ScaledSynthetic,SEC:LSY:J13A_J13B:EB,SEC:LSY:J13A_J13B:EB,2,2031-03-10,,2
R1307,Z1306,ScaledSynthetic,SEC:LSX:J13B_N13C:WB,SEC:LSX:N13C_N13D:WB,2,2031-03-24,,3
R1308,Z1307,ScaledSynthetic,SEC:LSY:S13C_S13D:EB,SEC:LSY:S13C_S13D:EB,1,2031-04-07,,1
R1309,Z1308,ScaledSynthetic,SEC:LSX:N13C_N13D:WB,SEC:LSX:N13C_N13D:WB,2,2031-01-27,,2
R1401,Z1401,ScaledSynthetic,SEC:LSX:J14B_N14C:EB,SEC:LSX:J14B_N14C:EB,3,2031-01-06,,3
R1402,Z1402,ScaledSynthetic,SEC:LSX:N14C_N14D:WB,SEC:LSX:N14C_N14D:WB,2,2031-01-27,,2
R1403,Z1403,ScaledSynthetic,SEC:LSX:J14A_J14B:EB,SEC:LSX:J14A_J14B:EB,1,2031-02-10,,1
R1404,Z1404,ScaledSynthetic,SEC:LSY:J14B_S14C:WB,SEC:LSY:S14C_S14D:WB,2,2031-02-17,,2
R1405,Z1404,ScaledSynthetic,SEC:LSY:S14C_S14D:WB,SEC:LSY:S14C_S14D:WB,1,2031-03-03,R1404,1
R1406,Z1405,ScaledSynthetic,SEC:LSY:J14A_J14B:EB,SEC:LSY:J14A_J14B:EB,2,2031-03-10,,2
R1407,Z1406,ScaledSynthetic,SEC:LSX:J14B_N14C:WB,SEC:LSX:N14C_N14D:WB,2,2031-03-24,,3
R1408,Z1407,ScaledSynthetic,SEC:LSY:S14C_S14D:EB,SEC:LSY:S14C_S14D:EB,1,2031-04-07,,1
R1409,Z1408,ScaledSynthetic,SEC:LSX:N14C_N14D:WB,SEC:LSX:N14C_N14D:WB,2,2031-01-27,,2
R1501,Z1501,ScaledSynthetic,SEC:LSX:J15B_N15C:EB,SEC:LSX:J15B_N15C:EB,3,2031-01-06,,3
R1502,Z1502,ScaledSynthetic,SEC:LSX:N15C_N15D:WB,SEC:LSX:N15C_N15D:WB,2,2031-01-27,,2
R1503,Z1503,ScaledSynthetic,SEC:LSX:J15A_J15B:EB,SEC:LSX:J15A_J15B:EB,1,2031-02-10,,1
R1504,Z1504,ScaledSynthetic,SEC:LSY:J15B_S15C:WB,SEC:LSY:S15C_S15D:WB,2,2031-02-17,,2
R1505,Z1504,ScaledSynthetic,SEC:LSY:S15C_S15D:WB,SEC:LSY:S15C_S15D:WB,1,2031-03-03,R1504,1
R1506,Z1505,ScaledSynthetic,SEC:LSY:J15A_J15B:EB,SEC:LSY:J15A_J15B:EB,2,2031-03-10,,2
R1507,Z1506,ScaledSynthetic,SEC:LSX:J15B_N15C:WB,SEC:LSX:N15C_N15D:WB,2,2031-03-24,,3
R1508,Z1507,ScaledSynthetic,SEC:LSY:S15C_S15D:EB,SEC:LSY:S15C_S15D:EB,1,2031-04-07,,1
R1509,Z1508,ScaledSynthetic,SEC:LSX:N15C_N15D:WB,SEC:LSX:N15C_N15D:WB,2,2031-01-27,,2
R1601,Z1601,ScaledSynthetic,SEC:LSX:J16B_N16C:EB,SEC:LSX:J16B_N16C:EB,3,2031-01-06,,3
R1602,Z1602,ScaledSynthetic,SEC:LSX:N16C_N16D:WB,SEC:LSX:N16C_N16D:WB,2,2031-01-27,,2
R1603,Z1603,ScaledSynthetic,SEC:LSX:J16A_J16B:EB,SEC:LSX:J16A_J16B:EB,1,2031-02-10,,1
R1604,Z1604,ScaledSynthetic,SEC:LSY:J16B_S16C:WB,SEC:LSY:S16C_S16D:WB,2,2031-02-17,,2
R1605,Z1604,ScaledSynthetic,SEC:LSY:S16C_S16D:WB,SEC:LSY:S16C_S16D:WB,1,2031-03-03,R1604,1
R1606,Z1605,ScaledSynthetic,SEC:LSY:J16A_J16B:EB,SEC:LSY:J16A_J16B:EB,2,2031-03-10,,2
R1607,Z1606,ScaledSynthetic,SEC:LSX:J16B_N16C:WB,SEC:LSX:N16C_N16D:WB,2,2031-03-24,,3
R1608,Z1607,ScaledSynthetic,SEC:LSY:S16C_S16D:EB,SEC:LSY:S16C_S16D:EB,1,2031-04-07,,1
R1609,Z1608,ScaledSynthetic,SEC:LSX:N16C_N16D:WB,SEC:LSX:N16C_N16D:WB,2,2031-01-27,,2
R1701,Z1701,ScaledSynthetic,SEC:LSX:J17B_N17C:EB,SEC:LSX:J17B_N17C:EB,3,2031-01-06,,3
R1702,Z1702,ScaledSynthetic,SEC:LSX:N17C_N17D:WB,SEC:LSX:N17C_N17D:WB,2,2031-01-27,,2
R1703,Z1703,ScaledSynthetic,SEC:LSX:J17A_J17B:EB,SEC:LSX:J17A_J17B:EB,1,2031-02-10,,1
R1704,Z1704,ScaledSynthetic,SEC:LSY:J17B_S17C:WB,SEC:LSY:S17C_S17D:WB,2,2031-02-17,,2
R1705,Z1704,ScaledSynthetic,SEC:LSY:S17C_S17D:WB,SEC:LSY:S17C_S17D:WB,1,2031-03-03,R1704,1
R1706,Z1705,ScaledSynthetic,SEC:LSY:J17A_J17B:EB,SEC:LSY:J17A_J17B:EB,2,2031-03-10,,2
R1707,Z1706,ScaledSynthetic,SEC:LSX:J17B_N17C:WB,SEC:LSX:N17C_N17D:WB,2,2031-03-24,,3
R1708,Z1707,ScaledSynthetic,SEC:LSY:S17C_S17D:EB,SEC:LSY:S17C_S17D:EB,1,2031-04-07,,1
R1709,Z1708,ScaledSynthetic,SEC:LSX:N17C_N17D:WB,SEC:LSX:N17C_N17D:WB,2,2031-01-27,,2
R1801,Z1801,ScaledSynthetic,SEC:LSX:J18B_N18C:EB,SEC:LSX:J18B_N18C:EB,3,2031-01-06,,3
R1802,Z1802,ScaledSynthetic,SEC:LSX:N18C_N18D:WB,SEC:LSX:N18C_N18D:WB,2,2031-01-27,,2
R1803,Z1803,ScaledSynthetic,SEC:LSX:J18A_J18B:EB,SEC:LSX:J18A_J18B:EB,1,2031-02-10,,1
R1804,Z1804,ScaledSynthetic,SEC:LSY:J18B_S18C:WB,SEC:LSY:S18C_S18D:WB,2,2031-02-17,,2
R1805,Z1804,ScaledSynthetic,SEC:LSY:S18C_S18D:WB,SEC:LSY:S18C_S18D:WB,1,2031-03-03,R1804,1
R1806,Z1805,ScaledSynthetic,SEC:LSY:J18A_J18B:EB,SEC:LSY:J18A_J18B:EB,2,2031-03-10,,2
R1807,Z1806,ScaledSynthetic,SEC:LSX:J18B_N18C:WB,SEC:LSX:N18C_N18D:WB,2,2031-03-24,,3
R1808,Z1807,ScaledSynthetic,SEC:LSY:S18C_S18D:EB,SEC:LSY:S18C_S18D:EB,1,2031-04-07,,1
R1809,Z1808,ScaledSynthetic,SEC:LSX:N18C_N18D:WB,SEC:LSX:N18C_N18D:WB,2,2031-01-27,,2
R1901,Z1901,ScaledSynthetic,SEC:LSX:J19B_N19C:EB,SEC:LSX:J19B_N19C:EB,3,2031-01-06,,3
R1902,Z1902,ScaledSynthetic,SEC:LSX:N19C_N19D:WB,SEC:LSX:N19C_N19D:WB,2,2031-01-27,,2
R1903,Z1903,ScaledSynthetic,SEC:LSX:J19A_J19B:EB,SEC:LSX:J19A_J19B:EB,1,2031-02-10,,1
R1904,Z1904,ScaledSynthetic,SEC:LSY:J19B_S19C:WB,SEC:LSY:S19C_S19D:WB,2,2031-02-17,,2
R1905,Z1904,ScaledSynthetic,SEC:LSY:S19C_S19D:WB,SEC:LSY:S19C_S19D:WB,1,2031-03-03,R1904,1
R1906,Z1905,ScaledSynthetic,SEC:LSY:J19A_J19B:EB,SEC:LSY:J19A_J19B:EB,2,2031-03-10,,2
R1907,Z1906,ScaledSynthetic,SEC:LSX:J19B_N19C:WB,SEC:LSX:N19C_N19D:WB,2,2031-03-24,,3
R1908,Z1907,ScaledSynthetic,SEC:LSY:S19C_S19D:EB,SEC:LSY:S19C_S19D:EB,1,2031-04-07,,1
R1909,Z1908,ScaledSynthetic,SEC:LSX:N19C_N19D:WB,SEC:LSX:N19C_N19D:WB,2,2031-01-27,,2
R2001,Z2001,ScaledSynthetic,SEC:LSX:J20B_N20C:EB,SEC:LSX:J20B_N20C:EB,3,2031-01-06,,3
R2002,Z2002,ScaledSynthetic,SEC:LSX:N20C_N20D:WB,SEC:LSX:N20C_N20D:WB,2,2031-01-27,,2
R2003,Z2003,ScaledSynthetic,SEC:LSX:J20A_J20B:EB,SEC:LSX:J20A_J20B:EB,1,2031-02-10,,1
R2004,Z2004,ScaledSynthetic,SEC:LSY:J20B_S20C:WB,SEC:LSY:S20C_S20D:WB,2,2031-02-17,,2
R2005,Z2004,ScaledSynthetic,SEC:LSY:S20C_S20D:WB,SEC:LSY:S20C_S20D:WB,1,2031-03-03,R2004,1
R2006,Z2005,ScaledSynthetic,SEC:LSY:J20A_J20B:EB,SEC:LSY:J20A_J20B:EB,2,2031-03-10,,2
R2007,Z2006,ScaledSynthetic,SEC:LSX:J20B_N20C:WB,SEC:LSX:N20C_N20D:WB,2,2031-03-24,,3
R2008,Z2007,ScaledSynthetic,SEC:LSY:S20C_S20D:EB,SEC:LSY:S20C_S20D:EB,1,2031-04-07,,1
R2009,Z2008,ScaledSynthetic,SEC:LSX:N20C_N20D:WB,SEC:LSX:N20C_N20D:WB,2,2031-01-27,,2
R2101,Z2101,ScaledSynthetic,SEC:LSX:J21B_N21C:EB,SEC:LSX:J21B_N21C:EB,3,2031-01-06,,3
R2102,Z2102,ScaledSynthetic,SEC:LSX:N21C_N21D:WB,SEC:LSX:N21C_N21D:WB,2,2031-01-27,,2
R2103,Z2103,ScaledSynthetic,SEC:LSX:J21A_J21B:EB,SEC:LSX:J21A_J21B:EB,1,2031-02-10,,1
R2104,Z2104,ScaledSynthetic,SEC:LSY:J21B_S21C:WB,SEC:LSY:S21C_S21D:WB,2,2031-02-17,,2
R2105,Z2104,ScaledSynthetic,SEC:LSY:S21C_S21D:WB,SEC:LSY:S21C_S21D:WB,1,2031-03-03,R2104,1
R2106,Z2105,ScaledSynthetic,SEC:LSY:J21A_J21B:EB,SEC:LSY:J21A_J21B:EB,2,2031-03-10,,2
R2107,Z2106,ScaledSynthetic,SEC:LSX:J21B_N21C:WB,SEC:LSX:N21C_N21D:WB,2,2031-03-24,,3
R2108,Z2107,ScaledSynthetic,SEC:LSY:S21C_S21D:EB,SEC:LSY:S21C_S21D:EB,1,2031-04-07,,1
R2109,Z2108,ScaledSynthetic,SEC:LSX:N21C_N21D:WB,SEC:LSX:N21C_N21D:WB,2,2031-01-27,,2
R2201,Z2201,ScaledSynthetic,SEC:LSX:J22B_N22C:EB,SEC:LSX:J22B_N22C:EB,3,2031-01-06,,3
R2202,Z2202,ScaledSynthetic,SEC:LSX:N22C_N22D:WB,SEC:LSX:N22C_N22D:WB,2,2031-01-27,,2
R2203,Z2203,ScaledSynthetic,SEC:LSX:J22A_J22B:EB,SEC:LSX:J22A_J22B:EB,1,2031-02-10,,1
R2204,Z2204,ScaledSynthetic,SEC:LSY:J22B_S22C:WB,SEC:LSY:S22C_S22D:WB,2,2031-02-17,,2
R2205,Z2204,ScaledSynthetic,SEC:LSY:S22C_S22D:WB,SEC:LSY:S22C_S22D:WB,1,2031-03-03,R2204,1
R2206,Z2205,ScaledSynthetic,SEC:LSY:J22A_J22B:EB,SEC:LSY:J22A_J22B:EB,2,2031-03-10,,2
R2207,Z2206,ScaledSynthetic,SEC:LSX:J22B_N22C:WB,SEC:LSX:N22C_N22D:WB,2,2031-03-24,,3
R2208,Z2207,ScaledSynthetic,SEC:LSY:S22C_S22D:EB,SEC:LSY:S22C_S22D:EB,1,2031-04-07,,1
R2209,Z2208,ScaledSynthetic,SEC:LSX:N22C_N22D:WB,SEC:LSX:N22C_N22D:WB,2,2031-01-27,,2
R2301,Z2301,ScaledSynthetic,SEC:LSX:J23B_N23C:EB,SEC:LSX:J23B_N23C:EB,3,2031-01-06,,3
R2302,Z2302,ScaledSynthetic,SEC:LSX:N23C_N23D:WB,SEC:LSX:N23C_N23D:WB,2,2031-01-27,,2
