location_id,location_kind,line_code,bound,supply_capacity
SEC:R06MPY:R06MPY1_R06MPY2:WB,tunnel sector,R06MPY,WB,1
SEC:R15MPY:R15MPY1_R15MPY2:WB,tunnel sector,R15MPY,WB,1
PLAT:R14MPX:R14MPX1:EB,platform,R14MPX,EB,1
PLAT:R13MPX:R13MPX1:WB,platform,R13MPX,WB,1
PLAT:R09MPY:R09MPY2:WB,platform,R09MPY,WB,1
PLAT:R07MPY:R07MPY2:EB,platform,R07MPY,EB,1
SEC:R13MPX:R13MPX1_R13MPX2:EB,tunnel sector,R13MPX,EB,1
SEC:R07MPX:R07MPX1_R07MPX2:WB,tunnel sector,R07MPX,WB,1
PLAT:R11MPY:R11MPY2:WB,platform,R11MPY,WB,1
SEC:R07MPY:R07MPY1_R07MPY2:WB,tunnel sector,R07MPY,WB,1
PLAT:R15MPX:R15MPX1:WB,platform,R15MPX,WB,1
SEC:R14MPY:R14MPY1_R14MPY2:WB,tunnel sector,R14MPY,WB,1
PLAT:R08MPY:R08MPY1:WB,platform,R08MPY,WB,1
SEC:R07MPY:R07MPY1_R07MPY2:EB,tunnel sector,R07MPY,EB,1
PLAT:R06MPX:R06MPX2:EB,platform,R06MPX,EB,1
PLAT:R09MPY:R09MPY2:EB,platform,R09MPY,EB,1
PLAT:R05MPX:R05MPX2:WB,platform,R05MPX,WB,1
PLAT:R04MPY:R04MPY1:WB,platform,R04MPY,WB,1
PLAT:R11MPX:R11MPX2:EB,platform,R11MPX,EB,1
PLAT:R12MPY:R12MPY2:EB,platform,R12MPY,EB,1
PLAT:R03MPX:R03MPX2:WB,platform,R03MPX,WB,1
PLAT:R04MPY:R04MPY2:WB,platform,R04MPY,WB,1
PLAT:R10MPX:R10MPX1:EB,platform,R10MPX,EB,1
PLAT:R07MPY:R07MPY1:WB,platform,R07MPY,WB,1
PLAT:R09MPX:R09MPX2:EB,platform,R09MPX,EB,1
SEC:R13MPY:R13MPY1_R13MPY2:WB,tunnel sector,R13MPY,WB,1
PLAT:R10MPY:R10MPY2:EB,platform,R10MPY,EB,1
PLAT:R11MPY:R11MPY1:EB,platform,R11MPY,EB,1
SEC:R10MPX:R10MPX1_R10MPX2:EB,tunnel sector,R10MPX,EB,1
PLAT:R01MPX:R01MPX2:WB,platform,R01MPX,WB,1
SEC:R16MPY:R16MPY1_R16MPY2:WB,tunnel sector,R16MPY,WB,1
SEC:R11MPX:R11MPX1_R11MPX2:EB,tunnel sector,R11MPX,EB,1
SEC:R08MPX:R08MPX1_R08MPX2:WB,tunnel sector,R08MPX,WB,1
PLAT:R09MPX:R09MPX1:EB,platform,R09MPX,EB,1
PLAT:R01MPX:R01MPX1:WB,platform,R01MPX,WB,1
SEC:R04MPX:R04MPX1_R04MPX2:EB,tunnel sector,R04MPX,EB,1
PLAT:R08MPY:R08MPY2:WB,platform,R08MPY,WB,1
SEC:R06MPX:R06MPX1_R06MPX2:EB,tunnel sector,R06MPX,EB,1
PLAT:R14MPX:R14MPX2:WB,platform,R14MPX,WB,1
SEC:R13MPX:R13MPX1_R13MPX2:WB,tunnel sector,R13MPX,WB,1
PLAT:R08MPY:R08MPY2:EB,platform,R08MPY,EB,1
SEC:R02MPX:R02MPX1_R02MPX2:EB,tunnel sector,R02MPX,EB,1
SEC:R04MPY:R04MPY1_R04MPY2:WB,tunnel sector,R04MPY,WB,1
PLAT:R07MPY:R07MPY2:WB,platform,R07MPY,WB,1
PLAT:R05MPY:R05MPY2:EB,platform,R05MPY,EB,1
PLAT:R07MPY:R07MPY1:EB,platform,R07MPY,EB,1
SEC:R15MPX:R15MPX1_R15MPX2:EB,tunnel sector,R15MPX,EB,1
PLAT:R06MPX:R06MPX1:EB,platform,R06MPX,EB,1
SEC:R10MPY:R10MPY1_R10MPY2:EB,tunnel sector,R10MPY,EB,1
SEC:R12MPY:R12MPY1_R12MPY2:EB,tunnel sector,R12MPY,EB,1
PLAT:R08MPX:R08MPX1:WB,platform,R08MPX,WB,1
PLAT:R02MPY:R02MPY2:WB,platform,R02MPY,WB,1
PLAT:R07MPX:R07MPX2:EB,platform,R07MPX,EB,1
PLAT:R13MPY:R13MPY1:WB,platform,R13MPY,WB,1
PLAT:R15MPX:R15MPX2:WB,platform,R15MPX,WB,1
PLAT:R03MPY:R03MPY2:EB,platform,R03MPY,EB,1
SEC:R15MPX:R15MPX1_R15MPX2:WB,tunnel sector,R15MPX,WB,1
PLAT:R13MPX:R13MPX2:EB,platform,R13MPX,EB,1
SEC:R05MPX:R05MPX1_R05MPX2:EB,tunnel sector,R05MPX,EB,1
SEC:R09MPX:R09MPX1_R09MPX2:EB,tunnel sector,R09MPX,EB,1
PLAT:R05MPY:R05MPY1:EB,platform,R05MPY,EB,1
PLAT:R12MPX:R12MPX2:EB,platform,R12MPX,EB,1
PLAT:R08MPY:R08MPY1:EB,platform,R08MPY,EB,1
SEC:R13MPY:R13MPY1_R13MPY2:EB,tunnel sector,R13MPY,EB,1
PLAT:R10MPX:R10MPX2:WB,platform,R10MPX,WB,1
SEC:R05MPY:R05MPY1_R05MPY2:WB,tunnel sector,R05MPY,WB,1
PLAT:R01MPX:R01MPX1:EB,platform,R01MPX,EB,1
PLAT:R07MPX:R07MPX1:EB,platform,R07MPX,EB,1
PLAT:R16MPX:R16MPX1:WB,platform,R16MPX,WB,1
SEC:R09MPY:R09MPY1_R09MPY2:WB,tunnel sector,R09MPY,WB,1
PLAT:R03MPX:R03MPX1:EB,platform,R03MPX,EB,1
SEC:R14MPX:R14MPX1_R14MPX2:EB,tunnel sector,R14MPX,EB,1
SEC:R01MPY:R01MPY1_R01MPY2:EB,tunnel sector,R01MPY,EB,1
PLAT:R01MPY:R01MPY2:WB,platform,R01MPY,WB,1
PLAT:R14MPX:R14MPX2:EB,platform,R14MPX,EB,1
PLAT:R07MPX:R07MPX2:WB,platform,R07MPX,WB,1
SEC:R03MPY:R03MPY1_R03MPY2:WB,tunnel sector,R03MPY,WB,1
SEC:R12MPX:R12MPX1_R12MPX2:WB,tunnel sector,R12MPX,WB,1
PLAT:R08MPX:R08MPX1:EB,platform,R08MPX,EB,1
SEC:R03MPX:R03MPX1_R03MPX2:EB,tunnel sector,R03MPX,EB,1
PLAT:R01MPY:R01MPY1:WB,platform,R01MPY,WB,1
PLAT:R06MPY:R06MPY2:EB,platform,R06MPY,EB,1
PLAT:R04MPX:R04MPX2:WB,platform,R04MPX,WB,1
PLAT:R12MPX:R12MPX2:WB,platform,R12MPX,WB,1
SEC:R14MPY:R14MPY1_R14MPY2:EB,tunnel sector,R14MPY,EB,1
PLAT:R13MPX:R13MPX2:WB,platform,R13MPX,WB,1
PLAT:R14MPY:R14MPY2:EB,platform,R14MPY,EB,1
PLAT:R04MPY:R04MPY2:EB,platform,R04MPY,EB,1
PLAT:R03MPX:R03MPX2:EB,platform,R03MPX,EB,1
PLAT:R13MPX:R13MPX1:EB,platform,R13MPX,EB,1
SEC:R16MPX:R16MPX1_R16MPX2:EB,tunnel sector,R16MPX,EB,1
PLAT:R16MPX:R16MPX2:EB,platform,R16MPX,EB,1
PLAT:R07MPX:R07MPX1:WB,platform,R07MPX,WB,1
SEC:R16MPX:R16MPX1_R16MPX2:WB,tunnel sector,R16MPX,WB,1
PLAT:R11MPX:R11MPX1:WB,platform,R11MPX,WB,1
SEC:R12MPX:R12MPX1_R12MPX2:EB,tunnel sector,R12MPX,EB,1
PLAT:R04MPX:R04MPX1:EB,platform,R04MPX,EB,1
PLAT:R06MPX:R06MPX2:WB,platform,R06MPX,WB,1
PLAT:R10MPX:R10MPX1:WB,platform,R10MPX,WB,1
PLAT:R02MPX:R02MPX2:EB,platform,R02MPX,EB,1
SEC:R11MPY:R11MPY1_R11MPY2:EB,tunnel sector,R11MPY,EB,1
SEC:R09MPY:R09MPY1_R09MPY2:EB,tunnel sector,R09MPY,EB,1
SEC:R14MPX:R14MPX1_R14MPX2:WB,tunnel sector,R14MPX,WB,1
PLAT:R12MPY:R12MPY1:EB,platform,R12MPY,EB,1
PLAT:R12MPY:R12MPY1:WB,platform,R12MPY,WB,1
SEC:R15MPY:R15MPY1_R15MPY2:EB,tunnel sector,R15MPY,EB,1
PLAT:R15MPX:R15MPX2:EB,platform,R15MPX,EB,1
SEC:R07MPX:R07MPX1_R07MPX2:EB,tunnel sector,R07MPX,EB,1
SEC:R12MPY:R12MPY1_R12MPY2:WB,tunnel sector,R12MPY,WB,1
SEC:R10MPY:R10MPY1_R10MPY2:WB,tunnel sector,R10MPY,WB,1
SEC:R10MPX:R10MPX1_R10MPX2:WB,tunnel sector,R10MPX,WB,1
PLAT:R02MPX:R02MPX1:WB,platform,R02MPX,WB,1
PLAT:R05MPY:R05MPY2:WB,platform,R05MPY,WB,1
SEC:R06MPX:R06MPX1_R06MPX2:WB,tunnel sector,R06MPX,WB,1
SEC:R03MPX:R03MPX1_R03MPX2:WB,tunnel sector,R03MPX,WB,1
SEC:R08MPY:R08MPY1_R08MPY2:EB,tunnel sector,R08MPY,EB,1
PLAT:R16MPY:R16MPY2:WB,platform,R16MPY,WB,1
PLAT:R13MPY:R13MPY1:EB,platform,R13MPY,EB,1
SEC:R01MPX:R01MPX1_R01MPX2:WB,tunnel sector,R01MPX,WB,1
SEC:R05MPY:R05MPY1_R05MPY2:EB,tunnel sector,R05MPY,EB,1
PLAT:R11MPX:R11MPX1:EB,platform,R11MPX,EB,1
PLAT:R09MPY:R09MPY1:EB,platform,R09MPY,EB,1
SEC:R09MPX:R09MPX1_R09MPX2:WB,tunnel sector,R09MPX,WB,1
PLAT:R03MPX:R03MPX1:WB,platform,R03MPX,WB,1
PLAT:R12MPX:R12MPX1:WB,platform,R12MPX,WB,1
PLAT:R02MPY:R02MPY1:EB,platform,R02MPY,EB,1
PLAT:R11MPY:R11MPY1:WB,platform,R11MPY,WB,1
SEC:R02MPY:R02MPY1_R02MPY2:EB,tunnel sector,R02MPY,EB,1
PLAT:R06MPY:R06MPY2:WB,platform,R06MPY,WB,1
SEC:R06MPY:R06MPY1_R06MPY2:EB,tunnel sector,R06MPY,EB,1
SEC:R05MPX:R05MPX1_R05MPX2:WB,tunnel sector,R05MPX,WB,1
PLAT:R09MPX:R09MPX1:WB,platform,R09MPX,WB,1
PLAT:R05MPY:R05MPY1:WB,platform,R05MPY,WB,1
SEC:R11MPY:R11MPY1_R11MPY2:WB,tunnel sector,R11MPY,WB,1
PLAT:R15MPY:R15MPY1:EB,platform,R15MPY,EB,1
PLAT:R13MPY:R13MPY2:EB,platform,R13MPY,EB,1
PLAT:R10MPY:R10MPY2:WB,platform,R10MPY,WB,1
