contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
K548,Held-out dense KVXE06C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K515,Held-out dense KVXW04C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K568,Held-out dense KVYW06P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
K540,Held-out dense KVYW05C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K501,Held-out dense KVXW01C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K555,Held-out dense KVXE03C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K516,Held-out dense KVYW06C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K584,Held-out dense KVXW02C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K512,Held-out dense KVXE02P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
K534,Held-out dense KVYE04P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
K573,Held-out dense KVYE06C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K570,Held-out dense KVXE01C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K560,Held-out dense KVXE05C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K558,Held-out dense KVYW01C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K530,Held-out dense KVXE02C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K521,Held-out dense KVYE03P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
K581,Held-out dense KVYW03C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K508,Held-out dense KVYW04P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
K592,Held-out dense KVYPM,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-05-09,1,PM,3
K598,Held-out dense KVXE02C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K557,Held-out dense KVYE04C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K554,Held-out dense KVXW05C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K509,Held-out dense KVYE05C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K518,Held-out dense KVXW04P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
K520,Held-out dense KVYW01C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K577,Held-out dense KVYE03C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K543,Held-out dense KVXE03C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K578,Held-out dense KVXW01P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
K571,Held-out dense KHY,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-05-09,1,C,3
K550,Held-out dense KVYE03C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K517,Held-out dense KVXW03C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K526,Held-out dense KVYE01C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K533,Held-out dense KVXE05P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-03-28,1,PC,3
K510,Held-out dense KVXW01C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K506,Held-out dense KVYE05C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K587,Held-out dense KVXW05C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K563,Held-out dense KHX,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-05-09,1,C,3
K513,Held-out dense KVYE02C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K586,Held-out dense KVYW02P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
K556,Held-out dense KVYW02C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K519,Held-out dense KVYE02C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K593,Held-out dense KVXLIVE,2031-06-01,HeldoutDense,Live,1,2032-06-20,2032-05-09,1,PM,2
K529,Irregular workfront-coupled trade-off,2031-06-01,IrregularTradeoff,Non-live (Others),3,2032-06-20,2032-03-28,1,C,1
K525,Held-out dense KVYW05P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
K569,Held-out dense KVYE01C3,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K579,Held-out dense KVYE04C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K539,Held-out dense KVYW04C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K596,Held-out dense KVXW03C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K588,Held-out dense KVYE01C2,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K582,Held-out dense KVYW03P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
K531,Held-out dense KVXE04C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-03-28,1,C,3
K546,Held-out dense KVYW01C1,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-04-11,1,C,3
K502,Held-out dense KVYW01P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
K542,Held-out dense KVXW06P,2031-06-01,HeldoutDense,Non-live (Consist),1,2032-06-20,2032-04-11,1,PC,3
K524,Held-out dense KVXPM,2031-06-01,HeldoutDense,Non-live (Others),1,2032-06-20,2032-05-09,1,PM,3
