contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
KDX04C3,Dense independent DX04C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX05P,Dense independent DX05P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX05C1,Dense independent DX05C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX05C2,Dense independent DX05C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX05C3,Dense independent DX05C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX06P,Dense independent DX06P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX06C1,Dense independent DX06C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX06C2,Dense independent DX06C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX06C3,Dense independent DX06C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX07P,Dense independent DX07P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX07C1,Dense independent DX07C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX07C2,Dense independent DX07C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX07C3,Dense independent DX07C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX08P,Dense independent DX08P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX08C1,Dense independent DX08C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX08C2,Dense independent DX08C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX08C3,Dense independent DX08C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX09P,Dense independent DX09P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX09C1,Dense independent DX09C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX09C2,Dense independent DX09C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX09C3,Dense independent DX09C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX10P,Dense independent DX10P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX10C1,Dense independent DX10C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX10C2,Dense independent DX10C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX10C3,Dense independent DX10C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX11P,Dense independent DX11P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX11C1,Dense independent DX11C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX11C2,Dense independent DX11C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX11C3,Dense independent DX11C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX12P,Dense independent DX12P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX12C1,Dense independent DX12C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX12C2,Dense independent DX12C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX12C3,Dense independent DX12C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX13P,Dense independent DX13P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX13C1,Dense independent DX13C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX13C2,Dense independent DX13C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX13C3,Dense independent DX13C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX14P,Dense independent DX14P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX14C1,Dense independent DX14C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX14C2,Dense independent DX14C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX14C3,Dense independent DX14C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX15P,Dense independent DX15P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX15C1,Dense independent DX15C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX15C2,Dense independent DX15C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX15C3,Dense independent DX15C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX16P,Dense independent DX16P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX16C1,Dense independent DX16C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX16C2,Dense independent DX16C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX16C3,Dense independent DX16C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX17P,Dense independent DX17P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX17C1,Dense independent DX17C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX17C2,Dense independent DX17C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX17C3,Dense independent DX17C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX18P,Dense independent DX18P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX18C1,Dense independent DX18C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX18C2,Dense independent DX18C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX18C3,Dense independent DX18C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX19P,Dense independent DX19P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX19C1,Dense independent DX19C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX19C2,Dense independent DX19C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX19C3,Dense independent DX19C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX20P,Dense independent DX20P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX20C1,Dense independent DX20C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX20C2,Dense independent DX20C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX20C3,Dense independent DX20C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX21P,Dense independent DX21P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX21C1,Dense independent DX21C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX21C2,Dense independent DX21C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX21C3,Dense independent DX21C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX22P,Dense independent DX22P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX22C1,Dense independent DX22C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX22C2,Dense independent DX22C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX22C3,Dense independent DX22C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX23P,Dense independent DX23P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX23C1,Dense independent DX23C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX23C2,Dense independent DX23C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX23C3,Dense independent DX23C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX24P,Dense independent DX24P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX24C1,Dense independent DX24C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX24C2,Dense independent DX24C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX24C3,Dense independent DX24C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX25P,Dense independent DX25P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX25C1,Dense independent DX25C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX25C2,Dense independent DX25C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX25C3,Dense independent DX25C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX26P,Dense independent DX26P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX26C1,Dense independent DX26C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX26C2,Dense independent DX26C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX26C3,Dense independent DX26C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX27P,Dense independent DX27P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX27C1,Dense independent DX27C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX27C2,Dense independent DX27C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX27C3,Dense independent DX27C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX28P,Dense independent DX28P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX28C1,Dense independent DX28C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX28C2,Dense independent DX28C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX28C3,Dense independent DX28C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX29P,Dense independent DX29P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX29C1,Dense independent DX29C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX29C2,Dense independent DX29C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX29C3,Dense independent DX29C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX30P,Dense independent DX30P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX30C1,Dense independent DX30C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX30C2,Dense independent DX30C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX30C3,Dense independent DX30C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX31P,Dense independent DX31P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX31C1,Dense independent DX31C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX31C2,Dense independent DX31C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX31C3,Dense independent DX31C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX32P,Dense independent DX32P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX32C1,Dense independent DX32C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX32C2,Dense independent DX32C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX32C3,Dense independent DX32C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX33P,Dense independent DX33P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX33C1,Dense independent DX33C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX33C2,Dense independent DX33C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX33C3,Dense independent DX33C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX34P,Dense independent DX34P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX34C1,Dense independent DX34C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX34C2,Dense independent DX34C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX34C3,Dense independent DX34C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX35P,Dense independent DX35P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX35C1,Dense independent DX35C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX35C2,Dense independent DX35C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX35C3,Dense independent DX35C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX36P,Dense independent DX36P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX36C1,Dense independent DX36C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX36C2,Dense independent DX36C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX36C3,Dense independent DX36C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX37P,Dense independent DX37P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX37C1,Dense independent DX37C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX37C2,Dense independent DX37C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX37C3,Dense independent DX37C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX38P,Dense independent DX38P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX38C1,Dense independent DX38C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX38C2,Dense independent DX38C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX38C3,Dense independent DX38C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX39P,Dense independent DX39P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX39C1,Dense independent DX39C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX39C2,Dense independent DX39C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX39C3,Dense independent DX39C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX40P,Dense independent DX40P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDX40C1,Dense independent DX40C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX40C2,Dense independent DX40C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDX40C3,Dense independent DX40C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDXLIVE,Dense independent DXLIVE,2030-06-01,DenseSynthetic,Live,1,2032-09-05,2032-08-08,1,PM,2
KDXPM,Dense independent DXPM,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,PM,3
KDY01P,Dense independent DY01P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY01C1,Dense independent DY01C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY01C2,Dense independent DY01C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY01C3,Dense independent DY01C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY02P,Dense independent DY02P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY02C1,Dense independent DY02C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY02C2,Dense independent DY02C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY02C3,Dense independent DY02C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY03P,Dense independent DY03P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY03C1,Dense independent DY03C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY03C2,Dense independent DY03C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY03C3,Dense independent DY03C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY04P,Dense independent DY04P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY04C1,Dense independent DY04C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY04C2,Dense independent DY04C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY04C3,Dense independent DY04C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY05P,Dense independent DY05P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY05C1,Dense independent DY05C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY05C2,Dense independent DY05C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY05C3,Dense independent DY05C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY06P,Dense independent DY06P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY06C1,Dense independent DY06C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY06C2,Dense independent DY06C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY06C3,Dense independent DY06C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY07P,Dense independent DY07P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY07C1,Dense independent DY07C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY07C2,Dense independent DY07C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY07C3,Dense independent DY07C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY08P,Dense independent DY08P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY08C1,Dense independent DY08C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY08C2,Dense independent DY08C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY08C3,Dense independent DY08C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY09P,Dense independent DY09P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY09C1,Dense independent DY09C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY09C2,Dense independent DY09C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY09C3,Dense independent DY09C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY10P,Dense independent DY10P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY10C1,Dense independent DY10C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY10C2,Dense independent DY10C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY10C3,Dense independent DY10C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY11P,Dense independent DY11P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY11C1,Dense independent DY11C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY11C2,Dense independent DY11C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY11C3,Dense independent DY11C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY12P,Dense independent DY12P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY12C1,Dense independent DY12C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY12C2,Dense independent DY12C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY12C3,Dense independent DY12C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY13P,Dense independent DY13P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY13C1,Dense independent DY13C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY13C2,Dense independent DY13C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY13C3,Dense independent DY13C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY14P,Dense independent DY14P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY14C1,Dense independent DY14C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
