contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
KDX07C1,Dense independent DX07C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX07C2,Dense independent DX07C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX07C3,Dense independent DX07C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX08P,Dense independent DX08P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX08C1,Dense independent DX08C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX08C2,Dense independent DX08C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX08C3,Dense independent DX08C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX09P,Dense independent DX09P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX09C1,Dense independent DX09C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX09C2,Dense independent DX09C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX09C3,Dense independent DX09C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX10P,Dense independent DX10P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX10C1,Dense independent DX10C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX10C2,Dense independent DX10C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX10C3,Dense independent DX10C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX11P,Dense independent DX11P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX11C1,Dense independent DX11C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX11C2,Dense independent DX11C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX11C3,Dense independent DX11C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX12P,Dense independent DX12P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX12C1,Dense independent DX12C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX12C2,Dense independent DX12C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX12C3,Dense independent DX12C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX13P,Dense independent DX13P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX13C1,Dense independent DX13C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX13C2,Dense independent DX13C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX13C3,Dense independent DX13C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX14P,Dense independent DX14P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX14C1,Dense independent DX14C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX14C2,Dense independent DX14C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX14C3,Dense independent DX14C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX15P,Dense independent DX15P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX15C1,Dense independent DX15C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX15C2,Dense independent DX15C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX15C3,Dense independent DX15C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX16P,Dense independent DX16P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX16C1,Dense independent DX16C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX16C2,Dense independent DX16C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX16C3,Dense independent DX16C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX17P,Dense independent DX17P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX17C1,Dense independent DX17C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX17C2,Dense independent DX17C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX17C3,Dense independent DX17C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX18P,Dense independent DX18P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX18C1,Dense independent DX18C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX18C2,Dense independent DX18C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX18C3,Dense independent DX18C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX19P,Dense independent DX19P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX19C1,Dense independent DX19C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX19C2,Dense independent DX19C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX19C3,Dense independent DX19C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX20P,Dense independent DX20P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDX20C1,Dense independent DX20C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX20C2,Dense independent DX20C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDX20C3,Dense independent DX20C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDXLIVE,Dense independent DXLIVE,2030-06-01,DenseSynthetic,Live,1,2031-11-30,2031-11-02,1,PM,2
KDXPM,Dense independent DXPM,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,PM,3
KDY01P,Dense independent DY01P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY01C1,Dense independent DY01C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY01C2,Dense independent DY01C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY01C3,Dense independent DY01C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY02P,Dense independent DY02P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY02C1,Dense independent DY02C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY02C2,Dense independent DY02C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY02C3,Dense independent DY02C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY03P,Dense independent DY03P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY03C1,Dense independent DY03C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY03C2,Dense independent DY03C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY03C3,Dense independent DY03C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY04P,Dense independent DY04P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY04C1,Dense independent DY04C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY04C2,Dense independent DY04C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY04C3,Dense independent DY04C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY05P,Dense independent DY05P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY05C1,Dense independent DY05C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY05C2,Dense independent DY05C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY05C3,Dense independent DY05C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY06P,Dense independent DY06P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY06C1,Dense independent DY06C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY06C2,Dense independent DY06C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY06C3,Dense independent DY06C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY07P,Dense independent DY07P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY07C1,Dense independent DY07C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY07C2,Dense independent DY07C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY07C3,Dense independent DY07C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY08P,Dense independent DY08P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY08C1,Dense independent DY08C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY08C2,Dense independent DY08C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY08C3,Dense independent DY08C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY09P,Dense independent DY09P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY09C1,Dense independent DY09C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY09C2,Dense independent DY09C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY09C3,Dense independent DY09C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY10P,Dense independent DY10P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY10C1,Dense independent DY10C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY10C2,Dense independent DY10C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY10C3,Dense independent DY10C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY11P,Dense independent DY11P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY11C1,Dense independent DY11C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY11C2,Dense independent DY11C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY11C3,Dense independent DY11C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY12P,Dense independent DY12P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY12C1,Dense independent DY12C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY12C2,Dense independent DY12C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY12C3,Dense independent DY12C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY13P,Dense independent DY13P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY13C1,Dense independent DY13C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY13C2,Dense independent DY13C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY13C3,Dense independent DY13C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY14P,Dense independent DY14P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY14C1,Dense independent DY14C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY14C2,Dense independent DY14C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY14C3,Dense independent DY14C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY15P,Dense independent DY15P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY15C1,Dense independent DY15C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY15C2,Dense independent DY15C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY15C3,Dense independent DY15C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY16P,Dense independent DY16P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY16C1,Dense independent DY16C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY16C2,Dense independent DY16C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY16C3,Dense independent DY16C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY17P,Dense independent DY17P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY17C1,Dense independent DY17C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY17C2,Dense independent DY17C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY17C3,Dense independent DY17C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY18P,Dense independent DY18P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY18C1,Dense independent DY18C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY18C2,Dense independent DY18C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY18C3,Dense independent DY18C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY19P,Dense independent DY19P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY19C1,Dense independent DY19C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY19C2,Dense independent DY19C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY19C3,Dense independent DY19C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY20P,Dense independent DY20P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-11-30,2031-11-02,1,PC,3
KDY20C1,Dense independent DY20C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY20C2,Dense independent DY20C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDY20C3,Dense independent DY20C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,C,3
KDYLIVE,Dense independent DYLIVE,2030-06-01,DenseSynthetic,Live,1,2031-11-30,2031-11-02,1,PM,2
KDYPM,Dense independent DYPM,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-11-30,2031-11-02,1,PM,3
