contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
KDX06P,Dense independent DX06P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDX06C1,Dense independent DX06C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX06C2,Dense independent DX06C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX06C3,Dense independent DX06C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX07P,Dense independent DX07P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDX07C1,Dense independent DX07C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX07C2,Dense independent DX07C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX07C3,Dense independent DX07C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX08P,Dense independent DX08P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDX08C1,Dense independent DX08C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX08C2,Dense independent DX08C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX08C3,Dense independent DX08C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX09P,Dense independent DX09P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDX09C1,Dense independent DX09C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX09C2,Dense independent DX09C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX09C3,Dense independent DX09C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX10P,Dense independent DX10P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDX10C1,Dense independent DX10C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX10C2,Dense independent DX10C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDX10C3,Dense independent DX10C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDXLIVE,Dense independent DXLIVE,2030-06-01,DenseSynthetic,Live,1,2031-07-13,2031-06-15,1,PM,2
KDXPM,Dense independent DXPM,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,PM,3
KDY01P,Dense independent DY01P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY01C1,Dense independent DY01C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY01C2,Dense independent DY01C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY01C3,Dense independent DY01C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY02P,Dense independent DY02P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY02C1,Dense independent DY02C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY02C2,Dense independent DY02C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY02C3,Dense independent DY02C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY03P,Dense independent DY03P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY03C1,Dense independent DY03C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY03C2,Dense independent DY03C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY03C3,Dense independent DY03C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY04P,Dense independent DY04P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY04C1,Dense independent DY04C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY04C2,Dense independent DY04C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY04C3,Dense independent DY04C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY05P,Dense independent DY05P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY05C1,Dense independent DY05C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY05C2,Dense independent DY05C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY05C3,Dense independent DY05C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY06P,Dense independent DY06P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY06C1,Dense independent DY06C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY06C2,Dense independent DY06C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY06C3,Dense independent DY06C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY07P,Dense independent DY07P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY07C1,Dense independent DY07C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY07C2,Dense independent DY07C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY07C3,Dense independent DY07C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY08P,Dense independent DY08P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY08C1,Dense independent DY08C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY08C2,Dense independent DY08C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY08C3,Dense independent DY08C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY09P,Dense independent DY09P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY09C1,Dense independent DY09C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY09C2,Dense independent DY09C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY09C3,Dense independent DY09C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY10P,Dense independent DY10P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2031-07-13,2031-06-15,1,PC,3
KDY10C1,Dense independent DY10C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY10C2,Dense independent DY10C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDY10C3,Dense independent DY10C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,C,3
KDYLIVE,Dense independent DYLIVE,2030-06-01,DenseSynthetic,Live,1,2031-07-13,2031-06-15,1,PM,2
KDYPM,Dense independent DYPM,2030-06-01,DenseSynthetic,Non-live (Others),1,2031-07-13,2031-06-15,1,PM,3
