activity_id,access_seq,week,eclo,access_night
R4805,1,9,0,1
R4806,1,10,0,1
R4806,2,11,0,1
R4807,1,12,0,1
R4807,2,13,0,1
R4808,1,14,0,1
R4809,1,4,0,1
R4809,2,5,0,1
R4901,1,1,0,1
R4901,2,2,0,1
R4901,3,3,0,1
R4902,1,4,0,1
R4902,2,5,0,1
R4903,1,6,0,1
R4904,1,7,0,1
R4904,2,8,0,1
R4905,1,9,0,1
R4906,1,10,0,1
R4906,2,11,0,1
R4907,1,12,0,1
R4907,2,13,0,1
R4908,1,14,0,1
R4909,1,4,0,1
R4909,2,5,0,1
R5001,1,1,0,1
R5001,2,2,0,1
R5001,3,3,0,1
R5002,1,4,0,1
R5002,2,5,0,1
R5003,1,6,0,1
R5004,1,7,0,1
R5004,2,8,0,1
R5005,1,9,0,1
R5006,1,10,0,1
R5006,2,11,0,1
R5007,1,12,0,1
R5007,2,13,0,1
R5008,1,14,0,1
R5009,1,4,0,1
R5009,2,5,0,1
R5101,1,1,0,1
R5101,2,2,0,1
R5101,3,3,0,1
R5102,1,4,0,1
R5102,2,5,0,1
R5103,1,6,0,1
R5104,1,7,0,1
R5104,2,8,0,1
R5105,1,9,0,1
R5106,1,10,0,1
R5106,2,11,0,1
R5107,1,12,0,1
R5107,2,13,0,1
R5108,1,14,0,1
R5109,1,4,0,1
R5109,2,5,0,1
R5201,1,1,0,1
R5201,2,2,0,1
R5201,3,3,0,1
R5202,1,4,0,1
R5202,2,5,0,1
R5203,1,6,0,1
R5204,1,7,0,1
R5204,2,8,0,1
R5205,1,9,0,1
R5206,1,10,0,1
R5206,2,11,0,1
R5207,1,12,0,1
R5207,2,13,0,1
R5208,1,14,0,1
R5209,1,4,0,1
R5209,2,5,0,1
R5301,1,1,0,1
R5301,2,2,0,1
R5301,3,3,0,1
R5302,1,4,0,1
R5302,2,5,0,1
R5303,1,6,0,1
R5304,1,7,0,1
R5304,2,8,0,1
R5305,1,9,0,1
R5306,1,10,0,1
R5306,2,11,0,1
R5307,1,12,0,1
R5307,2,13,0,1
R5308,1,14,0,1
R5309,1,4,0,1
R5309,2,5,0,1
R5401,1,1,0,1
R5401,2,2,0,1
R5401,3,3,0,1
R5402,1,4,0,1
R5402,2,5,0,1
R5403,1,6,0,1
R5404,1,7,0,1
R5404,2,8,0,1
R5405,1,9,0,1
R5406,1,10,0,1
R5406,2,11,0,1
R5407,1,12,0,1
R5407,2,13,0,1
R5408,1,14,0,1
R5409,1,4,0,1
R5409,2,5,0,1
R5501,1,1,0,1
R5501,2,2,0,1
R5501,3,3,0,1
R5502,1,4,0,1
R5502,2,5,0,1
R5503,1,6,0,1
R5504,1,7,0,1
R5504,2,8,0,1
R5505,1,9,0,1
R5506,1,10,0,1
R5506,2,11,0,1
R5507,1,12,0,1
R5507,2,13,0,1
R5508,1,14,0,1
R5509,1,4,0,1
R5509,2,5,0,1
R5601,1,1,0,1
R5601,2,2,0,1
R5601,3,3,0,1
R5602,1,4,0,1
R5602,2,5,0,1
R5603,1,6,0,1
R5604,1,7,0,1
R5604,2,8,0,1
R5605,1,9,0,1
R5606,1,10,0,1
R5606,2,11,0,1
R5607,1,12,0,1
R5607,2,13,0,1
R5608,1,14,0,1
R5609,1,4,0,1
R5609,2,5,0,1
R5701,1,1,0,1
R5701,2,2,0,1
R5701,3,3,0,1
R5702,1,4,0,1
R5702,2,5,0,1
R5703,1,6,0,1
R5704,1,7,0,1
R5704,2,8,0,1
R5705,1,9,0,1
R5706,1,10,0,1
R5706,2,11,0,1
R5707,1,12,0,1
R5707,2,13,0,1
R5708,1,14,0,1
R5709,1,4,0,1
R5709,2,5,0,1
R5801,1,1,0,1
R5801,2,2,0,1
R5801,3,3,0,1
R5802,1,4,0,1
R5802,2,5,0,1
R5803,1,6,0,1
R5804,1,7,0,1
R5804,2,8,0,1
R5805,1,9,0,1
R5806,1,10,0,1
R5806,2,11,0,1
R5807,1,12,0,1
R5807,2,13,0,1
R5808,1,14,0,1
R5809,1,4,0,1
R5809,2,5,0,1
R5901,1,1,0,1
R5901,2,2,0,1
R5901,3,3,0,1
R5902,1,4,0,1
R5902,2,5,0,1
R5903,1,6,0,1
R5904,1,7,0,1
R5904,2,8,0,1
R5905,1,9,0,1
R5906,1,10,0,1
R5906,2,11,0,1
R5907,1,12,0,1
R5907,2,13,0,1
R5908,1,14,0,1
R5909,1,4,0,1
R5909,2,5,0,1
R6001,1,1,0,1
R6001,2,2,0,1
R6001,3,3,0,1
R6002,1,4,0,1
R6002,2,5,0,1
R6003,1,6,0,1
R6004,1,7,0,1
R6004,2,8,0,1
R6005,1,9,0,1
R6006,1,10,0,1
R6006,2,11,0,1
R6007,1,12,0,1
R6007,2,13,0,1
R6008,1,14,0,1
R6009,1,4,0,1
R6009,2,5,0,1
R6101,1,1,0,1
R6101,2,2,0,1
R6101,3,3,0,1
R6102,1,4,0,1
R6102,2,5,0,1
R6103,1,6,0,1
R6104,1,7,0,1
R6104,2,8,0,1
R6105,1,9,0,1
R6106,1,10,0,1
R6106,2,11,0,1
R6107,1,12,0,1
R6107,2,13,0,1
R6108,1,14,0,1
R6109,1,4,0,1
R6109,2,5,0,1
R6201,1,1,0,1
R6201,2,2,0,1
R6201,3,3,0,1
R6202,1,4,0,1
R6202,2,5,0,1
R6203,1,6,0,1
R6204,1,7,0,1
R6204,2,8,0,1
R6205,1,9,0,1
R6206,1,10,0,1
R6206,2,11,0,1
R6207,1,12,0,1
R6207,2,13,0,1
R6208,1,14,0,1
R6209,1,4,0,1
R6209,2,5,0,1
R6301,1,1,0,1
R6301,2,2,0,1
R6301,3,3,0,1
R6302,1,4,0,1
R6302,2,5,0,1
R6303,1,6,0,1
R6304,1,7,0,1
R6304,2,8,0,1
R6305,1,9,0,1
R6306,1,10,0,1
R6306,2,11,0,1
R6307,1,12,0,1
R6307,2,13,0,1
R6308,1,14,0,1
R6309,1,4,0,1
R6309,2,5,0,1
R6401,1,1,0,1
R6401,2,2,0,1
R6401,3,3,0,1
R6402,1,4,0,1
R6402,2,5,0,1
R6403,1,6,0,1
R6404,1,7,0,1
R6404,2,8,0,1
R6405,1,9,0,1
R6406,1,10,0,1
R6406,2,11,0,1
R6407,1,12,0,1
R6407,2,13,0,1
R6408,1,14,0,1
R6409,1,4,0,1
R6409,2,5,0,1
R6501,1,1,0,1
R6501,2,2,0,1
R6501,3,3,0,1
R6502,1,4,0,1
R6502,2,5,0,1
R6503,1,6,0,1
R6504,1,7,0,1
R6504,2,8,0,1
R6505,1,9,0,1
R6506,1,10,0,1
R6506,2,11,0,1
R6507,1,12,0,1
R6507,2,13,0,1
R6508,1,14,0,1
R6509,1,4,0,1
R6509,2,5,0,1
R6601,1,1,0,1
R6601,2,2,0,1
R6601,3,3,0,1
R6602,1,4,0,1
R6602,2,5,0,1
R6603,1,6,0,1
R6604,1,7,0,1
R6604,2,8,0,1
R6605,1,9,0,1
R6606,1,10,0,1
R6606,2,11,0,1
R6607,1,12,0,1
R6607,2,13,0,1
R6608,1,14,0,1
R6609,1,4,0,1
R6609,2,5,0,1
R6701,1,1,0,1
R6701,2,2,0,1
R6701,3,3,0,1
R6702,1,4,0,1
R6702,2,5,0,1
R6703,1,6,0,1
R6704,1,7,0,1
R6704,2,8,0,1
R6705,1,9,0,1
R6706,1,10,0,1
R6706,2,11,0,1
R6707,1,12,0,1
R6707,2,13,0,1
R6708,1,14,0,1
R6709,1,4,0,1
R6709,2,5,0,1
R6801,1,1,0,1
R6801,2,2,0,1
R6801,3,3,0,1
R6802,1,4,0,1
R6802,2,5,0,1
R6803,1,6,0,1
R6804,1,7,0,1
R6804,2,8,0,1
R6805,1,9,0,1
R6806,1,10,0,1
R6806,2,11,0,1
R6807,1,12,0,1
R6807,2,13,0,1
R6808,1,14,0,1
R6809,1,4,0,1
R6809,2,5,0,1
R6901,1,1,0,1
R6901,2,2,0,1
R6901,3,3,0,1
R6902,1,4,0,1
R6902,2,5,0,1
R6903,1,6,0,1
R6904,1,7,0,1
R6904,2,8,0,1
R6905,1,9,0,1
R6906,1,10,0,1
R6906,2,11,0,1
R6907,1,12,0,1
R6907,2,13,0,1
R6908,1,14,0,1
R6909,1,4,0,1
R6909,2,5,0,1
R7001,1,1,0,1
R7001,2,2,0,1
R7001,3,3,0,1
R7002,1,4,0,1
R7002,2,5,0,1
R7003,1,6,0,1
R7004,1,7,0,1
R7004,2,8,0,1
R7005,1,9,0,1
R7006,1,10,0,1
R7006,2,11,0,1
R7007,1,12,0,1
R7007,2,13,0,1
R7008,1,14,0,1
R7009,1,4,0,1
R7009,2,5,0,1
R7101,1,1,0,1
R7101,2,2,0,1
R7101,3,3,0,1
R7102,1,4,0,1
R7102,2,5,0,1
R7103,1,6,0,1
R7104,1,7,0,1
R7104,2,8,0,1
R7105,1,9,0,1
R7106,1,10,0,1
R7106,2,11,0,1
R7107,1,12,0,1
R7107,2,13,0,1
R7108,1,14,0,1
R7109,1,4,0,1
R7109,2,5,0,1
R7201,1,1,0,1
R7201,2,2,0,1
R7201,3,3,0,1
R7202,1,4,0,1
R7202,2,5,0,1
R7203,1,6,0,1
R7204,1,7,0,1
R7204,2,8,0,1
R7205,1,9,0,1
R7206,1,10,0,1
R7206,2,11,0,1
R7207,1,12,0,1
R7207,2,13,0,1
R7208,1,14,0,1
R7209,1,4,0,1
R7209,2,5,0,1
R7301,1,1,0,1
R7301,2,2,0,1
R7301,3,3,0,1
R7302,1,4,0,1
R7302,2,5,0,1
R7303,1,6,0,1
R7304,1,7,0,1
R7304,2,8,0,1
R7305,1,9,0,1
R7306,1,10,0,1
R7306,2,11,0,1
