location_id,location_kind,line_code,bound,supply_capacity
SEC:PCPLNX:PCPX2_PCPN3:EB,tunnel sector,PCPLNX,EB,1
PLAT:CBDLCB:CBDCB1:EB,platform,CBDLCB,EB,1
SEC:ICBLIB:ICBI2_ICBI3:EB,tunnel sector,ICBLIB,EB,1
SEC:PCPLNY:PCPS3_PCPS4:WB,tunnel sector,PCPLNY,WB,1
SEC:SYNLNY:SYNS3_SYNS4:WB,tunnel sector,SYNLNY,WB,1
SEC:CAPLBG:CAPG1_CAPG2:EB,tunnel sector,CAPLBG,EB,6
SEC:PCPLNY:PCPS3_PCPS4:EB,tunnel sector,PCPLNY,EB,1
SEC:ICBLIB:ICBI6_ICBI7:EB,tunnel sector,ICBLIB,EB,1
PLAT:CAPLBG:CAPG1:EB,platform,CAPLBG,EB,6
PLAT:SYNLNY:SYNX1:WB,platform,SYNLNY,WB,1
PLAT:PCPLNY:PCPS3:EB,platform,PCPLNY,EB,1
PLAT:PCPLNY:PCPS3:WB,platform,PCPLNY,WB,1
PLAT:ICBLIB:ICBI5:EB,platform,ICBLIB,EB,1
PLAT:PCPLNY:PCPX2:EB,platform,PCPLNY,EB,1
PLAT:PCPLNY:PCPX1:EB,platform,PCPLNY,EB,1
PLAT:SYNLNX:SYNN4:EB,platform,SYNLNX,EB,1
SEC:PCPLNX:PCPN3_PCPN4:WB,tunnel sector,PCPLNX,WB,1
PLAT:ICBLIB:ICBI3:EB,platform,ICBLIB,EB,1
PLAT:PCPLNX:PCPX1:EB,platform,PCPLNX,EB,1
PLAT:ICBLIB:ICBI7:EB,platform,ICBLIB,EB,1
SEC:PCPLNY:PCPX1_PCPX2:WB,tunnel sector,PCPLNY,WB,1
